precinct_key,district_num,district_code,area_weight,block_count,total_blocks,countyfp,vtdst20
Lyon - 000135,15,15,1.0000000000,33,33,083,000135
Lyon - 000140,15,15,1.0000000000,49,49,083,000140
Lyon - 000145,15,15,1.0000000000,27,27,083,000145
Lyon - 000150,15,15,1.0000000000,62,62,083,000150
Lyon - 000155,15,15,1.0000000000,42,42,083,000155
Lyon - 000160,15,15,1.0000000000,46,46,083,000160
Lyon - 000165,15,15,1.0000000000,16,16,083,000165
Lyon - 000170,15,15,1.0000000000,104,104,083,000170
Lyon - 000180,15,15,1.0000000000,48,48,083,000180
Lyon - 000185,15,15,1.0000000000,47,47,083,000185
McLeod - 000005,17,17,1.0000000000,53,53,085,000005
McLeod - 000010,17,17,1.0000000000,97,97,085,000010
McLeod - 000015,17,17,1.0000000000,11,11,085,000015
McLeod - 000020,17,17,1.0000000000,48,48,085,000020
McLeod - 000025,17,17,1.0000000000,63,63,085,000025
McLeod - 000030,17,17,1.0000000000,82,82,085,000030
McLeod - 000035,17,17,1.0000000000,41,41,085,000035
McLeod - 000040,17,17,1.0000000000,38,38,085,000040
McLeod - 000045,17,17,1.0000000000,68,68,085,000045
McLeod - 000050,17,17,1.0000000000,45,45,085,000050
McLeod - 000055,17,17,1.0000000000,45,45,085,000055
McLeod - 000060,17,17,1.0000000000,89,89,085,000060
McLeod - 000065,17,17,1.0000000000,62,62,085,000065
McLeod - 000070,17,17,1.0000000000,142,142,085,000070
McLeod - 000075,17,17,1.0000000000,102,102,085,000075
McLeod - 000080,17,17,1.0000000000,110,110,085,000080
McLeod - 000095,17,17,1.0000000000,61,61,085,000095
McLeod - 000100,17,17,1.0000000000,45,45,085,000100
McLeod - 000105,17,17,1.0000000000,51,51,085,000105
McLeod - 000110,17,17,1.0000000000,57,57,085,000110
McLeod - 000115,17,17,1.0000000000,21,21,085,000115
McLeod - 000120,17,17,1.0000000000,61,61,085,000120
McLeod - 000125,17,17,1.0000000000,48,48,085,000125
McLeod - 000130,17,17,1.0000000000,46,46,085,000130
McLeod - 000135,17,17,1.0000000000,41,41,085,000135
McLeod - 000140,17,17,1.0000000000,61,61,085,000140
McLeod - 000145,17,17,1.0000000000,60,60,085,000145
McLeod - 000150,17,17,1.0000000000,66,66,085,000150
Mahnomen - 000005,2,2,1.0000000000,32,32,087,000005
Mahnomen - 000010,2,2,1.0000000000,15,15,087,000010
Mahnomen - 000015,2,2,1.0000000000,29,29,087,000015
Mahnomen - 000020,2,2,1.0000000000,20,20,087,000020
Mahnomen - 000025,2,2,1.0000000000,28,28,087,000025
Mahnomen - 000030,2,2,1.0000000000,20,20,087,000030
Mahnomen - 000035,2,2,1.0000000000,25,25,087,000035
Mahnomen - 000040,2,2,1.0000000000,30,30,087,000040
Mahnomen - 000045,2,2,1.0000000000,28,28,087,000045
Mahnomen - 000050,2,2,1.0000000000,21,21,087,000050
Mahnomen - 000055,2,2,1.0000000000,71,71,087,000055
Mahnomen - 000060,2,2,1.0000000000,27,27,087,000060
Mahnomen - 000065,2,2,1.0000000000,30,30,087,000065
Mahnomen - 000070,2,2,1.0000000000,54,54,087,000070
Mahnomen - 000075,2,2,1.0000000000,28,28,087,000075
Mahnomen - 000080,2,2,1.0000000000,21,21,087,000080
Mahnomen - 000085,2,2,1.0000000000,48,48,087,000085
Mahnomen - 000090,2,2,1.0000000000,39,39,087,000090
Mahnomen - 000095,2,2,1.0000000000,29,29,087,000095
Marshall - 000005,1,1,1.0000000000,27,27,089,000005
Marshall - 000010,1,1,1.0000000000,35,35,089,000010
Marshall - 000015,1,1,1.0000000000,24,24,089,000015
Marshall - 000020,1,1,1.0000000000,59,59,089,000020
Marshall - 000025,1,1,1.0000000000,31,31,089,000025
Marshall - 000030,1,1,1.0000000000,45,45,089,000030
Marshall - 000035,1,1,1.0000000000,39,39,089,000035
Marshall - 000040,1,1,1.0000000000,19,19,089,000040
Marshall - 000045,1,1,1.0000000000,35,35,089,000045
Marshall - 000050,1,1,1.0000000000,12,12,089,000050
Marshall - 000055,1,1,1.0000000000,57,57,089,000055
Marshall - 000060,1,1,1.0000000000,34,34,089,000060
Marshall - 000065,1,1,1.0000000000,22,22,089,000065
Marshall - 000070,1,1,1.0000000000,21,21,089,000070
Marshall - 000075,1,1,1.0000000000,30,30,089,000075
Marshall - 000080,1,1,1.0000000000,27,27,089,000080
Marshall - 000085,1,1,1.0000000000,35,35,089,000085
Marshall - 000090,1,1,1.0000000000,69,69,089,000090
Marshall - 000095,1,1,1.0000000000,55,55,089,000095
Marshall - 000100,1,1,1.0000000000,38,38,089,000100
Marshall - 000105,1,1,1.0000000000,37,37,089,000105
Marshall - 000110,1,1,1.0000000000,18,18,089,000110
Marshall - 000115,1,1,1.0000000000,10,10,089,000115
Marshall - 000120,1,1,1.0000000000,42,42,089,000120
Marshall - 000125,1,1,1.0000000000,19,19,089,000125
Marshall - 000130,1,1,1.0000000000,43,43,089,000130
Marshall - 000135,1,1,1.0000000000,19,19,089,000135
Marshall - 000140,1,1,1.0000000000,56,56,089,000140
Marshall - 000145,1,1,1.0000000000,30,30,089,000145
Marshall - 000150,1,1,1.0000000000,30,30,089,000150
Marshall - 000155,1,1,1.0000000000,44,44,089,000155
Marshall - 000160,1,1,1.0000000000,30,30,089,000160
Marshall - 000165,1,1,1.0000000000,50,50,089,000165
Marshall - 000166,1,1,1.0000000000,22,22,089,000166
Marshall - 000170,1,1,1.0000000000,33,33,089,000170
Marshall - 000175,1,1,1.0000000000,30,30,089,000175
Marshall - 000180,1,1,1.0000000000,50,50,089,000180
Marshall - 000185,1,1,1.0000000000,40,40,089,000185
Marshall - 000190,1,1,1.0000000000,47,47,089,000190
Marshall - 000195,1,1,1.0000000000,53,53,089,000195
Marshall - 000200,1,1,1.0000000000,28,28,089,000200
Marshall - 000205,1,1,1.0000000000,34,34,089,000205
Marshall - 000210,1,1,1.0000000000,45,45,089,000210
Marshall - 000215,1,1,1.0000000000,43,43,089,000215
Marshall - 000220,1,1,1.0000000000,33,33,089,000220
Marshall - 000225,1,1,1.0000000000,45,45,089,000225
Marshall - 000230,1,1,1.0000000000,15,15,089,000230
Marshall - 000235,1,1,1.0000000000,46,46,089,000235
Marshall - 000240,1,1,1.0000000000,24,24,089,000240
Marshall - 000245,1,1,1.0000000000,42,42,089,000245
Marshall - 000250,1,1,1.0000000000,58,58,089,000250
Marshall - 000255,1,1,1.0000000000,23,23,089,000255
Marshall - 000260,1,1,1.0000000000,13,13,089,000260
Marshall - 000265,1,1,1.0000000000,56,56,089,000265
Marshall - 000270,1,1,1.0000000000,35,35,089,000270
Marshall - 000275,1,1,1.0000000000,90,90,089,000275
Marshall - 000285,1,1,1.0000000000,49,49,089,000285
Marshall - 000290,1,1,1.0000000000,40,40,089,000290
Marshall - 000295,1,1,1.0000000000,39,39,089,000295
Marshall - 000300,1,1,1.0000000000,43,43,089,000300
Martin - 000005,21,21,1.0000000000,79,79,091,000005
Martin - 000010,22,22,1.0000000000,67,67,091,000010
Martin - 000015,22,22,1.0000000000,34,34,091,000015
Martin - 000020,22,22,1.0000000000,16,16,091,000020
Martin - 000025,22,22,1.0000000000,49,49,091,000025
Martin - 000030,21,21,1.0000000000,40,40,091,000030
Martin - 000035,22,22,1.0000000000,14,14,091,000035
Martin - 000040,22,22,1.0000000000,21,21,091,000040
Martin - 000050,22,22,1.0000000000,32,32,091,000050
Martin - 000055,22,22,1.0000000000,28,28,091,000055
Martin - 000065,22,22,1.0000000000,51,51,091,000065
Martin - 000070,22,22,1.0000000000,40,40,091,000070
Martin - 000080,22,22,1.0000000000,57,57,091,000080
Martin - 000085,22,22,1.0000000000,82,82,091,000085
Martin - 000095,22,22,1.0000000000,52,52,091,000095
Martin - 000100,21,21,1.0000000000,78,78,091,000100
Martin - 000105,22,22,1.0000000000,76,76,091,000105
Martin - 000110,21,21,1.0000000000,68,68,091,000110
Martin - 000115,22,22,1.0000000000,18,18,091,000115
Martin - 000120,22,22,1.0000000000,64,64,091,000120
Martin - 000125,22,22,1.0000000000,47,47,091,000125
Martin - 000130,22,22,1.0000000000,51,51,091,000130
Martin - 000135,22,22,1.0000000000,60,60,091,000135
Martin - 000140,22,22,1.0000000000,51,51,091,000140
Martin - 000145,22,22,1.0000000000,15,15,091,000145
Martin - 000150,21,21,1.0000000000,6,6,091,000150
Martin - 000155,22,22,1.0000000000,61,61,091,000155
Martin - 000160,22,22,1.0000000000,57,57,091,000160
Martin - 000165,22,22,1.0000000000,91,91,091,000165
Martin - 000170,22,22,1.0000000000,73,73,091,000170
Martin - 000175,22,22,1.0000000000,46,46,091,000175
Martin - 000180,22,22,1.0000000000,35,35,091,000180
Martin - 000185,21,21,1.0000000000,54,54,091,000185
Martin - 000195,22,22,1.0000000000,53,53,091,000195
Martin - 000200,22,22,1.0000000000,46,46,091,000200
Martin - 000205,22,22,1.0000000000,57,57,091,000205
Martin - 000210,22,22,1.0000000000,46,46,091,000210
Meeker - 000005,16,16,1.0000000000,49,49,093,000005
Meeker - 000010,16,16,1.0000000000,8,8,093,000010
Meeker - 000015,16,16,1.0000000000,92,92,093,000015
Meeker - 000020,17,17,1.0000000000,66,66,093,000020
Meeker - 000025,16,16,1.0000000000,36,36,093,000025
Meeker - 000030,16,16,1.0000000000,50,50,093,000030
Meeker - 000035,16,16,1.0000000000,47,47,093,000035
Meeker - 000040,17,17,1.0000000000,27,27,093,000040
Meeker - 000045,17,17,1.0000000000,65,65,093,000045
Meeker - 000050,17,17,1.0000000000,45,45,093,000050
Meeker - 000055,17,17,1.0000000000,79,79,093,000055
Meeker - 000060,16,16,1.0000000000,35,35,093,000060
Meeker - 000065,17,17,1.0000000000,81,81,093,000065
Meeker - 000070,17,17,1.0000000000,51,51,093,000070
Meeker - 000075,16,16,1.0000000000,88,88,093,000075
Meeker - 000080,16,16,1.0000000000,59,59,093,000080
Meeker - 000085,16,16,1.0000000000,47,47,093,000085
Meeker - 000090,16,16,1.0000000000,66,66,093,000090
Meeker - 000095,29,29,1.0000000000,9,9,093,000095
Meeker - 000100,29,29,1.0000000000,150,150,093,000100
Meeker - 000105,16,16,1.0000000000,42,42,093,000105
Meeker - 000110,16,16,1.0000000000,44,44,093,000110
Meeker - 000115,16,16,1.0000000000,37,37,093,000115
Meeker - 000120,16,16,1.0000000000,58,58,093,000120
Meeker - 000125,16,16,1.0000000000,51,51,093,000125
Meeker - 000130,16,16,1.0000000000,71,71,093,000130
Meeker - 000135,16,16,1.0000000000,113,113,093,000135
Meeker - 000140,16,16,1.0000000000,43,43,093,000140
Meeker - 000145,16,16,1.0000000000,99,99,093,000145
Meeker - 000150,16,16,1.0000000000,33,33,093,000150
Mille Lacs - 000005,10,10,1.0000000000,14,14,095,000005
Mille Lacs - 000010,10,10,1.0000000000,101,101,095,000010
Mille Lacs - 000015,10,10,1.0000000000,68,68,095,000015
Mille Lacs - 000020,10,10,1.0000000000,10,10,095,000020
Mille Lacs - 000025,10,10,1.0000000000,29,29,095,000025
Mille Lacs - 000030,10,10,1.0000000000,45,45,095,000030
Mille Lacs - 000035,10,10,1.0000000000,26,26,095,000035
Mille Lacs - 000040,27,27,1.0000000000,67,67,095,000040
Mille Lacs - 000045,10,10,1.0000000000,31,31,095,000045
Mille Lacs - 000050,10,10,1.0000000000,44,44,095,000050
Mille Lacs - 000055,10,10,1.0000000000,49,49,095,000055
Mille Lacs - 000060,10,10,1.0000000000,113,113,095,000060
Mille Lacs - 000065,10,10,1.0000000000,18,18,095,000065
Mille Lacs - 000070,10,10,1.0000000000,95,95,095,000070
Mille Lacs - 000075,10,10,1.0000000000,62,62,095,000075
Mille Lacs - 000080,10,10,1.0000000000,91,91,095,000080
Mille Lacs - 000085,10,10,1.0000000000,18,18,095,000085
Mille Lacs - 000090,10,10,1.0000000000,60,60,095,000090
Mille Lacs - 000095,10,10,1.0000000000,57,57,095,000095
Mille Lacs - 000100,10,10,1.0000000000,38,38,095,000100
Mille Lacs - 000105,10,10,1.0000000000,10,10,095,000105
Mille Lacs - 000110,27,27,1.0000000000,184,184,095,000110
Mille Lacs - 000115,27,27,1.0000000000,106,106,095,000115
Mille Lacs - 000120,10,10,1.0000000000,59,59,095,000120
Mille Lacs - 000125,10,10,1.0000000000,17,17,095,000125
Morrison - 000005,10,10,1.0000000000,32,32,097,000005
Morrison - 000010,10,10,1.0000000000,76,76,097,000010
Morrison - 000015,10,10,1.0000000000,106,106,097,000015
Morrison - 000020,10,10,1.0000000000,22,22,097,000020
Morrison - 000025,10,10,1.0000000000,8,8,097,000025
Morrison - 000030,10,10,1.0000000000,106,106,097,000030
Morrison - 000035,10,10,1.0000000000,47,47,097,000035
Morrison - 000045,10,10,1.0000000000,45,45,097,000045
Morrison - 000050,10,10,1.0000000000,146,146,097,000050
Morrison - 000055,10,10,1.0000000000,62,62,097,000055
Morrison - 000060,10,10,1.0000000000,8,8,097,000060
Morrison - 000065,10,10,1.0000000000,69,69,097,000065
Morrison - 000070,10,10,1.0000000000,20,20,097,000070
Morrison - 000075,10,10,1.0000000000,7,7,097,000075
Morrison - 000080,10,10,1.0000000000,50,50,097,000080
Morrison - 000085,10,10,1.0000000000,109,109,097,000085
Morrison - 000090,10,10,1.0000000000,7,7,097,000090
Morrison - 000095,10,10,1.0000000000,8,8,097,000095
Morrison - 000100,10,10,1.0000000000,12,12,097,000100
Morrison - 000105,10,10,1.0000000000,39,39,097,000105
Morrison - 000110,10,10,1.0000000000,12,12,097,000110
Morrison - 000115,10,10,1.0000000000,15,15,097,000115
Morrison - 000120,10,10,1.0000000000,86,86,097,000120
Morrison - 000125,10,10,1.0000000000,160,160,097,000125
Morrison - 000130,10,10,1.0000000000,161,161,097,000130
Morrison - 000135,10,10,1.0000000000,113,113,097,000135
Morrison - 000140,10,10,1.0000000000,40,40,097,000140
Morrison - 000145,5,5,1.0000000000,61,61,097,000145
Morrison - 000150,5,5,1.0000000000,29,29,097,000150
Morrison - 000155,10,10,1.0000000000,9,9,097,000155
Morrison - 000160,10,10,1.0000000000,37,37,097,000160
Morrison - 000165,10,10,1.0000000000,47,47,097,000165
Morrison - 000170,10,10,1.0000000000,51,51,097,000170
Morrison - 000175,10,10,1.0000000000,56,56,097,000175
Morrison - 000180,10,10,1.0000000000,21,21,097,000180
Morrison - 000185,10,10,1.0000000000,35,35,097,000185
Morrison - 000195,10,10,1.0000000000,38,38,097,000195
Morrison - 000200,10,10,1.0000000000,44,44,097,000200
Morrison - 000205,10,10,1.0000000000,68,68,097,000205
Morrison - 000210,5,5,1.0000000000,35,35,097,000210
Morrison - 000215,10,10,1.0000000000,56,56,097,000215
Morrison - 000220,5,5,1.0000000000,131,131,097,000220
Morrison - 000225,10,10,1.0000000000,10,10,097,000225
Morrison - 000230,10,10,1.0000000000,81,81,097,000230
Morrison - 000235,10,10,1.0000000000,21,21,097,000235
Morrison - 000240,10,10,1.0000000000,68,68,097,000240
Morrison - 000245,10,10,1.0000000000,88,88,097,000245
Morrison - 000250,10,10,1.0000000000,24,24,097,000250
Mower - 000005,23,23,1.0000000000,29,29,099,000005
Mower - 000010,23,23,1.0000000000,56,56,099,000010
Mower - 000015,23,23,1.0000000000,138,138,099,000015
Mower - 000020,23,23,1.0000000000,125,125,099,000020
Mower - 000025,23,23,1.0000000000,2,2,099,000025
Mower - 000030,23,23,1.0000000000,76,76,099,000030
Mower - 000035,23,23,1.0000000000,80,80,099,000035
Mower - 000050,23,23,1.0000000000,140,140,099,000050
Mower - 000055,23,23,1.0000000000,102,102,099,000055
Mower - 000070,23,23,1.0000000000,72,72,099,000070
Mower - 000075,26,26,1.0000000000,48,48,099,000075
Mower - 000080,23,23,1.0000000000,33,33,099,000080
Mower - 000085,23,23,1.0000000000,45,45,099,000085
Mower - 000090,23,23,1.0000000000,15,15,099,000090
Mower - 000095,23,23,1.0000000000,47,47,099,000095
Mower - 000100,23,23,1.0000000000,8,8,099,000100
Mower - 000105,26,26,1.0000000000,55,55,099,000105
Mower - 000110,23,23,1.0000000000,40,40,099,000110
Mower - 000115,23,23,1.0000000000,60,60,099,000115
Mower - 000120,23,23,1.0000000000,104,104,099,000120
Mower - 000125,26,26,1.0000000000,55,55,099,000125
Mower - 000130,26,26,1.0000000000,57,57,099,000130
Mower - 000135,23,23,1.0000000000,59,59,099,000135
Mower - 000140,23,23,1.0000000000,27,27,099,000140
Mower - 000145,23,23,1.0000000000,79,79,099,000145
Mower - 000150,23,23,1.0000000000,6,6,099,000150
Mower - 000155,23,23,1.0000000000,55,55,099,000155
Mower - 000160,23,23,1.0000000000,73,73,099,000160
Mower - 000165,23,23,1.0000000000,48,48,099,000165
Mower - 000170,26,26,1.0000000000,13,13,099,000170
Mower - 000175,26,26,1.0000000000,76,76,099,000175
Mower - 000180,23,23,1.0000000000,79,79,099,000180
Mower - 000185,23,23,1.0000000000,22,22,099,000185
Mower - 000190,23,23,1.0000000000,7,7,099,000190
Mower - 000195,23,23,1.0000000000,50,50,099,000195
Mower - 000200,23,23,1.0000000000,6,6,099,000200
Mower - 000205,23,23,1.0000000000,54,54,099,000205
Mower - 000210,23,23,1.0000000000,9,9,099,000210
Mower - 000215,23,23,1.0000000000,47,47,099,000215
Mower - 000220,23,23,1.0000000000,75,75,099,000220
Murray - 000005,21,21,1.0000000000,26,26,101,000005
Murray - 000010,21,21,1.0000000000,49,49,101,000010
Murray - 000015,21,21,1.0000000000,64,64,101,000015
Murray - 000020,21,21,1.0000000000,42,42,101,000020
Murray - 000025,21,21,1.0000000000,48,48,101,000025
Murray - 000030,21,21,1.0000000000,18,18,101,000030
Murray - 000035,21,21,1.0000000000,27,27,101,000035
Murray - 000040,21,21,1.0000000000,57,57,101,000040
Murray - 000045,21,21,1.0000000000,51,51,101,000045
Murray - 000046,21,21,1.0000000000,8,8,101,000046
Murray - 000050,21,21,1.0000000000,48,48,101,000050
Murray - 000055,21,21,1.0000000000,42,42,101,000055
Murray - 000060,21,21,1.0000000000,74,74,101,000060
Murray - 000065,21,21,1.0000000000,7,7,101,000065
Murray - 000070,21,21,1.0000000000,41,41,101,000070
Murray - 000075,21,21,1.0000000000,15,15,101,000075
Murray - 000080,21,21,1.0000000000,48,48,101,000080
Murray - 000085,21,21,1.0000000000,46,46,101,000085
Murray - 000090,21,21,1.0000000000,26,26,101,000090
Murray - 000095,21,21,1.0000000000,39,39,101,000095
Murray - 000100,21,21,1.0000000000,55,55,101,000100
Murray - 000105,21,21,1.0000000000,42,42,101,000105
Murray - 000110,21,21,1.0000000000,51,51,101,000110
Murray - 000115,21,21,1.0000000000,46,46,101,000115
Murray - 000120,21,21,1.0000000000,58,58,101,000120
Murray - 000125,21,21,1.0000000000,44,44,101,000125
Murray - 000130,21,21,1.0000000000,33,33,101,000130
Murray - 000135,21,21,1.0000000000,111,111,101,000135
Murray - 000140,21,21,1.0000000000,40,40,101,000140
Nicollet - 000005,18,18,1.0000000000,94,94,103,000005
Nicollet - 000010,18,18,1.0000000000,67,67,103,000010
Nicollet - 000015,18,18,1.0000000000,20,20,103,000015
Nicollet - 000020,18,18,1.0000000000,17,17,103,000020
Nicollet - 000025,18,18,1.0000000000,74,74,103,000025
Nicollet - 000030,18,18,1.0000000000,32,32,103,000030
Nicollet - 000035,18,18,1.0000000000,33,33,103,000035
Nicollet - 000040,18,18,1.0000000000,76,76,103,000040
Nicollet - 000045,18,18,1.0000000000,96,96,103,000045
Nicollet - 000050,18,18,1.0000000000,11,11,103,000050
Nicollet - 000055,18,18,1.0000000000,60,60,103,000055
Nicollet - 000060,18,18,1.0000000000,52,52,103,000060
Nicollet - 000065,18,18,1.0000000000,63,63,103,000065
Nicollet - 000070,18,18,1.0000000000,52,52,103,000070
Nicollet - 000075,18,18,1.0000000000,42,42,103,000075
Nicollet - 000080,18,18,1.0000000000,31,31,103,000080
Nicollet - 000085,18,18,1.0000000000,23,23,103,000085
Nicollet - 000090,18,18,1.0000000000,44,44,103,000090
Nicollet - 000095,18,18,1.0000000000,38,38,103,000095
Nicollet - 000100,18,18,1.0000000000,9,9,103,000100
Nicollet - 000110,18,18,1.0000000000,61,61,103,000110
Nicollet - 000115,18,18,1.0000000000,30,30,103,000115
Nicollet - 000120,18,18,1.0000000000,115,115,103,000120
Nicollet - 000125,18,18,1.0000000000,81,81,103,000125
Nicollet - 000130,18,18,1.0000000000,59,59,103,000130
Nicollet - 000135,18,18,1.0000000000,84,84,103,000135
Nicollet - 000140,18,18,1.0000000000,50,50,103,000140
Nicollet - 000145,18,18,1.0000000000,78,78,103,000145
Nobles - 000005,21,21,1.0000000000,90,90,105,000005
Nobles - 000010,21,21,1.0000000000,21,21,105,000010
Nobles - 000015,21,21,1.0000000000,59,59,105,000015
Nobles - 000020,21,21,1.0000000000,40,40,105,000020
Nobles - 000025,21,21,1.0000000000,37,37,105,000025
Nobles - 000030,21,21,1.0000000000,51,51,105,000030
Nobles - 000035,21,21,1.0000000000,12,12,105,000035
Nobles - 000040,21,21,1.0000000000,44,44,105,000040
Nobles - 000045,21,21,1.0000000000,48,48,105,000045
Nobles - 000050,21,21,1.0000000000,59,59,105,000050
Nobles - 000055,21,21,1.0000000000,47,47,105,000055
Nobles - 000060,21,21,1.0000000000,68,68,105,000060
Nobles - 000065,21,21,1.0000000000,41,41,105,000065
Nobles - 000070,21,21,1.0000000000,7,7,105,000070
Nobles - 000075,21,21,1.0000000000,43,43,105,000075
Nobles - 000080,21,21,1.0000000000,82,82,105,000080
Nobles - 000085,21,21,1.0000000000,22,22,105,000085
Nobles - 000090,21,21,1.0000000000,49,49,105,000090
Nobles - 000095,21,21,1.0000000000,53,53,105,000095
Nobles - 000100,21,21,1.0000000000,66,66,105,000100
Nobles - 000105,21,21,1.0000000000,59,59,105,000105
Nobles - 000110,21,21,1.0000000000,41,41,105,000110
Nobles - 000115,21,21,1.0000000000,26,26,105,000115
Nobles - 000120,21,21,1.0000000000,32,32,105,000120
Nobles - 000125,21,21,1.0000000000,59,59,105,000125
Nobles - 000130,21,21,1.0000000000,61,61,105,000130
Nobles - 000135,21,21,1.0000000000,66,66,105,000135
Nobles - 000140,21,21,1.0000000000,22,22,105,000140
Nobles - 000145,21,21,1.0000000000,48,48,105,000145
Nobles - 000150,21,21,1.0000000000,52,52,105,000150
Nobles - 000155,21,21,1.0000000000,46,46,105,000155
Nobles - 000160,21,21,1.0000000000,29,29,105,000160
Nobles - 000165,21,21,1.0000000000,19,19,105,000165
Nobles - 000166,21,21,1.0000000000,21,21,105,000166
Nobles - 000170,21,21,1.0000000000,31,31,105,000170
Nobles - 000175,21,21,1.0000000000,22,22,105,000175
Nobles - 000180,21,21,1.0000000000,27,27,105,000180
Nobles - 000185,21,21,1.0000000000,25,25,105,000185
Nobles - 000186,21,21,1.0000000000,32,32,105,000186
Nobles - 000190,21,21,1.0000000000,61,61,105,000190
Norman - 000005,1,1,1.0000000000,69,69,107,000005
Norman - 000010,1,1,1.0000000000,57,57,107,000010
Norman - 000015,1,1,1.0000000000,49,49,107,000015
Norman - 000020,1,1,1.0000000000,35,35,107,000020
Norman - 000025,1,1,1.0000000000,7,7,107,000025
Norman - 000030,1,1,1.0000000000,48,48,107,000030
Norman - 000035,1,1,1.0000000000,51,51,107,000035
Norman - 000040,1,1,1.0000000000,13,13,107,000040
Norman - 000045,1,1,1.0000000000,34,34,107,000045
Norman - 000050,1,1,1.0000000000,26,26,107,000050
Norman - 000055,1,1,1.0000000000,52,52,107,000055
Norman - 000060,1,1,1.0000000000,62,62,107,000060
Norman - 000065,1,1,1.0000000000,47,47,107,000065
Norman - 000070,1,1,1.0000000000,30,30,107,000070
Norman - 000075,1,1,1.0000000000,51,51,107,000075
Norman - 000080,1,1,1.0000000000,23,23,107,000080
Norman - 000085,1,1,1.0000000000,35,35,107,000085
Norman - 000090,1,1,1.0000000000,59,59,107,000090
Norman - 000095,1,1,1.0000000000,34,34,107,000095
Norman - 000100,1,1,1.0000000000,41,41,107,000100
Norman - 000105,1,1,1.0000000000,42,42,107,000105
Norman - 000110,1,1,1.0000000000,16,16,107,000110
Norman - 000115,1,1,1.0000000000,32,32,107,000115
Norman - 000120,1,1,1.0000000000,17,17,107,000120
Norman - 000125,1,1,1.0000000000,24,24,107,000125
Norman - 000130,1,1,1.0000000000,68,68,107,000130
Norman - 000135,1,1,1.0000000000,21,21,107,000135
Norman - 000140,1,1,1.0000000000,24,24,107,000140
Norman - 000145,1,1,1.0000000000,32,32,107,000145
Norman - 000150,1,1,1.0000000000,70,70,107,000150
Norman - 000155,1,1,1.0000000000,32,32,107,000155
Norman - 000160,1,1,1.0000000000,38,38,107,000160
Norman - 000165,1,1,1.0000000000,30,30,107,000165
Olmsted - 000005,24,24,1.0000000000,73,73,109,000005
Olmsted - 000010,25,25,1.0000000000,30,30,109,000010
Olmsted - 000011,24,24,0.5483870968,17,31,109,000011
Olmsted - 000011,25,25,0.4516129032,14,31,109,000011
Olmsted - 000012,24,24,0.5625000000,9,16,109,000012
Olmsted - 000012,25,25,0.4375000000,7,16,109,000012
Olmsted - 000013,25,25,1.0000000000,2,2,109,000013
Olmsted - 000015,20,20,1.0000000000,41,41,109,000015
Olmsted - 000020,20,20,1.0000000000,28,28,109,000020
Olmsted - 000025,20,20,1.0000000000,60,60,109,000025
Olmsted - 000030,20,20,1.0000000000,49,49,109,000030
Olmsted - 000035,20,20,1.0000000000,57,57,109,000035
Olmsted - 000040,20,20,1.0000000000,61,61,109,000040
Olmsted - 000045,20,20,1.0000000000,39,39,109,000045
Olmsted - 000050,25,25,1.0000000000,47,47,109,000050
Olmsted - 000055,24,24,1.0000000000,114,114,109,000055
Olmsted - 000060,24,24,1.0000000000,63,63,109,000060
Olmsted - 000065,20,20,1.0000000000,96,96,109,000065
Olmsted - 000066,24,24,1.0000000000,4,4,109,000066
Olmsted - 000070,20,20,0.9759036145,81,83,109,000070
Olmsted - 000070,25,25,0.0240963855,2,83,109,000070
Olmsted - 000075,20,20,1.0000000000,35,35,109,000075
Olmsted - 000080,25,25,1.0000000000,52,52,109,000080
Olmsted - 000085,25,25,1.0000000000,91,91,109,000085
Olmsted - 000088,20,20,1.0000000000,23,23,109,000088
Olmsted - 000090,20,20,1.0000000000,95,95,109,000090
Olmsted - 000095,20,20,1.0000000000,54,54,109,000095
Olmsted - 000096,24,24,1.0000000000,37,37,109,000096
Olmsted - 000098,24,24,1.0000000000,29,29,109,000098
Olmsted - 000100,24,24,1.0000000000,48,48,109,000100
Olmsted - 000102,24,24,1.0000000000,17,17,109,000102
Olmsted - 000104,24,24,1.0000000000,32,32,109,000104
Olmsted - 000106,24,24,0.4444444444,8,18,109,000106
Olmsted - 000106,25,25,0.5555555556,10,18,109,000106
Olmsted - 000108,24,24,1.0000000000,21,21,109,000108
Olmsted - 000110,24,24,1.0000000000,27,27,109,000110
Olmsted - 000112,24,24,1.0000000000,23,23,109,000112
Olmsted - 000114,24,24,1.0000000000,47,47,109,000114
Olmsted - 000116,24,24,1.0000000000,17,17,109,000116
Olmsted - 000118,24,24,1.0000000000,26,26,109,000118
Olmsted - 000122,25,25,1.0000000000,38,38,109,000122
Olmsted - 000124,25,25,1.0000000000,57,57,109,000124
Olmsted - 000126,24,24,1.0000000000,25,25,109,000126
Olmsted - 000128,24,24,1.0000000000,17,17,109,000128
Olmsted - 000130,24,24,1.0000000000,18,18,109,000130
Olmsted - 000132,24,24,1.0000000000,12,12,109,000132
Olmsted - 000134,24,24,1.0000000000,30,30,109,000134
Olmsted - 000136,24,24,1.0000000000,23,23,109,000136
Olmsted - 000140,25,25,1.0000000000,12,12,109,000140
Olmsted - 000142,25,25,1.0000000000,31,31,109,000142
Olmsted - 000144,25,25,1.0000000000,22,22,109,000144
Olmsted - 000146,25,25,1.0000000000,29,29,109,000146
