county,office,district,party,candidate,votes
Carlton,Secretary of State,,R,Mary Kiffmeyer,4527
Carlton,Secretary of State,,WI,WRITE-IN,4
Carlton,State Auditor,,DFL,Carol Johnson,8075
Carlton,State Auditor,,GP,,322
Carlton,State Auditor,,IND,,1230
Carlton,State Auditor,,R,Patricia Anderson Awada,4131
Carlton,State Auditor,,WI,WRITE-IN,5
Carlton,U.S. Senate,,CP,,18
Carlton,U.S. Senate,,DFL,Walter Mondale,8529
Carlton,U.S. Senate,,GP,,52
Carlton,U.S. Senate,,IND,Jim Moore,322
Carlton,U.S. Senate,,R,Norm Coleman,5083
Carlton,U.S. Senate,,WI,WRITE-IN,44
Carver,Attorney General,,DFL,Mike Hatch,14105
Carver,Attorney General,,IND,,1161
Carver,Attorney General,,R,Tom Kelly,18560
Carver,Attorney General,,WI,WRITE-IN,21
Carver,Governor,,CP,,26
Carver,Governor,,DFL,Roger Moe,7848
Carver,Governor,,GP,,498
Carver,Governor,,I,,86
Carver,Governor,,IND,Tim Penny,4826
Carver,Governor,,R,Tim Pawlenty,21396
Carver,Governor,,SWP,,42
Carver,Governor,,WI,WRITE-IN,11
Carver,Secretary of State,,DFL,"Hubert H. ""Buck"" Humphrey",10412
Carver,Secretary of State,,GP,,600
Carver,Secretary of State,,IND,,1488
Carver,Secretary of State,,R,Mary Kiffmeyer,21134
Carver,Secretary of State,,WI,WRITE-IN,15
Carver,State Auditor,,DFL,Carol Johnson,10064
Carver,State Auditor,,GP,,802
Carver,State Auditor,,IND,,2421
Carver,State Auditor,,R,Patricia Anderson Awada,19524
Carver,State Auditor,,WI,WRITE-IN,27
Carver,U.S. Senate,,CP,,28
Carver,U.S. Senate,,DFL,Walter Mondale,11072
Carver,U.S. Senate,,GP,,89
Carver,U.S. Senate,,IND,Jim Moore,605
Carver,U.S. Senate,,R,Norm Coleman,22966
Carver,U.S. Senate,,WI,WRITE-IN,5
Cass,Attorney General,,DFL,Mike Hatch,6149
Cass,Attorney General,,IND,,591
Cass,Attorney General,,R,Tom Kelly,5538
Cass,Attorney General,,WI,WRITE-IN,4
Cass,Governor,,CP,,8
Cass,Governor,,DFL,Roger Moe,4174
Cass,Governor,,GP,,249
Cass,Governor,,I,,68
Cass,Governor,,IND,Tim Penny,1843
Cass,Governor,,R,Tim Pawlenty,6115
Cass,Governor,,SWP,,17
Cass,Governor,,WI,WRITE-IN,3
Cass,Secretary of State,,DFL,"Hubert H. ""Buck"" Humphrey",4812
Cass,Secretary of State,,GP,,291
Cass,Secretary of State,,IND,,640
Cass,Secretary of State,,R,Mary Kiffmeyer,6537
Cass,Secretary of State,,WI,WRITE-IN,4
Cass,State Auditor,,DFL,Carol Johnson,5059
Cass,State Auditor,,GP,,335
Cass,State Auditor,,IND,,954
Cass,State Auditor,,R,Patricia Anderson Awada,5680
Cass,State Auditor,,WI,WRITE-IN,13
Cass,U.S. Senate,,CP,,16
Cass,U.S. Senate,,DFL,Walter Mondale,5013
Cass,U.S. Senate,,GP,,75
Cass,U.S. Senate,,IND,Jim Moore,353
Cass,U.S. Senate,,R,Norm Coleman,6720
Cass,U.S. Senate,,WI,WRITE-IN,12
Chippewa,Attorney General,,DFL,Mike Hatch,3509
Chippewa,Attorney General,,IND,,237
Chippewa,Attorney General,,R,Tom Kelly,1997
Chippewa,Attorney General,,WI,WRITE-IN,18
Chippewa,Governor,,CP,,5
Chippewa,Governor,,DFL,Roger Moe,2394
Chippewa,Governor,,GP,,69
Chippewa,Governor,,I,,19
Chippewa,Governor,,IND,Tim Penny,1117
Chippewa,Governor,,R,Tim Pawlenty,2250
Chippewa,Governor,,SWP,,8
Chippewa,Governor,,WI,WRITE-IN,0
Chippewa,Secretary of State,,DFL,"Hubert H. ""Buck"" Humphrey",2965
Chippewa,Secretary of State,,GP,,73
Chippewa,Secretary of State,,IND,,296
Chippewa,Secretary of State,,R,Mary Kiffmeyer,2429
Chippewa,Secretary of State,,WI,WRITE-IN,1
Chippewa,State Auditor,,DFL,Carol Johnson,2934
Chippewa,State Auditor,,GP,,145
Chippewa,State Auditor,,IND,,438
Chippewa,State Auditor,,R,Patricia Anderson Awada,2176
Chippewa,State Auditor,,WI,WRITE-IN,4
Chippewa,U.S. Senate,,CP,,2
Chippewa,U.S. Senate,,DFL,Walter Mondale,3173
Chippewa,U.S. Senate,,GP,,17
Chippewa,U.S. Senate,,IND,Jim Moore,167
Chippewa,U.S. Senate,,R,Norm Coleman,2488
Chippewa,U.S. Senate,,WI,WRITE-IN,1
Chisago,Attorney General,,DFL,Mike Hatch,10750
Chisago,Attorney General,,IND,,936
Chisago,Attorney General,,R,Tom Kelly,9712
Chisago,Attorney General,,WI,WRITE-IN,22
Chisago,Governor,,CP,,28
Chisago,Governor,,DFL,Roger Moe,6755
Chisago,Governor,,GP,,364
Chisago,Governor,,I,,101
Chisago,Governor,,IND,Tim Penny,2879
Chisago,Governor,,R,Tim Pawlenty,11791
Chisago,Governor,,SWP,,32
Chisago,Governor,,WI,WRITE-IN,23
Chisago,Secretary of State,,DFL,"Hubert H. ""Buck"" Humphrey",8742
Chisago,Secretary of State,,GP,,370
Chisago,Secretary of State,,IND,,1117
Chisago,Secretary of State,,R,Mary Kiffmeyer,11159
Chisago,Secretary of State,,WI,WRITE-IN,18
Chisago,State Auditor,,DFL,Carol Johnson,8435
Chisago,State Auditor,,GP,,523
Chisago,State Auditor,,IND,,1672
Chisago,State Auditor,,R,Patricia Anderson Awada,10278
Chisago,State Auditor,,WI,WRITE-IN,28
Chisago,U.S. Senate,,CP,,28
Chisago,U.S. Senate,,DFL,Walter Mondale,8660
Chisago,U.S. Senate,,GP,,66
Chisago,U.S. Senate,,IND,Jim Moore,549
Chisago,U.S. Senate,,R,Norm Coleman,12567
Chisago,U.S. Senate,,WI,WRITE-IN,14
Clay,Attorney General,,DFL,Mike Hatch,11243
Clay,Attorney General,,IND,,730
Clay,Attorney General,,R,Tom Kelly,7611
Clay,Attorney General,,WI,WRITE-IN,144
Clay,Governor,,CP,,26
Clay,Governor,,DFL,Roger Moe,9956
Clay,Governor,,GP,,302
Clay,Governor,,I,,79
Clay,Governor,,IND,Tim Penny,1707
Clay,Governor,,R,Tim Pawlenty,8292
Clay,Governor,,SWP,,36
Clay,Governor,,WI,WRITE-IN,9
Clay,Secretary of State,,DFL,"Hubert H. ""Buck"" Humphrey",10424
Clay,Secretary of State,,GP,,360
Clay,Secretary of State,,IND,,908
Clay,Secretary of State,,R,Mary Kiffmeyer,8115
Clay,Secretary of State,,WI,WRITE-IN,11
Clay,State Auditor,,DFL,Carol Johnson,9699
Clay,State Auditor,,GP,,841
Clay,State Auditor,,IND,,1237
Clay,State Auditor,,R,Patricia Anderson Awada,7782
Clay,State Auditor,,WI,WRITE-IN,17
Clay,U.S. Senate,,CP,,22
Clay,U.S. Senate,,DFL,Walter Mondale,10454
Clay,U.S. Senate,,GP,,60
Clay,U.S. Senate,,IND,Jim Moore,489
Clay,U.S. Senate,,R,Norm Coleman,9365
Clay,U.S. Senate,,WI,WRITE-IN,7
Clearwater,Attorney General,,DFL,Mike Hatch,1840
Clearwater,Attorney General,,IND,,150
Clearwater,Attorney General,,R,Tom Kelly,1573
Clearwater,Attorney General,,WI,WRITE-IN,1
Clearwater,Governor,,CP,,9
Clearwater,Governor,,DFL,Roger Moe,1705
Clearwater,Governor,,GP,,51
Clearwater,Governor,,I,,13
Clearwater,Governor,,IND,Tim Penny,273
Clearwater,Governor,,R,Tim Pawlenty,1597
Clearwater,Governor,,SWP,,11
Clearwater,Governor,,WI,WRITE-IN,1
Clearwater,Secretary of State,,DFL,"Hubert H. ""Buck"" Humphrey",1643
Clearwater,Secretary of State,,GP,,57
Clearwater,Secretary of State,,IND,,135
Clearwater,Secretary of State,,R,Mary Kiffmeyer,1774
Clearwater,Secretary of State,,WI,WRITE-IN,2
Clearwater,State Auditor,,DFL,Carol Johnson,1647
Clearwater,State Auditor,,GP,,81
Clearwater,State Auditor,,IND,,221
Clearwater,State Auditor,,R,Patricia Anderson Awada,1619
Clearwater,State Auditor,,WI,WRITE-IN,2
Clearwater,U.S. Senate,,CP,,3
Clearwater,U.S. Senate,,DFL,Walter Mondale,1746
Clearwater,U.S. Senate,,GP,,29
Clearwater,U.S. Senate,,IND,Jim Moore,85
Clearwater,U.S. Senate,,R,Norm Coleman,1790
Clearwater,U.S. Senate,,WI,WRITE-IN,3
Cook,Attorney General,,DFL,Mike Hatch,1604
Cook,Attorney General,,IND,,165
Cook,Attorney General,,R,Tom Kelly,982
Cook,Attorney General,,WI,WRITE-IN,4
Cook,Governor,,CP,,25
Cook,Governor,,DFL,Roger Moe,1228
Cook,Governor,,GP,,148
Cook,Governor,,I,,18
Cook,Governor,,IND,Tim Penny,441
Cook,Governor,,R,Tim Pawlenty,962
Cook,Governor,,SWP,,11
Cook,Governor,,WI,WRITE-IN,2
Cook,Secretary of State,,DFL,"Hubert H. ""Buck"" Humphrey",1239
Cook,Secretary of State,,GP,,165
Cook,Secretary of State,,IND,,150
Cook,Secretary of State,,R,Mary Kiffmeyer,1235
Cook,Secretary of State,,WI,WRITE-IN,2
Cook,State Auditor,,DFL,Carol Johnson,1239
Cook,State Auditor,,GP,,160
Cook,State Auditor,,IND,,268
Cook,State Auditor,,R,Patricia Anderson Awada,1038
Cook,State Auditor,,WI,WRITE-IN,2
Cook,U.S. Senate,,CP,,24
Cook,U.S. Senate,,DFL,Walter Mondale,1240
Cook,U.S. Senate,,GP,,23
Cook,U.S. Senate,,IND,Jim Moore,115
Cook,U.S. Senate,,R,Norm Coleman,1180
Cook,U.S. Senate,,WI,WRITE-IN,2
Cottonwood,Attorney General,,DFL,Mike Hatch,2941
Cottonwood,Attorney General,,IND,,182
Cottonwood,Attorney General,,R,Tom Kelly,2385
Cottonwood,Attorney General,,WI,WRITE-IN,1
Cottonwood,Governor,,CP,,6
Cottonwood,Governor,,DFL,Roger Moe,1813
Cottonwood,Governor,,GP,,66
Cottonwood,Governor,,I,,23
Cottonwood,Governor,,IND,Tim Penny,992
Cottonwood,Governor,,R,Tim Pawlenty,2638
Cottonwood,Governor,,SWP,,12
Cottonwood,Governor,,WI,WRITE-IN,4
Cottonwood,Secretary of State,,DFL,"Hubert H. ""Buck"" Humphrey",2466
Cottonwood,Secretary of State,,GP,,85
Cottonwood,Secretary of State,,IND,,237
Cottonwood,Secretary of State,,R,Mary Kiffmeyer,2700
Cottonwood,Secretary of State,,WI,WRITE-IN,0
Cottonwood,State Auditor,,DFL,Carol Johnson,2485
Cottonwood,State Auditor,,GP,,90
Cottonwood,State Auditor,,IND,,351
Cottonwood,State Auditor,,R,Patricia Anderson Awada,2505
Cottonwood,State Auditor,,WI,WRITE-IN,0
Cottonwood,U.S. Senate,,CP,,3
Cottonwood,U.S. Senate,,DFL,Walter Mondale,2606
Cottonwood,U.S. Senate,,GP,,14
Cottonwood,U.S. Senate,,IND,Jim Moore,131
Cottonwood,U.S. Senate,,R,Norm Coleman,2779
Cottonwood,U.S. Senate,,WI,WRITE-IN,3
Crow Wing,Attorney General,,DFL,Mike Hatch,13529
Crow Wing,Attorney General,,IND,,1207
Crow Wing,Attorney General,,R,Tom Kelly,11409
Crow Wing,Attorney General,,WI,WRITE-IN,19
Crow Wing,Governor,,CP,,28
Crow Wing,Governor,,DFL,Roger Moe,8984
Crow Wing,Governor,,GP,,426
Crow Wing,Governor,,I,,127
Crow Wing,Governor,,IND,Tim Penny,3952
Crow Wing,Governor,,R,Tim Pawlenty,12970
Crow Wing,Governor,,SWP,,37
Crow Wing,Governor,,WI,WRITE-IN,27
Crow Wing,Secretary of State,,DFL,"Hubert H. ""Buck"" Humphrey",10605
Crow Wing,Secretary of State,,GP,,522
Crow Wing,Secretary of State,,IND,,1247
Crow Wing,Secretary of State,,R,Mary Kiffmeyer,13707
Crow Wing,Secretary of State,,WI,WRITE-IN,12
Crow Wing,State Auditor,,DFL,Carol Johnson,11046
Crow Wing,State Auditor,,GP,,634
Crow Wing,State Auditor,,IND,,2079
Crow Wing,State Auditor,,R,Patricia Anderson Awada,11808
Crow Wing,State Auditor,,WI,WRITE-IN,13
Crow Wing,U.S. Senate,,CP,,30
Crow Wing,U.S. Senate,,DFL,Walter Mondale,11181
Crow Wing,U.S. Senate,,GP,,149
Crow Wing,U.S. Senate,,IND,Jim Moore,619
Crow Wing,U.S. Senate,,R,Norm Coleman,14222
Crow Wing,U.S. Senate,,WI,WRITE-IN,0
Dakota,Attorney General,,DFL,Mike Hatch,84540
Dakota,Attorney General,,IND,,6041
Dakota,Attorney General,,R,Tom Kelly,74862
Dakota,Attorney General,,WI,WRITE-IN,101
Dakota,Governor,,CP,,131
Dakota,Governor,,DFL,Roger Moe,53440
Dakota,Governor,,GP,,2653
Dakota,Governor,,I,,519
Dakota,Governor,,IND,Tim Penny,22156
Dakota,Governor,,R,Tim Pawlenty,90534
Dakota,Governor,,SWP,,141
Dakota,Governor,,WI,WRITE-IN,85
Dakota,Secretary of State,,DFL,"Hubert H. ""Buck"" Humphrey",65221
Dakota,Secretary of State,,GP,,3480
Dakota,Secretary of State,,IND,,7114
Dakota,Secretary of State,,R,Mary Kiffmeyer,85471
Dakota,Secretary of State,,WI,WRITE-IN,99
Dakota,State Auditor,,DFL,Carol Johnson,60102
Dakota,State Auditor,,GP,,4715
Dakota,State Auditor,,IND,,11107
Dakota,State Auditor,,R,Patricia Anderson Awada,85982
Dakota,State Auditor,,WI,WRITE-IN,107
Dakota,U.S. Senate,,CP,,132
Dakota,U.S. Senate,,DFL,Walter Mondale,68742
Dakota,U.S. Senate,,GP,,536
Dakota,U.S. Senate,,IND,Jim Moore,2408
Dakota,U.S. Senate,,R,Norm Coleman,96149
Dakota,U.S. Senate,,WI,WRITE-IN,72
Dodge,Attorney General,,DFL,Mike Hatch,3669
Dodge,Attorney General,,IND,,558
Dodge,Attorney General,,R,Tom Kelly,3586
Dodge,Attorney General,,WI,WRITE-IN,2
Dodge,Governor,,CP,,6
Dodge,Governor,,DFL,Roger Moe,1383
Dodge,Governor,,GP,,74
Dodge,Governor,,I,,27
Dodge,Governor,,IND,Tim Penny,3382
Dodge,Governor,,R,Tim Pawlenty,3203
Dodge,Governor,,SWP,,6
Dodge,Governor,,WI,WRITE-IN,7
Dodge,Secretary of State,,DFL,"Hubert H. ""Buck"" Humphrey",3151
Dodge,Secretary of State,,GP,,130
Dodge,Secretary of State,,IND,,580
Dodge,Secretary of State,,R,Mary Kiffmeyer,4029
Dodge,Secretary of State,,WI,WRITE-IN,1
Dodge,State Auditor,,DFL,Carol Johnson,2872
Dodge,State Auditor,,GP,,218
Dodge,State Auditor,,IND,,866
Dodge,State Auditor,,R,Patricia Anderson Awada,3807
Dodge,State Auditor,,WI,WRITE-IN,1
Dodge,U.S. Senate,,CP,,7
Dodge,U.S. Senate,,DFL,Walter Mondale,3592
Dodge,U.S. Senate,,GP,,35
Dodge,U.S. Senate,,IND,Jim Moore,304
Dodge,U.S. Senate,,R,Norm Coleman,4234
Dodge,U.S. Senate,,WI,WRITE-IN,6
Douglas,Attorney General,,DFL,Mike Hatch,7409
Douglas,Attorney General,,IND,,585
Douglas,Attorney General,,R,Tom Kelly,7044
Douglas,Attorney General,,WI,WRITE-IN,14
Douglas,Governor,,CP,,11
Douglas,Governor,,DFL,Roger Moe,4790
Douglas,Governor,,GP,,231
Douglas,Governor,,I,,48
Douglas,Governor,,IND,Tim Penny,2206
Douglas,Governor,,R,Tim Pawlenty,8092
Douglas,Governor,,SWP,,24
Douglas,Governor,,WI,WRITE-IN,11
Douglas,Secretary of State,,DFL,"Hubert H. ""Buck"" Humphrey",5667
Douglas,Secretary of State,,GP,,220
Douglas,Secretary of State,,IND,,723
Douglas,Secretary of State,,R,Mary Kiffmeyer,8467
Douglas,Secretary of State,,WI,WRITE-IN,34
Douglas,State Auditor,,DFL,Carol Johnson,6048
Douglas,State Auditor,,GP,,339
Douglas,State Auditor,,IND,,1036
Douglas,State Auditor,,R,Patricia Anderson Awada,7443
Douglas,State Auditor,,WI,WRITE-IN,16
Douglas,U.S. Senate,,CP,,8
Douglas,U.S. Senate,,DFL,Walter Mondale,6154
Douglas,U.S. Senate,,GP,,54
Douglas,U.S. Senate,,IND,Jim Moore,427
Douglas,U.S. Senate,,R,Norm Coleman,8639
Douglas,U.S. Senate,,WI,WRITE-IN,7
Faribault,Attorney General,,DFL,Mike Hatch,4074
Faribault,Attorney General,,IND,,377
Faribault,Attorney General,,R,Tom Kelly,3027
Faribault,Attorney General,,WI,WRITE-IN,5
