county,office,district,party,candidate,votes
Carver,President,,WI,WRITE-IN,35
Cass,President,,BL,,113
Cass,President,,C,,12
Cass,President,,CF,,14
Cass,President,,DFL,John Kerry,6835
Cass,President,,GP,David Cobb,25
Cass,President,,LIB,Michael Badnarik,17
Cass,President,,R,George W. Bush,8875
Cass,President,,SE,,2
Cass,President,,SWP,,3
Cass,President,,WI,WRITE-IN,14
Chippewa,President,,BL,,46
Chippewa,President,,C,,6
Chippewa,President,,CF,,14
Chippewa,President,,DFL,John Kerry,3424
Chippewa,President,,GP,David Cobb,12
Chippewa,President,,LIB,Michael Badnarik,6
Chippewa,President,,R,George W. Bush,3089
Chippewa,President,,SE,,3
Chippewa,President,,SWP,,0
Chippewa,President,,WI,WRITE-IN,6
Chisago,President,,BL,,166
Chisago,President,,C,,41
Chisago,President,,CF,,30
Chisago,President,,DFL,John Kerry,12219
Chisago,President,,GP,David Cobb,39
Chisago,President,,LIB,Michael Badnarik,45
Chisago,President,,R,George W. Bush,15705
Chisago,President,,SE,,3
Chisago,President,,SWP,,1
Chisago,President,,WI,WRITE-IN,11
Clay,President,,BL,,201
Clay,President,,C,,28
Clay,President,,CF,,17
Clay,President,,DFL,John Kerry,12989
Clay,President,,GP,David Cobb,65
Clay,President,,LIB,Michael Badnarik,45
Clay,President,,R,George W. Bush,14365
Clay,President,,SE,,4
Clay,President,,SWP,,2
Clay,President,,WI,WRITE-IN,21
Clearwater,President,,BL,,34
Clearwater,President,,C,,5
Clearwater,President,,CF,,1
Clearwater,President,,DFL,John Kerry,1871
Clearwater,President,,GP,David Cobb,3
Clearwater,President,,LIB,Michael Badnarik,4
Clearwater,President,,R,George W. Bush,2438
Clearwater,President,,SE,,1
Clearwater,President,,SWP,,0
Clearwater,President,,WI,WRITE-IN,4
Cook,President,,BL,,41
Cook,President,,C,,12
Cook,President,,CF,,4
Cook,President,,DFL,John Kerry,1733
Cook,President,,GP,David Cobb,9
Cook,President,,LIB,Michael Badnarik,8
Cook,President,,R,George W. Bush,1489
Cook,President,,SE,,1
Cook,President,,SWP,,0
Cook,President,,WI,WRITE-IN,6
Cottonwood,President,,BL,,50
Cottonwood,President,,C,,5
Cottonwood,President,,CF,,8
Cottonwood,President,,DFL,John Kerry,2726
Cottonwood,President,,GP,David Cobb,10
Cottonwood,President,,LIB,Michael Badnarik,2
Cottonwood,President,,R,George W. Bush,3557
Cottonwood,President,,SE,,1
Cottonwood,President,,SWP,,4
Cottonwood,President,,WI,WRITE-IN,6
Crow Wing,President,,BL,,259
Crow Wing,President,,C,,34
Crow Wing,President,,CF,,15
Crow Wing,President,,DFL,John Kerry,14005
Crow Wing,President,,GP,David Cobb,55
Crow Wing,President,,LIB,Michael Badnarik,49
Crow Wing,President,,R,George W. Bush,19106
Crow Wing,President,,SE,,4
Crow Wing,President,,SWP,,1
Crow Wing,President,,WI,WRITE-IN,17
Dakota,President,,BL,,1109
Dakota,President,,C,,204
Dakota,President,,CF,,128
Dakota,President,,DFL,John Kerry,104635
Dakota,President,,GP,David Cobb,237
Dakota,President,,LIB,Michael Badnarik,334
Dakota,President,,R,George W. Bush,108959
Dakota,President,,SE,,35
Dakota,President,,SWP,,20
Dakota,President,,WI,WRITE-IN,185
Dodge,President,,BL,,87
Dodge,President,,C,,29
Dodge,President,,CF,,8
Dodge,President,,DFL,John Kerry,4117
Dodge,President,,GP,David Cobb,15
Dodge,President,,LIB,Michael Badnarik,10
Dodge,President,,R,George W. Bush,5593
Dodge,President,,SE,,3
Dodge,President,,SWP,,0
Dodge,President,,WI,WRITE-IN,6
Douglas,President,,BL,,195
Douglas,President,,C,,11
Douglas,President,,CF,,16
Douglas,President,,DFL,John Kerry,8219
Douglas,President,,GP,David Cobb,42
Douglas,President,,LIB,Michael Badnarik,11
Douglas,President,,R,George W. Bush,11793
Douglas,President,,SE,,5
Douglas,President,,SWP,,3
Douglas,President,,WI,WRITE-IN,14
Faribault,President,,BL,,59
Faribault,President,,C,,21
Faribault,President,,CF,,10
Faribault,President,,DFL,John Kerry,3767
Faribault,President,,GP,David Cobb,12
Faribault,President,,LIB,Michael Badnarik,6
Faribault,President,,R,George W. Bush,4794
Faribault,President,,SE,,4
Faribault,President,,SWP,,5
Faribault,President,,WI,WRITE-IN,3
Fillmore,President,,BL,,91
Fillmore,President,,C,,32
Fillmore,President,,CF,,17
Fillmore,President,,DFL,John Kerry,5825
Fillmore,President,,GP,David Cobb,16
Fillmore,President,,LIB,Michael Badnarik,14
Fillmore,President,,R,George W. Bush,5694
Fillmore,President,,SE,,0
Fillmore,President,,SWP,,0
Fillmore,President,,WI,WRITE-IN,9
Freeborn,President,,BL,,136
Freeborn,President,,C,,18
Freeborn,President,,CF,,20
Freeborn,President,,DFL,John Kerry,9733
Freeborn,President,,GP,David Cobb,36
Freeborn,President,,LIB,Michael Badnarik,18
Freeborn,President,,R,George W. Bush,7681
Freeborn,President,,SE,,7
Freeborn,President,,SWP,,5
Freeborn,President,,WI,WRITE-IN,12
Goodhue,President,,BL,,209
Goodhue,President,,C,,28
Goodhue,President,,CF,,25
Goodhue,President,,DFL,John Kerry,12103
Goodhue,President,,GP,David Cobb,49
Goodhue,President,,LIB,Michael Badnarik,37
Goodhue,President,,R,George W. Bush,13134
Goodhue,President,,SE,,4
Goodhue,President,,SWP,,6
Goodhue,President,,WI,WRITE-IN,13
Grant,President,,BL,,31
Grant,President,,C,,11
Grant,President,,CF,,1
Grant,President,,DFL,John Kerry,1856
Grant,President,,GP,David Cobb,12
Grant,President,,LIB,Michael Badnarik,7
Grant,President,,R,George W. Bush,1893
Grant,President,,SE,,1
Grant,President,,SWP,,1
Grant,President,,WI,WRITE-IN,6
Hennepin,President,,BL,,4008
Hennepin,President,,C,,428
Hennepin,President,,CF,,402
Hennepin,President,,DFL,John Kerry,383841
Hennepin,President,,GP,David Cobb,942
Hennepin,President,,LIB,Michael Badnarik,1380
Hennepin,President,,R,George W. Bush,255133
Hennepin,President,,SE,,103
Hennepin,President,,SWP,,111
Hennepin,President,,WI,WRITE-IN,633
Houston,President,,BL,,93
Houston,President,,C,,26
Houston,President,,CF,,11
Houston,President,,DFL,John Kerry,5276
Houston,President,,GP,David Cobb,16
Houston,President,,LIB,Michael Badnarik,14
Houston,President,,R,George W. Bush,5631
Houston,President,,SE,,2
Houston,President,,SWP,,4
Houston,President,,WI,WRITE-IN,9
Hubbard,President,,BL,,92
Hubbard,President,,C,,10
Hubbard,President,,CF,,12
Hubbard,President,,DFL,John Kerry,4741
Hubbard,President,,GP,David Cobb,20
Hubbard,President,,LIB,Michael Badnarik,11
Hubbard,President,,R,George W. Bush,6444
Hubbard,President,,SE,,4
Hubbard,President,,SWP,,0
Hubbard,President,,WI,WRITE-IN,6
Isanti,President,,BL,,112
Isanti,President,,C,,29
Isanti,President,,CF,,19
Isanti,President,,DFL,John Kerry,7883
Isanti,President,,GP,David Cobb,25
Isanti,President,,LIB,Michael Badnarik,31
Isanti,President,,R,George W. Bush,11190
Isanti,President,,SE,,2
Isanti,President,,SWP,,3
Isanti,President,,WI,WRITE-IN,19
Itasca,President,,BL,,171
Itasca,President,,C,,57
Itasca,President,,CF,,29
Itasca,President,,DFL,John Kerry,13290
Itasca,President,,GP,David Cobb,56
Itasca,President,,LIB,Michael Badnarik,38
Itasca,President,,R,George W. Bush,10705
Itasca,President,,SE,,5
Itasca,President,,SWP,,3
Itasca,President,,WI,WRITE-IN,13
Jackson,President,,BL,,60
Jackson,President,,C,,13
Jackson,President,,CF,,10
Jackson,President,,DFL,John Kerry,2652
Jackson,President,,GP,David Cobb,4
Jackson,President,,LIB,Michael Badnarik,7
Jackson,President,,R,George W. Bush,3024
Jackson,President,,SE,,3
Jackson,President,,SWP,,3
Jackson,President,,WI,WRITE-IN,3
Kanabec,President,,BL,,58
Kanabec,President,,C,,16
Kanabec,President,,CF,,16
Kanabec,President,,DFL,John Kerry,3592
Kanabec,President,,GP,David Cobb,21
Kanabec,President,,LIB,Michael Badnarik,12
Kanabec,President,,R,George W. Bush,4527
Kanabec,President,,SE,,0
Kanabec,President,,SWP,,1
Kanabec,President,,WI,WRITE-IN,5
Kandiyohi,President,,BL,,155
Kandiyohi,President,,C,,22
Kandiyohi,President,,CF,,31
Kandiyohi,President,,DFL,John Kerry,9337
Kandiyohi,President,,GP,David Cobb,33
Kandiyohi,President,,LIB,Michael Badnarik,39
Kandiyohi,President,,R,George W. Bush,11704
Kandiyohi,President,,SE,,8
Kandiyohi,President,,SWP,,0
Kandiyohi,President,,WI,WRITE-IN,20
Kittson,President,,BL,,26
Kittson,President,,C,,3
Kittson,President,,CF,,4
Kittson,President,,DFL,John Kerry,1333
Kittson,President,,GP,David Cobb,3
Kittson,President,,LIB,Michael Badnarik,1
Kittson,President,,R,George W. Bush,1307
Kittson,President,,SE,,0
Kittson,President,,SWP,,0
Kittson,President,,WI,WRITE-IN,5
Koochiching,President,,BL,,56
Koochiching,President,,C,,12
Koochiching,President,,CF,,0
Koochiching,President,,DFL,John Kerry,3662
Koochiching,President,,GP,David Cobb,17
Koochiching,President,,LIB,Michael Badnarik,15
Koochiching,President,,R,George W. Bush,3539
Koochiching,President,,SE,,1
Koochiching,President,,SWP,,0
Koochiching,President,,WI,WRITE-IN,7
Lac Qui Parle,President,,BL,,36
Lac Qui Parle,President,,C,,4
Lac Qui Parle,President,,CF,,4
Lac Qui Parle,President,,DFL,John Kerry,2390
Lac Qui Parle,President,,GP,David Cobb,8
Lac Qui Parle,President,,LIB,Michael Badnarik,5
Lac Qui Parle,President,,R,George W. Bush,2093
Lac Qui Parle,President,,SE,,1
Lac Qui Parle,President,,SWP,,0
Lac Qui Parle,President,,WI,WRITE-IN,0
Lake,President,,BL,,44
Lake,President,,C,,10
Lake,President,,CF,,8
Lake,President,,DFL,John Kerry,4212
Lake,President,,GP,David Cobb,10
Lake,President,,LIB,Michael Badnarik,9
Lake,President,,R,George W. Bush,2769
Lake,President,,SE,,1
Lake,President,,SWP,,2
Lake,President,,WI,WRITE-IN,6
Lake of the Woods,President,,BL,,27
Lake of the Woods,President,,C,,5
Lake of the Woods,President,,CF,,2
Lake of the Woods,President,,DFL,John Kerry,921
Lake of the Woods,President,,GP,David Cobb,6
Lake of the Woods,President,,LIB,Michael Badnarik,4
Lake of the Woods,President,,R,George W. Bush,1428
Lake of the Woods,President,,SE,,1
Lake of the Woods,President,,SWP,,0
Lake of the Woods,President,,WI,WRITE-IN,6
Le Sueur,President,,BL,,103
Le Sueur,President,,C,,20
Le Sueur,President,,CF,,10
Le Sueur,President,,DFL,John Kerry,6466
Le Sueur,President,,GP,David Cobb,38
Le Sueur,President,,LIB,Michael Badnarik,17
Le Sueur,President,,R,George W. Bush,7746
Le Sueur,President,,SE,,3
Le Sueur,President,,SWP,,6
Le Sueur,President,,WI,WRITE-IN,15
Lincoln,President,,BL,,27
Lincoln,President,,C,,5
Lincoln,President,,CF,,1
Lincoln,President,,DFL,John Kerry,1558
Lincoln,President,,GP,David Cobb,4
Lincoln,President,,LIB,Michael Badnarik,5
Lincoln,President,,R,George W. Bush,1736
Lincoln,President,,SE,,2
Lincoln,President,,SWP,,1
Lincoln,President,,WI,WRITE-IN,3
Lyon,President,,BL,,88
Lyon,President,,C,,23
Lyon,President,,CF,,14
Lyon,President,,DFL,John Kerry,5292
Lyon,President,,GP,David Cobb,20
Lyon,President,,LIB,Michael Badnarik,15
Lyon,President,,R,George W. Bush,7203
Lyon,President,,SE,,4
Lyon,President,,SWP,,3
Lyon,President,,WI,WRITE-IN,11
Mahnomen,President,,BL,,18
Mahnomen,President,,C,,2
Mahnomen,President,,CF,,4
Mahnomen,President,,DFL,John Kerry,1339
Mahnomen,President,,GP,David Cobb,8
Mahnomen,President,,LIB,Michael Badnarik,1
Mahnomen,President,,R,George W. Bush,1132
Mahnomen,President,,SE,,2
Mahnomen,President,,SWP,,1
Mahnomen,President,,WI,WRITE-IN,1
Marshall,President,,BL,,36
Marshall,President,,C,,6
Marshall,President,,CF,,8
Marshall,President,,DFL,John Kerry,2308
Marshall,President,,GP,David Cobb,8
Marshall,President,,LIB,Michael Badnarik,0
Marshall,President,,R,George W. Bush,3187
Marshall,President,,SE,,2
Marshall,President,,SWP,,3
Marshall,President,,WI,WRITE-IN,4
Martin,President,,BL,,67
Martin,President,,C,,24
Martin,President,,CF,,17
Martin,President,,DFL,John Kerry,4590
Martin,President,,GP,David Cobb,20
Martin,President,,LIB,Michael Badnarik,9
Martin,President,,R,George W. Bush,6311
Martin,President,,SE,,3
Martin,President,,SWP,,0
Martin,President,,WI,WRITE-IN,6
McLeod,President,,BL,,132
McLeod,President,,C,,62
McLeod,President,,CF,,30
McLeod,President,,DFL,John Kerry,6712
McLeod,President,,GP,David Cobb,31
McLeod,President,,LIB,Michael Badnarik,11
McLeod,President,,R,George W. Bush,11407
McLeod,President,,SE,,2
McLeod,President,,SWP,,2
McLeod,President,,WI,WRITE-IN,23
Meeker,President,,BL,,94
Meeker,President,,C,,43
Meeker,President,,CF,,14
Meeker,President,,DFL,John Kerry,5292
Meeker,President,,GP,David Cobb,17
Meeker,President,,LIB,Michael Badnarik,19
Meeker,President,,R,George W. Bush,6854
Meeker,President,,SE,,1
Meeker,President,,SWP,,0
Meeker,President,,WI,WRITE-IN,0
Mille Lacs,President,,BL,,110
Mille Lacs,President,,C,,19
Mille Lacs,President,,CF,,13
Mille Lacs,President,,DFL,John Kerry,5677
Mille Lacs,President,,GP,David Cobb,30
Mille Lacs,President,,LIB,Michael Badnarik,14
Mille Lacs,President,,R,George W. Bush,7194
Mille Lacs,President,,SE,,5
Mille Lacs,President,,SWP,,3
Mille Lacs,President,,WI,WRITE-IN,0
Morrison,President,,BL,,152
Morrison,President,,C,,24
Morrison,President,,CF,,20
Morrison,President,,DFL,John Kerry,6794
Morrison,President,,GP,David Cobb,32
Morrison,President,,LIB,Michael Badnarik,25
Morrison,President,,R,George W. Bush,9698
Morrison,President,,SE,,6
Morrison,President,,SWP,,6
Morrison,President,,WI,WRITE-IN,1
Mower,President,,BL,,153
Mower,President,,C,,36
Mower,President,,CF,,29
Mower,President,,DFL,John Kerry,12334
Mower,President,,GP,David Cobb,30
Mower,President,,LIB,Michael Badnarik,23
Mower,President,,R,George W. Bush,7591
Mower,President,,SE,,5
Mower,President,,SWP,,3
Mower,President,,WI,WRITE-IN,18
Murray,President,,BL,,34
Murray,President,,C,,3
Murray,President,,CF,,6
Murray,President,,DFL,John Kerry,2218
Murray,President,,GP,David Cobb,10
Murray,President,,LIB,Michael Badnarik,2
Murray,President,,R,George W. Bush,2719
Murray,President,,SE,,1
Murray,President,,SWP,,0
Murray,President,,WI,WRITE-IN,5
Nicollet,President,,BL,,130
Nicollet,President,,C,,12
Nicollet,President,,CF,,17
Nicollet,President,,DFL,John Kerry,8797
Nicollet,President,,GP,David Cobb,48
Nicollet,President,,LIB,Michael Badnarik,21
Nicollet,President,,R,George W. Bush,8689
Nicollet,President,,SE,,2
Nicollet,President,,SWP,,4
Nicollet,President,,WI,WRITE-IN,21
Nobles,President,,BL,,67
Nobles,President,,C,,3
Nobles,President,,CF,,29
Nobles,President,,DFL,John Kerry,3898
Nobles,President,,GP,David Cobb,20
Nobles,President,,LIB,Michael Badnarik,7
Nobles,President,,R,George W. Bush,5159
Nobles,President,,SE,,3
Nobles,President,,SWP,,2
Nobles,President,,WI,WRITE-IN,16
Norman,President,,BL,,28
Norman,President,,C,,2
Norman,President,,CF,,5
Norman,President,,DFL,John Kerry,1954
Norman,President,,GP,David Cobb,9
Norman,President,,LIB,Michael Badnarik,10
Norman,President,,R,George W. Bush,1794
Norman,President,,SE,,0
Norman,President,,SWP,,1
Norman,President,,WI,WRITE-IN,7
Olmsted,President,,BL,,492
Olmsted,President,,C,,68
Olmsted,President,,CF,,52
Olmsted,President,,DFL,John Kerry,33285
Olmsted,President,,GP,David Cobb,91
Olmsted,President,,LIB,Michael Badnarik,129
Olmsted,President,,R,George W. Bush,37371
Olmsted,President,,SE,,14
Olmsted,President,,SWP,,2
Olmsted,President,,WI,WRITE-IN,72
Otter Tail,President,,BL,,217
Otter Tail,President,,C,,29
Otter Tail,President,,CF,,26
Otter Tail,President,,DFL,John Kerry,12038
Otter Tail,President,,GP,David Cobb,50
Otter Tail,President,,LIB,Michael Badnarik,40
Otter Tail,President,,R,George W. Bush,19734
Otter Tail,President,,SE,,8
Otter Tail,President,,SWP,,3
Otter Tail,President,,WI,WRITE-IN,33
Pennington,President,,BL,,75
Pennington,President,,C,,7
Pennington,President,,CF,,10
Pennington,President,,DFL,John Kerry,3117
Pennington,President,,GP,David Cobb,22
Pennington,President,,LIB,Michael Badnarik,12
Pennington,President,,R,George W. Bush,3767
Pennington,President,,SE,,2
Pennington,President,,SWP,,1
Pennington,President,,WI,WRITE-IN,4
Pine,President,,BL,,119
Pine,President,,C,,24
Pine,President,,CF,,24
Pine,President,,DFL,John Kerry,7228
Pine,President,,GP,David Cobb,40
Pine,President,,LIB,Michael Badnarik,22
Pine,President,,R,George W. Bush,7033
Pine,President,,SE,,5
Pine,President,,SWP,,2
Pine,President,,WI,WRITE-IN,21
Pipestone,President,,BL,,46
Pipestone,President,,C,,7
Pipestone,President,,CF,,3
Pipestone,President,,DFL,John Kerry,1900
Pipestone,President,,GP,David Cobb,3
Pipestone,President,,LIB,Michael Badnarik,3
Pipestone,President,,R,George W. Bush,3066
Pipestone,President,,SE,,1
Pipestone,President,,SWP,,2
Pipestone,President,,WI,WRITE-IN,1
Polk,President,,BL,,122
Polk,President,,C,,16
Polk,President,,CF,,16
Polk,President,,DFL,John Kerry,6729
Polk,President,,GP,David Cobb,21
Polk,President,,LIB,Michael Badnarik,16
Polk,President,,R,George W. Bush,8724
Polk,President,,SE,,1
Polk,President,,SWP,,3
Polk,President,,WI,WRITE-IN,20
Pope,President,,BL,,51
Pope,President,,C,,5
Pope,President,,CF,,9
Pope,President,,DFL,John Kerry,3301
Pope,President,,GP,David Cobb,18
Pope,President,,LIB,Michael Badnarik,8
Pope,President,,R,George W. Bush,3303
Pope,President,,SE,,4
Pope,President,,SWP,,0
Pope,President,,WI,WRITE-IN,1
Ramsey,President,,BL,,1764
Ramsey,President,,C,,239
Ramsey,President,,CF,,306
Ramsey,President,,DFL,John Kerry,171846
Ramsey,President,,GP,David Cobb,420
Ramsey,President,,LIB,Michael Badnarik,540
Ramsey,President,,R,George W. Bush,97096
Ramsey,President,,SE,,47
Ramsey,President,,SWP,,50
Ramsey,President,,WI,WRITE-IN,269
Red Lake,President,,BL,,27
Red Lake,President,,C,,9
Red Lake,President,,CF,,2
Red Lake,President,,DFL,John Kerry,963
Red Lake,President,,GP,David Cobb,5
Red Lake,President,,LIB,Michael Badnarik,3
Red Lake,President,,R,George W. Bush,1164
Red Lake,President,,SE,,0
Red Lake,President,,SWP,,2
Red Lake,President,,WI,WRITE-IN,2
Redwood,President,,BL,,71
Redwood,President,,C,,37
Redwood,President,,CF,,11
Redwood,President,,DFL,John Kerry,3104
Redwood,President,,GP,David Cobb,11
Redwood,President,,LIB,Michael Badnarik,1
Redwood,President,,R,George W. Bush,4898
Redwood,President,,SE,,1
Redwood,President,,SWP,,0
Redwood,President,,WI,WRITE-IN,5
Renville,President,,BL,,75
Renville,President,,C,,12
Renville,President,,CF,,14
Renville,President,,DFL,John Kerry,3787
Renville,President,,GP,David Cobb,4
Renville,President,,LIB,Michael Badnarik,6
Renville,President,,R,George W. Bush,4430
Renville,President,,SE,,4
Renville,President,,SWP,,4
Renville,President,,WI,WRITE-IN,13
Rice,President,,BL,,255
Rice,President,,C,,25
Rice,President,,CF,,26
Rice,President,,DFL,John Kerry,16425
Rice,President,,GP,David Cobb,50
Rice,President,,LIB,Michael Badnarik,52
Rice,President,,R,George W. Bush,13881
Rice,President,,SE,,7
Rice,President,,SWP,,3
Rice,President,,WI,WRITE-IN,21
Rock,President,,BL,,35
Rock,President,,C,,7
Rock,President,,CF,,13
Rock,President,,DFL,John Kerry,2000
Rock,President,,GP,David Cobb,7
Rock,President,,LIB,Michael Badnarik,9
Rock,President,,R,George W. Bush,3111
Rock,President,,SE,,3
Rock,President,,SWP,,3
Rock,President,,WI,WRITE-IN,3
Roseau,President,,BL,,67
Roseau,President,,C,,9
Roseau,President,,CF,,7
Roseau,President,,DFL,John Kerry,2442
Roseau,President,,GP,David Cobb,16
Roseau,President,,LIB,Michael Badnarik,10
Roseau,President,,R,George W. Bush,5355
Roseau,President,,SE,,0
Roseau,President,,SWP,,2
Roseau,President,,WI,WRITE-IN,3
Scott,President,,BL,,323
Scott,President,,C,,44
Scott,President,,CF,,38
Scott,President,,DFL,John Kerry,23958
Scott,President,,GP,David Cobb,67
Scott,President,,LIB,Michael Badnarik,101
Scott,President,,R,George W. Bush,36055
Scott,President,,SE,,6
Scott,President,,SWP,,1
Scott,President,,WI,WRITE-IN,46
Sherburne,President,,BL,,239
Sherburne,President,,C,,46
Sherburne,President,,CF,,27
Sherburne,President,,DFL,John Kerry,15816
Sherburne,President,,GP,David Cobb,53
Sherburne,President,,LIB,Michael Badnarik,48
Sherburne,President,,R,George W. Bush,25182
Sherburne,President,,SE,,5
Sherburne,President,,SWP,,2
Sherburne,President,,WI,WRITE-IN,36
Sibley,President,,BL,,96
Sibley,President,,C,,18
Sibley,President,,CF,,19
Sibley,President,,DFL,John Kerry,3109
Sibley,President,,GP,David Cobb,16
Sibley,President,,LIB,Michael Badnarik,14
Sibley,President,,R,George W. Bush,4669
Sibley,President,,SE,,5
Sibley,President,,SWP,,2
Sibley,President,,WI,WRITE-IN,1
St. Louis,President,,BL,,730
St. Louis,President,,C,,113
St. Louis,President,,CF,,104
St. Louis,President,,DFL,John Kerry,77958
St. Louis,President,,GP,David Cobb,215
St. Louis,President,,LIB,Michael Badnarik,179
St. Louis,President,,R,George W. Bush,40112
St. Louis,President,,SE,,27
St. Louis,President,,SWP,,19
St. Louis,President,,WI,WRITE-IN,108
Stearns,President,,BL,,640
Stearns,President,,C,,101
Stearns,President,,CF,,76
Stearns,President,,DFL,John Kerry,32659
Stearns,President,,GP,David Cobb,164
Stearns,President,,LIB,Michael Badnarik,95
Stearns,President,,R,George W. Bush,41726
Stearns,President,,SE,,30
Stearns,President,,SWP,,22
Stearns,President,,WI,WRITE-IN,64
Steele,President,,BL,,129
Steele,President,,C,,71
Steele,President,,CF,,22
Steele,President,,DFL,John Kerry,7994
Steele,President,,GP,David Cobb,49
Steele,President,,LIB,Michael Badnarik,17
Steele,President,,R,George W. Bush,10389
Steele,President,,SE,,5
Steele,President,,SWP,,4
Steele,President,,WI,WRITE-IN,15
Stevens,President,,BL,,49
Stevens,President,,C,,2
Stevens,President,,CF,,6
Stevens,President,,DFL,John Kerry,2821
Stevens,President,,GP,David Cobb,21
Stevens,President,,LIB,Michael Badnarik,8
Stevens,President,,R,George W. Bush,3030
Stevens,President,,SE,,3
Stevens,President,,SWP,,1
Stevens,President,,WI,WRITE-IN,8
Swift,President,,BL,,54
Swift,President,,C,,9
Swift,President,,CF,,2
Swift,President,,DFL,John Kerry,3165
Swift,President,,GP,David Cobb,11
Swift,President,,LIB,Michael Badnarik,8
Swift,President,,R,George W. Bush,2481
Swift,President,,SE,,1
Swift,President,,SWP,,0
Swift,President,,WI,WRITE-IN,4
Todd,President,,BL,,103
Todd,President,,C,,47
Todd,President,,CF,,25
Todd,President,,DFL,John Kerry,5034
Todd,President,,GP,David Cobb,27
Todd,President,,LIB,Michael Badnarik,19
Todd,President,,R,George W. Bush,6945
Todd,President,,SE,,1
Todd,President,,SWP,,3
Todd,President,,WI,WRITE-IN,10
Traverse,President,,BL,,26
Traverse,President,,C,,4
Traverse,President,,CF,,0
Traverse,President,,DFL,John Kerry,1026
Traverse,President,,GP,David Cobb,6
Traverse,President,,LIB,Michael Badnarik,3
Traverse,President,,R,George W. Bush,1076
Traverse,President,,SE,,0
Traverse,President,,SWP,,0
Traverse,President,,WI,WRITE-IN,0
Wabasha,President,,BL,,97
Wabasha,President,,C,,15
Wabasha,President,,CF,,9
Wabasha,President,,DFL,John Kerry,5548
Wabasha,President,,GP,David Cobb,17
Wabasha,President,,LIB,Michael Badnarik,20
Wabasha,President,,R,George W. Bush,6120
Wabasha,President,,SE,,2
Wabasha,President,,SWP,,0
