county,office,district,party,candidate,votes
Benton,Secretary of State,,R,Mary Kiffmeyer,7277
Benton,Secretary of State,,WI,WRITE-IN,5
Benton,State Auditor,,DFL,Rebecca Otto,6479
Benton,State Auditor,,IND,Lucy Gerold,585
Benton,State Auditor,,R,Patricia Anderson Awada,6184
Benton,State Auditor,,WI,WRITE-IN,14
Benton,U.S. Senate,,DFL,Amy Klobuchar,7295
Benton,U.S. Senate,,IND,Robert Fitzgerald,498
Benton,U.S. Senate,,R,Mark Kennedy,6314
Benton,U.S. Senate,,WI,WRITE-IN,4
Big Stone,Attorney General,,DFL,Lori Swanson,1495
Big Stone,Attorney General,,IND,Independence Party,104
Big Stone,Attorney General,,R,Jeff Johnson,992
Big Stone,Attorney General,,WI,WRITE-IN,1
Big Stone,Governor,,DFL,Mike Hatch,1353
Big Stone,Governor,,IND,Peter Hutchinson,131
Big Stone,Governor,,R,Tim Pawlenty,1190
Big Stone,Governor,,WI,WRITE-IN,0
Big Stone,Secretary of State,,DFL,Mark Ritchie,1315
Big Stone,Secretary of State,,IND,Independence Party,59
Big Stone,Secretary of State,,R,Mary Kiffmeyer,1193
Big Stone,Secretary of State,,WI,WRITE-IN,1
Big Stone,State Auditor,,DFL,Rebecca Otto,1451
Big Stone,State Auditor,,IND,Lucy Gerold,90
Big Stone,State Auditor,,R,Patricia Anderson Awada,1047
Big Stone,State Auditor,,WI,WRITE-IN,0
Big Stone,U.S. Senate,,DFL,Amy Klobuchar,1558
Big Stone,U.S. Senate,,IND,Robert Fitzgerald,92
Big Stone,U.S. Senate,,R,Mark Kennedy,1049
Big Stone,U.S. Senate,,WI,WRITE-IN,1
Blue Earth,Attorney General,,DFL,Lori Swanson,13219
Blue Earth,Attorney General,,IND,Independence Party,1180
Blue Earth,Attorney General,,R,Jeff Johnson,9465
Blue Earth,Attorney General,,WI,WRITE-IN,14
Blue Earth,Governor,,DFL,Mike Hatch,12137
Blue Earth,Governor,,IND,Peter Hutchinson,1620
Blue Earth,Governor,,R,Tim Pawlenty,11231
Blue Earth,Governor,,WI,WRITE-IN,18
Blue Earth,Secretary of State,,DFL,Mark Ritchie,11988
Blue Earth,Secretary of State,,IND,Independence Party,887
Blue Earth,Secretary of State,,R,Mary Kiffmeyer,10581
Blue Earth,Secretary of State,,WI,WRITE-IN,25
Blue Earth,State Auditor,,DFL,Rebecca Otto,12645
Blue Earth,State Auditor,,IND,Lucy Gerold,1269
Blue Earth,State Auditor,,R,Patricia Anderson Awada,9683
Blue Earth,State Auditor,,WI,WRITE-IN,23
Blue Earth,U.S. Senate,,DFL,Amy Klobuchar,14955
Blue Earth,U.S. Senate,,IND,Robert Fitzgerald,835
Blue Earth,U.S. Senate,,R,Mark Kennedy,9411
Blue Earth,U.S. Senate,,WI,WRITE-IN,11
Brown,Attorney General,,DFL,Lori Swanson,5117
Brown,Attorney General,,IND,Independence Party,607
Brown,Attorney General,,R,Jeff Johnson,5361
Brown,Attorney General,,WI,WRITE-IN,9
Brown,Governor,,DFL,Mike Hatch,4357
Brown,Governor,,IND,Peter Hutchinson,768
Brown,Governor,,R,Tim Pawlenty,6350
Brown,Governor,,WI,WRITE-IN,4
Brown,Secretary of State,,DFL,Mark Ritchie,4496
Brown,Secretary of State,,IND,Independence Party,428
Brown,Secretary of State,,R,Mary Kiffmeyer,5828
Brown,Secretary of State,,WI,WRITE-IN,11
Brown,State Auditor,,DFL,Rebecca Otto,4900
Brown,State Auditor,,IND,Lucy Gerold,573
Brown,State Auditor,,R,Patricia Anderson Awada,5456
Brown,State Auditor,,WI,WRITE-IN,10
Brown,U.S. Senate,,DFL,Amy Klobuchar,5852
Brown,U.S. Senate,,IND,Robert Fitzgerald,413
Brown,U.S. Senate,,R,Mark Kennedy,5292
Brown,U.S. Senate,,WI,WRITE-IN,6
Carlton,Attorney General,,DFL,Lori Swanson,9498
Carlton,Attorney General,,IND,Independence Party,455
Carlton,Attorney General,,R,Jeff Johnson,3717
Carlton,Attorney General,,WI,WRITE-IN,8
Carlton,Governor,,DFL,Mike Hatch,8721
Carlton,Governor,,IND,Peter Hutchinson,709
Carlton,Governor,,R,Tim Pawlenty,4561
Carlton,Governor,,WI,WRITE-IN,8
Carlton,Secretary of State,,DFL,Mark Ritchie,8514
Carlton,Secretary of State,,IND,Independence Party,281
Carlton,Secretary of State,,R,Mary Kiffmeyer,4637
Carlton,Secretary of State,,WI,WRITE-IN,8
Carlton,State Auditor,,DFL,Rebecca Otto,8728
Carlton,State Auditor,,IND,Lucy Gerold,533
Carlton,State Auditor,,R,Patricia Anderson Awada,4305
Carlton,State Auditor,,WI,WRITE-IN,6
Carlton,U.S. Senate,,DFL,Amy Klobuchar,9701
Carlton,U.S. Senate,,IND,Robert Fitzgerald,366
Carlton,U.S. Senate,,R,Mark Kennedy,4015
Carlton,U.S. Senate,,WI,WRITE-IN,2
Carver,Attorney General,,DFL,Lori Swanson,13559
Carver,Attorney General,,IND,Independence Party,1220
Carver,Attorney General,,R,Jeff Johnson,19455
Carver,Attorney General,,WI,WRITE-IN,15
Carver,Governor,,DFL,Mike Hatch,10932
Carver,Governor,,IND,Peter Hutchinson,2038
Carver,Governor,,R,Tim Pawlenty,23082
Carver,Governor,,WI,WRITE-IN,6
Carver,Secretary of State,,DFL,Mark Ritchie,12532
Carver,Secretary of State,,IND,Independence Party,951
Carver,Secretary of State,,R,Mary Kiffmeyer,20513
Carver,Secretary of State,,WI,WRITE-IN,11
Carver,State Auditor,,DFL,Rebecca Otto,13640
Carver,State Auditor,,IND,Lucy Gerold,1404
Carver,State Auditor,,R,Patricia Anderson Awada,18900
Carver,State Auditor,,WI,WRITE-IN,17
Carver,U.S. Senate,,DFL,Amy Klobuchar,16476
Carver,U.S. Senate,,IND,Robert Fitzgerald,1019
Carver,U.S. Senate,,R,Mark Kennedy,18585
Carver,U.S. Senate,,WI,WRITE-IN,13
Cass,Attorney General,,DFL,Lori Swanson,5710
Cass,Attorney General,,IND,Independence Party,485
Cass,Attorney General,,R,Jeff Johnson,5749
Cass,Attorney General,,WI,WRITE-IN,5
Cass,Governor,,DFL,Mike Hatch,5231
Cass,Governor,,IND,Peter Hutchinson,660
Cass,Governor,,R,Tim Pawlenty,6483
Cass,Governor,,WI,WRITE-IN,2
Cass,Secretary of State,,DFL,Mark Ritchie,5284
Cass,Secretary of State,,IND,Independence Party,334
Cass,Secretary of State,,R,Mary Kiffmeyer,6209
Cass,Secretary of State,,WI,WRITE-IN,2
Cass,State Auditor,,DFL,Rebecca Otto,5576
Cass,State Auditor,,IND,Lucy Gerold,518
Cass,State Auditor,,R,Patricia Anderson Awada,5778
Cass,State Auditor,,WI,WRITE-IN,1
Cass,U.S. Senate,,DFL,Amy Klobuchar,6356
Cass,U.S. Senate,,IND,Robert Fitzgerald,397
Cass,U.S. Senate,,R,Mark Kennedy,5695
Cass,U.S. Senate,,WI,WRITE-IN,1
Chippewa,Attorney General,,DFL,Lori Swanson,3065
Chippewa,Attorney General,,IND,Independence Party,159
Chippewa,Attorney General,,R,Jeff Johnson,2058
Chippewa,Attorney General,,WI,WRITE-IN,3
Chippewa,Governor,,DFL,Mike Hatch,2787
Chippewa,Governor,,IND,Peter Hutchinson,281
Chippewa,Governor,,R,Tim Pawlenty,2378
Chippewa,Governor,,WI,WRITE-IN,1
Chippewa,Secretary of State,,DFL,Mark Ritchie,2774
Chippewa,Secretary of State,,IND,Independence Party,113
Chippewa,Secretary of State,,R,Mary Kiffmeyer,2296
Chippewa,Secretary of State,,WI,WRITE-IN,1
Chippewa,State Auditor,,DFL,Rebecca Otto,2936
Chippewa,State Auditor,,IND,Lucy Gerold,154
Chippewa,State Auditor,,R,Patricia Anderson Awada,2151
Chippewa,State Auditor,,WI,WRITE-IN,1
Chippewa,U.S. Senate,,DFL,Amy Klobuchar,3353
Chippewa,U.S. Senate,,IND,Robert Fitzgerald,135
Chippewa,U.S. Senate,,R,Mark Kennedy,1988
Chippewa,U.S. Senate,,WI,WRITE-IN,2
Chisago,Attorney General,,DFL,Lori Swanson,10450
Chisago,Attorney General,,IND,Independence Party,864
Chisago,Attorney General,,R,Jeff Johnson,9453
Chisago,Attorney General,,WI,WRITE-IN,10
Chisago,Governor,,DFL,Mike Hatch,8940
Chisago,Governor,,IND,Peter Hutchinson,1282
Chisago,Governor,,R,Tim Pawlenty,11437
Chisago,Governor,,WI,WRITE-IN,4
Chisago,Secretary of State,,DFL,Mark Ritchie,9637
Chisago,Secretary of State,,IND,Independence Party,561
Chisago,Secretary of State,,R,Mary Kiffmeyer,10282
Chisago,Secretary of State,,WI,WRITE-IN,8
Chisago,State Auditor,,DFL,Rebecca Otto,10582
Chisago,State Auditor,,IND,Lucy Gerold,884
Chisago,State Auditor,,R,Patricia Anderson Awada,9203
Chisago,State Auditor,,WI,WRITE-IN,9
Chisago,U.S. Senate,,DFL,Amy Klobuchar,11535
Chisago,U.S. Senate,,IND,Robert Fitzgerald,729
Chisago,U.S. Senate,,R,Mark Kennedy,9451
Chisago,U.S. Senate,,WI,WRITE-IN,7
Clay,Attorney General,,DFL,Lori Swanson,10513
Clay,Attorney General,,IND,Independence Party,538
Clay,Attorney General,,R,Jeff Johnson,7527
Clay,Attorney General,,WI,WRITE-IN,10
Clay,Governor,,DFL,Mike Hatch,8527
Clay,Governor,,IND,Peter Hutchinson,746
Clay,Governor,,R,Tim Pawlenty,10065
Clay,Governor,,WI,WRITE-IN,3
Clay,Secretary of State,,DFL,Mark Ritchie,9369
Clay,Secretary of State,,IND,Independence Party,502
Clay,Secretary of State,,R,Mary Kiffmeyer,8265
Clay,Secretary of State,,WI,WRITE-IN,5
Clay,State Auditor,,DFL,Rebecca Otto,9644
Clay,State Auditor,,IND,Lucy Gerold,682
Clay,State Auditor,,R,Patricia Anderson Awada,7914
Clay,State Auditor,,WI,WRITE-IN,9
Clay,U.S. Senate,,DFL,Amy Klobuchar,11086
Clay,U.S. Senate,,IND,Robert Fitzgerald,580
Clay,U.S. Senate,,R,Mark Kennedy,7741
Clay,U.S. Senate,,WI,WRITE-IN,5
Clearwater,Attorney General,,DFL,Lori Swanson,1846
Clearwater,Attorney General,,IND,Independence Party,139
Clearwater,Attorney General,,R,Jeff Johnson,1543
Clearwater,Attorney General,,WI,WRITE-IN,2
Clearwater,Governor,,DFL,Mike Hatch,1795
Clearwater,Governor,,IND,Peter Hutchinson,173
Clearwater,Governor,,R,Tim Pawlenty,1718
Clearwater,Governor,,WI,WRITE-IN,2
Clearwater,Secretary of State,,DFL,Mark Ritchie,1621
Clearwater,Secretary of State,,IND,Independence Party,78
Clearwater,Secretary of State,,R,Mary Kiffmeyer,1789
Clearwater,Secretary of State,,WI,WRITE-IN,2
Clearwater,State Auditor,,DFL,Rebecca Otto,1699
Clearwater,State Auditor,,IND,Lucy Gerold,145
Clearwater,State Auditor,,R,Patricia Anderson Awada,1672
Clearwater,State Auditor,,WI,WRITE-IN,2
Clearwater,U.S. Senate,,DFL,Amy Klobuchar,1927
Clearwater,U.S. Senate,,IND,Robert Fitzgerald,110
Clearwater,U.S. Senate,,R,Mark Kennedy,1675
Clearwater,U.S. Senate,,WI,WRITE-IN,2
Cook,Attorney General,,DFL,Lori Swanson,1666
Cook,Attorney General,,IND,Independence Party,129
Cook,Attorney General,,R,Jeff Johnson,894
Cook,Attorney General,,WI,WRITE-IN,0
Cook,Governor,,DFL,Mike Hatch,1519
Cook,Governor,,IND,Peter Hutchinson,223
Cook,Governor,,R,Tim Pawlenty,1051
Cook,Governor,,WI,WRITE-IN,2
Cook,Secretary of State,,DFL,Mark Ritchie,1450
Cook,Secretary of State,,IND,Independence Party,119
Cook,Secretary of State,,R,Mary Kiffmeyer,1124
Cook,Secretary of State,,WI,WRITE-IN,3
Cook,State Auditor,,DFL,Rebecca Otto,1479
Cook,State Auditor,,IND,Lucy Gerold,147
Cook,State Auditor,,R,Patricia Anderson Awada,1013
Cook,State Auditor,,WI,WRITE-IN,0
Cook,U.S. Senate,,DFL,Amy Klobuchar,1835
Cook,U.S. Senate,,IND,Robert Fitzgerald,111
Cook,U.S. Senate,,R,Mark Kennedy,889
Cook,U.S. Senate,,WI,WRITE-IN,1
Cottonwood,Attorney General,,DFL,Lori Swanson,2558
Cottonwood,Attorney General,,IND,Independence Party,206
Cottonwood,Attorney General,,R,Jeff Johnson,2408
Cottonwood,Attorney General,,WI,WRITE-IN,0
Cottonwood,Governor,,DFL,Mike Hatch,2320
Cottonwood,Governor,,IND,Peter Hutchinson,265
Cottonwood,Governor,,R,Tim Pawlenty,2700
Cottonwood,Governor,,WI,WRITE-IN,1
Cottonwood,Secretary of State,,DFL,Mark Ritchie,2165
Cottonwood,Secretary of State,,IND,Independence Party,126
Cottonwood,Secretary of State,,R,Mary Kiffmeyer,2726
Cottonwood,Secretary of State,,WI,WRITE-IN,0
Cottonwood,State Auditor,,DFL,Rebecca Otto,2384
Cottonwood,State Auditor,,IND,Lucy Gerold,198
Cottonwood,State Auditor,,R,Patricia Anderson Awada,2580
Cottonwood,State Auditor,,WI,WRITE-IN,1
Cottonwood,U.S. Senate,,DFL,Amy Klobuchar,2771
Cottonwood,U.S. Senate,,IND,Robert Fitzgerald,145
Cottonwood,U.S. Senate,,R,Mark Kennedy,2402
Cottonwood,U.S. Senate,,WI,WRITE-IN,0
Crow Wing,Attorney General,,DFL,Lori Swanson,12714
Crow Wing,Attorney General,,IND,Independence Party,1019
Crow Wing,Attorney General,,R,Jeff Johnson,12414
Crow Wing,Attorney General,,WI,WRITE-IN,16
Crow Wing,Governor,,DFL,Mike Hatch,11651
Crow Wing,Governor,,IND,Peter Hutchinson,1404
Crow Wing,Governor,,R,Tim Pawlenty,14113
Crow Wing,Governor,,WI,WRITE-IN,13
Crow Wing,Secretary of State,,DFL,Mark Ritchie,11697
Crow Wing,Secretary of State,,IND,Independence Party,662
Crow Wing,Secretary of State,,R,Mary Kiffmeyer,13506
Crow Wing,Secretary of State,,WI,WRITE-IN,17
Crow Wing,State Auditor,,DFL,Rebecca Otto,12664
Crow Wing,State Auditor,,IND,Lucy Gerold,1196
Crow Wing,State Auditor,,R,Patricia Anderson Awada,12085
Crow Wing,State Auditor,,WI,WRITE-IN,18
Crow Wing,U.S. Senate,,DFL,Amy Klobuchar,13775
Crow Wing,U.S. Senate,,IND,Robert Fitzgerald,892
Crow Wing,U.S. Senate,,R,Mark Kennedy,12624
Crow Wing,U.S. Senate,,WI,WRITE-IN,6
Dakota,Attorney General,,DFL,Lori Swanson,81298
Dakota,Attorney General,,IND,Independence Party,6136
Dakota,Attorney General,,R,Jeff Johnson,71224
Dakota,Attorney General,,WI,WRITE-IN,84
Dakota,Governor,,DFL,Mike Hatch,67939
Dakota,Governor,,IND,Peter Hutchinson,10630
Dakota,Governor,,R,Tim Pawlenty,87039
Dakota,Governor,,WI,WRITE-IN,61
Dakota,Secretary of State,,DFL,Mark Ritchie,75425
Dakota,Secretary of State,,IND,Independence Party,4638
Dakota,Secretary of State,,R,Mary Kiffmeyer,76054
Dakota,Secretary of State,,WI,WRITE-IN,86
Dakota,State Auditor,,DFL,Rebecca Otto,78384
Dakota,State Auditor,,IND,Lucy Gerold,6835
Dakota,State Auditor,,R,Patricia Anderson Awada,71102
Dakota,State Auditor,,WI,WRITE-IN,78
Dakota,U.S. Senate,,DFL,Amy Klobuchar,93247
Dakota,U.S. Senate,,IND,Robert Fitzgerald,5072
Dakota,U.S. Senate,,R,Mark Kennedy,67289
Dakota,U.S. Senate,,WI,WRITE-IN,78
Dodge,Attorney General,,DFL,Lori Swanson,3382
Dodge,Attorney General,,IND,Independence Party,410
Dodge,Attorney General,,R,Jeff Johnson,3474
Dodge,Attorney General,,WI,WRITE-IN,6
Dodge,Governor,,DFL,Mike Hatch,2925
Dodge,Governor,,IND,Peter Hutchinson,430
Dodge,Governor,,R,Tim Pawlenty,4182
Dodge,Governor,,WI,WRITE-IN,4
Dodge,Secretary of State,,DFL,Mark Ritchie,2935
Dodge,Secretary of State,,IND,Independence Party,266
Dodge,Secretary of State,,R,Mary Kiffmeyer,3937
Dodge,Secretary of State,,WI,WRITE-IN,8
Dodge,State Auditor,,DFL,Rebecca Otto,3147
Dodge,State Auditor,,IND,Lucy Gerold,407
Dodge,State Auditor,,R,Patricia Anderson Awada,3665
Dodge,State Auditor,,WI,WRITE-IN,5
Dodge,U.S. Senate,,DFL,Amy Klobuchar,3909
Dodge,U.S. Senate,,IND,Robert Fitzgerald,326
Dodge,U.S. Senate,,R,Mark Kennedy,3342
Dodge,U.S. Senate,,WI,WRITE-IN,4
Douglas,Attorney General,,DFL,Lori Swanson,7246
Douglas,Attorney General,,IND,Independence Party,565
Douglas,Attorney General,,R,Jeff Johnson,7937
Douglas,Attorney General,,WI,WRITE-IN,6
Douglas,Governor,,DFL,Mike Hatch,6222
Douglas,Governor,,IND,Peter Hutchinson,946
Douglas,Governor,,R,Tim Pawlenty,9233
Douglas,Governor,,WI,WRITE-IN,4
Douglas,Secretary of State,,DFL,Mark Ritchie,6074
Douglas,Secretary of State,,IND,Independence Party,384
Douglas,Secretary of State,,R,Mary Kiffmeyer,9092
Douglas,Secretary of State,,WI,WRITE-IN,8
Douglas,State Auditor,,DFL,Rebecca Otto,6885
Douglas,State Auditor,,IND,Lucy Gerold,642
Douglas,State Auditor,,R,Patricia Anderson Awada,8129
Douglas,State Auditor,,WI,WRITE-IN,6
Douglas,U.S. Senate,,DFL,Amy Klobuchar,8429
Douglas,U.S. Senate,,IND,Robert Fitzgerald,530
Douglas,U.S. Senate,,R,Mark Kennedy,7474
Douglas,U.S. Senate,,WI,WRITE-IN,4
Faribault,Attorney General,,DFL,Lori Swanson,3492
Faribault,Attorney General,,IND,Independence Party,370
Faribault,Attorney General,,R,Jeff Johnson,3058
Faribault,Attorney General,,WI,WRITE-IN,3
Faribault,Governor,,DFL,Mike Hatch,3117
Faribault,Governor,,IND,Peter Hutchinson,471
Faribault,Governor,,R,Tim Pawlenty,3558
Faribault,Governor,,WI,WRITE-IN,2
Faribault,Secretary of State,,DFL,Mark Ritchie,2716
Faribault,Secretary of State,,IND,Independence Party,218
Faribault,Secretary of State,,R,Mary Kiffmeyer,3824
Faribault,Secretary of State,,WI,WRITE-IN,5
Faribault,State Auditor,,DFL,Rebecca Otto,3002
Faribault,State Auditor,,IND,Lucy Gerold,427
Faribault,State Auditor,,R,Patricia Anderson Awada,3438
Faribault,State Auditor,,WI,WRITE-IN,4
Faribault,U.S. Senate,,DFL,Amy Klobuchar,3877
Faribault,U.S. Senate,,IND,Robert Fitzgerald,271
Faribault,U.S. Senate,,R,Mark Kennedy,3044
Faribault,U.S. Senate,,WI,WRITE-IN,2
Fillmore,Attorney General,,DFL,Lori Swanson,4855
Fillmore,Attorney General,,IND,Independence Party,439
Fillmore,Attorney General,,R,Jeff Johnson,3533
Fillmore,Attorney General,,WI,WRITE-IN,2
Fillmore,Governor,,DFL,Mike Hatch,4475
Fillmore,Governor,,IND,Peter Hutchinson,453
Fillmore,Governor,,R,Tim Pawlenty,4245
Fillmore,Governor,,WI,WRITE-IN,3
Fillmore,Secretary of State,,DFL,Mark Ritchie,4024
Fillmore,Secretary of State,,IND,Independence Party,266
Fillmore,Secretary of State,,R,Mary Kiffmeyer,4248
Fillmore,Secretary of State,,WI,WRITE-IN,2
Fillmore,State Auditor,,DFL,Rebecca Otto,4285
Fillmore,State Auditor,,IND,Lucy Gerold,554
Fillmore,State Auditor,,R,Patricia Anderson Awada,3909
Fillmore,State Auditor,,WI,WRITE-IN,1
Fillmore,U.S. Senate,,DFL,Amy Klobuchar,5329
Fillmore,U.S. Senate,,IND,Robert Fitzgerald,374
Fillmore,U.S. Senate,,R,Mark Kennedy,3531
Fillmore,U.S. Senate,,WI,WRITE-IN,2
Freeborn,Attorney General,,DFL,Lori Swanson,8688
Freeborn,Attorney General,,IND,Independence Party,597
Freeborn,Attorney General,,R,Jeff Johnson,5197
Freeborn,Attorney General,,WI,WRITE-IN,6
Freeborn,Governor,,DFL,Mike Hatch,8155
Freeborn,Governor,,IND,Peter Hutchinson,716
Freeborn,Governor,,R,Tim Pawlenty,5980
Freeborn,Governor,,WI,WRITE-IN,8
Freeborn,Secretary of State,,DFL,Mark Ritchie,7238
Freeborn,Secretary of State,,IND,Independence Party,338
Freeborn,Secretary of State,,R,Mary Kiffmeyer,6540
Freeborn,Secretary of State,,WI,WRITE-IN,8
Freeborn,State Auditor,,DFL,Rebecca Otto,7674
Freeborn,State Auditor,,IND,Lucy Gerold,636
Freeborn,State Auditor,,R,Patricia Anderson Awada,5988
Freeborn,State Auditor,,WI,WRITE-IN,8
Freeborn,U.S. Senate,,DFL,Amy Klobuchar,9417
Freeborn,U.S. Senate,,IND,Robert Fitzgerald,446
Freeborn,U.S. Senate,,R,Mark Kennedy,5180
Freeborn,U.S. Senate,,WI,WRITE-IN,4
Goodhue,Attorney General,,DFL,Lori Swanson,9670
Goodhue,Attorney General,,IND,Independence Party,848
Goodhue,Attorney General,,R,Jeff Johnson,8855
Goodhue,Attorney General,,WI,WRITE-IN,7
Goodhue,Governor,,DFL,Mike Hatch,8115
Goodhue,Governor,,IND,Peter Hutchinson,1352
Goodhue,Governor,,R,Tim Pawlenty,10541
Goodhue,Governor,,WI,WRITE-IN,4
Goodhue,Secretary of State,,DFL,Mark Ritchie,8805
Goodhue,Secretary of State,,IND,Independence Party,624
Goodhue,Secretary of State,,R,Mary Kiffmeyer,9638
Goodhue,Secretary of State,,WI,WRITE-IN,7
Goodhue,State Auditor,,DFL,Rebecca Otto,9717
Goodhue,State Auditor,,IND,Lucy Gerold,856
Goodhue,State Auditor,,R,Patricia Anderson Awada,8644
Goodhue,State Auditor,,WI,WRITE-IN,8
Goodhue,U.S. Senate,,DFL,Amy Klobuchar,11031
Goodhue,U.S. Senate,,IND,Robert Fitzgerald,686
Goodhue,U.S. Senate,,R,Mark Kennedy,8353
Goodhue,U.S. Senate,,WI,WRITE-IN,4
Grant,Attorney General,,DFL,Lori Swanson,1664
Grant,Attorney General,,IND,Independence Party,109
Grant,Attorney General,,R,Jeff Johnson,1274
Grant,Attorney General,,WI,WRITE-IN,0
Grant,Governor,,DFL,Mike Hatch,1497
Grant,Governor,,IND,Peter Hutchinson,173
Grant,Governor,,R,Tim Pawlenty,1460
Grant,Governor,,WI,WRITE-IN,0
Grant,Secretary of State,,DFL,Mark Ritchie,1414
Grant,Secretary of State,,IND,Independence Party,96
Grant,Secretary of State,,R,Mary Kiffmeyer,1451
Grant,Secretary of State,,WI,WRITE-IN,0
Grant,State Auditor,,DFL,Rebecca Otto,1518
Grant,State Auditor,,IND,Lucy Gerold,124
Grant,State Auditor,,R,Patricia Anderson Awada,1386
Grant,State Auditor,,WI,WRITE-IN,1
Grant,U.S. Senate,,DFL,Amy Klobuchar,1827
Grant,U.S. Senate,,IND,Robert Fitzgerald,114
Grant,U.S. Senate,,R,Mark Kennedy,1195
