county,office,district,party,candidate,votes
Cass,President,,OTH,,239
Cass,President,,R,George W. Bush,7134
Cass,President,,RP,Pat Buchanan,14
Cass,President,,RPM,,197
Cass,President,,SWP,,8
Cass,U.S. Senate,,CP,,73
Cass,U.S. Senate,,DFL,Mark Dayton,6289
Cass,U.S. Senate,,GRP,,133
Cass,U.S. Senate,,IND,Jim Gibson,510
Cass,U.S. Senate,,LIB,,27
Cass,U.S. Senate,,OTH,,320
Cass,U.S. Senate,,R,Rod Grams,6422
Cass,U.S. Senate,,SWP,,87
Chippewa,President,,CP,,12
Chippewa,President,,DFL,Al Gore,2952
Chippewa,President,,GP,Ralph Nader,268
Chippewa,President,,LIB,Harry Browne,13
Chippewa,President,,OTH,,143
Chippewa,President,,R,George W. Bush,2977
Chippewa,President,,RP,Pat Buchanan,9
Chippewa,President,,RPM,,113
Chippewa,President,,SWP,,8
Chippewa,U.S. Senate,,CP,,27
Chippewa,U.S. Senate,,DFL,Mark Dayton,3294
Chippewa,U.S. Senate,,GRP,,46
Chippewa,U.S. Senate,,IND,Jim Gibson,278
Chippewa,U.S. Senate,,LIB,,6
Chippewa,U.S. Senate,,OTH,,105
Chippewa,U.S. Senate,,R,Rod Grams,2668
Chippewa,U.S. Senate,,SWP,,26
Chisago,President,,CP,,28
Chisago,President,,DFL,Al Gore,9593
Chisago,President,,GP,Ralph Nader,1116
Chisago,President,,LIB,Harry Browne,44
Chisago,President,,OTH,,313
Chisago,President,,R,George W. Bush,10937
Chisago,President,,RP,Pat Buchanan,18
Chisago,President,,RPM,,239
Chisago,President,,SWP,,12
Chisago,U.S. Senate,,CP,,84
Chisago,U.S. Senate,,DFL,Mark Dayton,9289
Chisago,U.S. Senate,,GRP,,187
Chisago,U.S. Senate,,IND,Jim Gibson,1468
Chisago,U.S. Senate,,LIB,,46
Chisago,U.S. Senate,,OTH,,425
Chisago,U.S. Senate,,R,Rod Grams,10663
Chisago,U.S. Senate,,SWP,,108
Clay,President,,CP,,32
Clay,President,,DFL,Al Gore,10128
Clay,President,,GP,Ralph Nader,963
Clay,President,,LIB,Harry Browne,53
Clay,President,,OTH,,523
Clay,President,,R,George W. Bush,11712
Clay,President,,RP,Pat Buchanan,27
Clay,President,,RPM,,428
Clay,President,,SWP,,15
Clay,U.S. Senate,,CP,,58
Clay,U.S. Senate,,DFL,Mark Dayton,11647
Clay,U.S. Senate,,GRP,,176
Clay,U.S. Senate,,IND,Jim Gibson,611
Clay,U.S. Senate,,LIB,,91
Clay,U.S. Senate,,OTH,,459
Clay,U.S. Senate,,R,Rod Grams,10293
Clay,U.S. Senate,,SWP,,134
Clearwater,President,,CP,,8
Clearwater,President,,DFL,Al Gore,1466
Clearwater,President,,GP,Ralph Nader,134
Clearwater,President,,LIB,Harry Browne,4
Clearwater,President,,OTH,,79
Clearwater,President,,R,George W. Bush,2137
Clearwater,President,,RP,Pat Buchanan,5
Clearwater,President,,RPM,,69
Clearwater,President,,SWP,,1
Clearwater,U.S. Senate,,CP,,12
Clearwater,U.S. Senate,,DFL,Mark Dayton,1575
Clearwater,U.S. Senate,,GRP,,20
Clearwater,U.S. Senate,,IND,Jim Gibson,77
Clearwater,U.S. Senate,,LIB,,11
Clearwater,U.S. Senate,,OTH,,64
Clearwater,U.S. Senate,,R,Rod Grams,2069
Clearwater,U.S. Senate,,SWP,,21
Cook,President,,CP,,25
Cook,President,,DFL,Al Gore,1171
Cook,President,,GP,Ralph Nader,290
Cook,President,,LIB,Harry Browne,8
Cook,President,,OTH,,39
Cook,President,,R,George W. Bush,1295
Cook,President,,RP,Pat Buchanan,5
Cook,President,,RPM,,25
Cook,President,,SWP,,1
Cook,U.S. Senate,,CP,,28
Cook,U.S. Senate,,DFL,Mark Dayton,1377
Cook,U.S. Senate,,GRP,,43
Cook,U.S. Senate,,IND,Jim Gibson,86
Cook,U.S. Senate,,LIB,,15
Cook,U.S. Senate,,OTH,,106
Cook,U.S. Senate,,R,Rod Grams,1224
Cook,U.S. Senate,,SWP,,20
Cottonwood,President,,CP,,11
Cottonwood,President,,DFL,Al Gore,2503
Cottonwood,President,,GP,Ralph Nader,208
Cottonwood,President,,LIB,Harry Browne,7
Cottonwood,President,,OTH,,90
Cottonwood,President,,R,George W. Bush,3369
Cottonwood,President,,RP,Pat Buchanan,4
Cottonwood,President,,RPM,,74
Cottonwood,President,,SWP,,5
Cottonwood,U.S. Senate,,CP,,24
Cottonwood,U.S. Senate,,DFL,Mark Dayton,2807
Cottonwood,U.S. Senate,,GRP,,40
Cottonwood,U.S. Senate,,IND,Jim Gibson,224
Cottonwood,U.S. Senate,,LIB,,7
Cottonwood,U.S. Senate,,OTH,,96
Cottonwood,U.S. Senate,,R,Rod Grams,3049
Cottonwood,U.S. Senate,,SWP,,25
Crow Wing,President,,CP,,40
Crow Wing,President,,DFL,Al Gore,11255
Crow Wing,President,,GP,Ralph Nader,1314
Crow Wing,President,,LIB,Harry Browne,35
Crow Wing,President,,OTH,,484
Crow Wing,President,,R,George W. Bush,15035
Crow Wing,President,,RP,Pat Buchanan,35
Crow Wing,President,,RPM,,398
Crow Wing,President,,SWP,,16
Crow Wing,U.S. Senate,,CP,,82
Crow Wing,U.S. Senate,,DFL,Mark Dayton,13122
Crow Wing,U.S. Senate,,GRP,,198
Crow Wing,U.S. Senate,,IND,Jim Gibson,1251
Crow Wing,U.S. Senate,,LIB,,55
Crow Wing,U.S. Senate,,OTH,,457
Crow Wing,U.S. Senate,,R,Rod Grams,13199
Crow Wing,U.S. Senate,,SWP,,122
Dakota,President,,CP,,193
Dakota,President,,DFL,Al Gore,85446
Dakota,President,,GP,Ralph Nader,7799
Dakota,President,,LIB,Harry Browne,381
Dakota,President,,OTH,,1561
Dakota,President,,R,George W. Bush,87250
Dakota,President,,RP,Pat Buchanan,138
Dakota,President,,RPM,,989
Dakota,President,,SWP,,53
Dakota,U.S. Senate,,CP,,574
Dakota,U.S. Senate,,DFL,Mark Dayton,82412
Dakota,U.S. Senate,,GRP,,1225
Dakota,U.S. Senate,,IND,Jim Gibson,11995
Dakota,U.S. Senate,,LIB,,471
Dakota,U.S. Senate,,OTH,,3093
Dakota,U.S. Senate,,R,Rod Grams,83356
Dakota,U.S. Senate,,SWP,,823
Dodge,President,,CP,,15
Dodge,President,,DFL,Al Gore,3370
Dodge,President,,GP,Ralph Nader,327
Dodge,President,,LIB,Harry Browne,18
Dodge,President,,OTH,,125
Dodge,President,,R,George W. Bush,4213
Dodge,President,,RP,Pat Buchanan,9
Dodge,President,,RPM,,96
Dodge,President,,SWP,,2
Dodge,U.S. Senate,,CP,,35
Dodge,U.S. Senate,,DFL,Mark Dayton,3491
Dodge,U.S. Senate,,GRP,,64
Dodge,U.S. Senate,,IND,Jim Gibson,281
Dodge,U.S. Senate,,LIB,,25
Dodge,U.S. Senate,,OTH,,163
Dodge,U.S. Senate,,R,Rod Grams,4098
Dodge,U.S. Senate,,SWP,,39
Douglas,President,,CP,,30
Douglas,President,,DFL,Al Gore,6352
Douglas,President,,GP,Ralph Nader,746
Douglas,President,,LIB,Harry Browne,29
Douglas,President,,OTH,,266
Douglas,President,,R,George W. Bush,9811
Douglas,President,,RP,Pat Buchanan,13
Douglas,President,,RPM,,218
Douglas,President,,SWP,,6
Douglas,U.S. Senate,,CP,,78
Douglas,U.S. Senate,,DFL,Mark Dayton,7257
Douglas,U.S. Senate,,GRP,,91
Douglas,U.S. Senate,,IND,Jim Gibson,738
Douglas,U.S. Senate,,LIB,,26
Douglas,U.S. Senate,,OTH,,296
Douglas,U.S. Senate,,R,Rod Grams,8783
Douglas,U.S. Senate,,SWP,,101
Faribault,President,,CP,,14
Faribault,President,,DFL,Al Gore,3624
Faribault,President,,GP,Ralph Nader,309
Faribault,President,,LIB,Harry Browne,6
Faribault,President,,OTH,,141
Faribault,President,,R,George W. Bush,4336
Faribault,President,,RP,Pat Buchanan,11
Faribault,President,,RPM,,113
Faribault,President,,SWP,,11
Faribault,U.S. Senate,,CP,,32
Faribault,U.S. Senate,,DFL,Mark Dayton,3949
Faribault,U.S. Senate,,GRP,,62
Faribault,U.S. Senate,,IND,Jim Gibson,312
Faribault,U.S. Senate,,LIB,,18
Faribault,U.S. Senate,,OTH,,172
Faribault,U.S. Senate,,R,Rod Grams,3967
Faribault,U.S. Senate,,SWP,,60
Fillmore,President,,CP,,7
Fillmore,President,,DFL,Al Gore,5020
Fillmore,President,,GP,Ralph Nader,409
Fillmore,President,,LIB,Harry Browne,32
Fillmore,President,,OTH,,141
Fillmore,President,,R,George W. Bush,4646
Fillmore,President,,RP,Pat Buchanan,10
Fillmore,President,,RPM,,95
Fillmore,President,,SWP,,4
Fillmore,U.S. Senate,,CP,,23
Fillmore,U.S. Senate,,DFL,Mark Dayton,4976
Fillmore,U.S. Senate,,GRP,,88
Fillmore,U.S. Senate,,IND,Jim Gibson,225
Fillmore,U.S. Senate,,LIB,,38
Fillmore,U.S. Senate,,OTH,,209
Fillmore,U.S. Senate,,R,Rod Grams,4747
Fillmore,U.S. Senate,,SWP,,60
Freeborn,President,,CP,,29
Freeborn,President,,DFL,Al Gore,8514
Freeborn,President,,GP,Ralph Nader,555
Freeborn,President,,LIB,Harry Browne,33
Freeborn,President,,OTH,,198
Freeborn,President,,R,George W. Bush,6843
Freeborn,President,,RP,Pat Buchanan,20
Freeborn,President,,RPM,,138
Freeborn,President,,SWP,,7
Freeborn,U.S. Senate,,CP,,53
Freeborn,U.S. Senate,,DFL,Mark Dayton,8642
Freeborn,U.S. Senate,,GRP,,80
Freeborn,U.S. Senate,,IND,Jim Gibson,577
Freeborn,U.S. Senate,,LIB,,35
Freeborn,U.S. Senate,,OTH,,240
Freeborn,U.S. Senate,,R,Rod Grams,6660
Freeborn,U.S. Senate,,SWP,,72
Goodhue,President,,CP,,34
Goodhue,President,,DFL,Al Gore,9981
Goodhue,President,,GP,Ralph Nader,1093
Goodhue,President,,LIB,Harry Browne,34
Goodhue,President,,OTH,,297
Goodhue,President,,R,George W. Bush,10852
Goodhue,President,,RP,Pat Buchanan,20
Goodhue,President,,RPM,,233
Goodhue,President,,SWP,,10
Goodhue,U.S. Senate,,CP,,80
Goodhue,U.S. Senate,,DFL,Mark Dayton,9939
Goodhue,U.S. Senate,,GRP,,145
Goodhue,U.S. Senate,,IND,Jim Gibson,1187
Goodhue,U.S. Senate,,LIB,,51
Goodhue,U.S. Senate,,OTH,,396
Goodhue,U.S. Senate,,R,Rod Grams,10679
Goodhue,U.S. Senate,,SWP,,120
Grant,President,,CP,,5
Grant,President,,DFL,Al Gore,1507
Grant,President,,GP,Ralph Nader,214
Grant,President,,LIB,Harry Browne,4
Grant,President,,OTH,,94
Grant,President,,R,George W. Bush,1804
Grant,President,,RP,Pat Buchanan,7
Grant,President,,RPM,,81
Grant,President,,SWP,,2
Grant,U.S. Senate,,CP,,18
Grant,U.S. Senate,,DFL,Mark Dayton,1787
Grant,U.S. Senate,,GRP,,27
Grant,U.S. Senate,,IND,Jim Gibson,187
Grant,U.S. Senate,,LIB,,5
Grant,U.S. Senate,,OTH,,69
Grant,U.S. Senate,,R,Rod Grams,1572
Grant,U.S. Senate,,SWP,,19
Hennepin,President,,CP,,504
Hennepin,President,,DFL,Al Gore,307599
Hennepin,President,,GP,Ralph Nader,35584
Hennepin,President,,LIB,Harry Browne,1537
Hennepin,President,,OTH,,4499
Hennepin,President,,R,George W. Bush,225657
Hennepin,President,,RP,Pat Buchanan,486
Hennepin,President,,RPM,,2300
Hennepin,President,,SWP,,176
Hennepin,U.S. Senate,,CP,,1738
Hennepin,U.S. Senate,,DFL,Mark Dayton,298660
Hennepin,U.S. Senate,,GRP,,6823
Hennepin,U.S. Senate,,IND,Jim Gibson,43162
Hennepin,U.S. Senate,,LIB,,1902
Hennepin,U.S. Senate,,OTH,,13570
Hennepin,U.S. Senate,,R,Rod Grams,212718
Hennepin,U.S. Senate,,SWP,,3107
Houston,President,,CP,,10
Houston,President,,DFL,Al Gore,4502
Houston,President,,GP,Ralph Nader,421
Houston,President,,LIB,Harry Browne,28
Houston,President,,OTH,,157
Houston,President,,R,George W. Bush,5077
Houston,President,,RP,Pat Buchanan,9
Houston,President,,RPM,,117
Houston,President,,SWP,,3
Houston,U.S. Senate,,CP,,44
Houston,U.S. Senate,,DFL,Mark Dayton,4316
Houston,U.S. Senate,,GRP,,93
Houston,U.S. Senate,,IND,Jim Gibson,227
Houston,U.S. Senate,,LIB,,56
Houston,U.S. Senate,,OTH,,279
Houston,U.S. Senate,,R,Rod Grams,5106
Houston,U.S. Senate,,SWP,,86
Hubbard,President,,CP,,14
Hubbard,President,,DFL,Al Gore,3632
Hubbard,President,,GP,Ralph Nader,484
Hubbard,President,,LIB,Harry Browne,25
Hubbard,President,,OTH,,174
Hubbard,President,,R,George W. Bush,5307
Hubbard,President,,RP,Pat Buchanan,12
Hubbard,President,,RPM,,131
Hubbard,President,,SWP,,6
Hubbard,U.S. Senate,,CP,,60
Hubbard,U.S. Senate,,DFL,Mark Dayton,4119
Hubbard,U.S. Senate,,GRP,,101
Hubbard,U.S. Senate,,IND,Jim Gibson,357
Hubbard,U.S. Senate,,LIB,,26
Hubbard,U.S. Senate,,OTH,,229
Hubbard,U.S. Senate,,R,Rod Grams,4825
Hubbard,U.S. Senate,,SWP,,42
Isanti,President,,CP,,18
Isanti,President,,DFL,Al Gore,6247
Isanti,President,,GP,Ralph Nader,753
Isanti,President,,LIB,Harry Browne,39
Isanti,President,,OTH,,243
Isanti,President,,R,George W. Bush,7668
Isanti,President,,RP,Pat Buchanan,18
Isanti,President,,RPM,,175
Isanti,President,,SWP,,11
Isanti,U.S. Senate,,CP,,63
Isanti,U.S. Senate,,DFL,Mark Dayton,5983
Isanti,U.S. Senate,,GRP,,124
Isanti,U.S. Senate,,IND,Jim Gibson,932
Isanti,U.S. Senate,,LIB,,51
Isanti,U.S. Senate,,OTH,,320
Isanti,U.S. Senate,,R,Rod Grams,7666
Isanti,U.S. Senate,,SWP,,82
Itasca,President,,CP,,56
Itasca,President,,DFL,Al Gore,10583
Itasca,President,,GP,Ralph Nader,1137
Itasca,President,,LIB,Harry Browne,49
Itasca,President,,OTH,,393
Itasca,President,,R,George W. Bush,9545
Itasca,President,,RP,Pat Buchanan,37
Itasca,President,,RPM,,296
Itasca,President,,SWP,,11
Itasca,U.S. Senate,,CP,,126
Itasca,U.S. Senate,,DFL,Mark Dayton,11855
Itasca,U.S. Senate,,GRP,,199
Itasca,U.S. Senate,,IND,Jim Gibson,622
Itasca,U.S. Senate,,LIB,,51
Itasca,U.S. Senate,,OTH,,467
Itasca,U.S. Senate,,R,Rod Grams,8710
Itasca,U.S. Senate,,SWP,,91
Jackson,President,,CP,,10
Jackson,President,,DFL,Al Gore,2364
Jackson,President,,GP,Ralph Nader,194
Jackson,President,,LIB,Harry Browne,6
Jackson,President,,OTH,,97
Jackson,President,,R,George W. Bush,2773
Jackson,President,,RP,Pat Buchanan,10
Jackson,President,,RPM,,77
Jackson,President,,SWP,,4
Jackson,U.S. Senate,,CP,,21
Jackson,U.S. Senate,,DFL,Mark Dayton,2614
Jackson,U.S. Senate,,GRP,,33
Jackson,U.S. Senate,,IND,Jim Gibson,178
Jackson,U.S. Senate,,LIB,,18
Jackson,U.S. Senate,,OTH,,92
Jackson,U.S. Senate,,R,Rod Grams,2532
Jackson,U.S. Senate,,SWP,,20
Kanabec,President,,CP,,11
Kanabec,President,,DFL,Al Gore,2831
Kanabec,President,,GP,Ralph Nader,344
Kanabec,President,,LIB,Harry Browne,17
Kanabec,President,,OTH,,145
Kanabec,President,,R,George W. Bush,3480
Kanabec,President,,RP,Pat Buchanan,11
Kanabec,President,,RPM,,108
Kanabec,President,,SWP,,9
Kanabec,U.S. Senate,,CP,,28
Kanabec,U.S. Senate,,DFL,Mark Dayton,2948
Kanabec,U.S. Senate,,GRP,,62
Kanabec,U.S. Senate,,IND,Jim Gibson,370
Kanabec,U.S. Senate,,LIB,,25
Kanabec,U.S. Senate,,OTH,,154
Kanabec,U.S. Senate,,R,Rod Grams,3289
Kanabec,U.S. Senate,,SWP,,39
Kandiyohi,President,,CP,,26
Kandiyohi,President,,DFL,Al Gore,8220
Kandiyohi,President,,GP,Ralph Nader,734
Kandiyohi,President,,LIB,Harry Browne,25
Kandiyohi,President,,OTH,,279
Kandiyohi,President,,R,George W. Bush,10026
Kandiyohi,President,,RP,Pat Buchanan,18
Kandiyohi,President,,RPM,,228
Kandiyohi,President,,SWP,,8
Kandiyohi,U.S. Senate,,CP,,62
Kandiyohi,U.S. Senate,,DFL,Mark Dayton,9120
Kandiyohi,U.S. Senate,,GRP,,102
Kandiyohi,U.S. Senate,,IND,Jim Gibson,893
Kandiyohi,U.S. Senate,,LIB,,38
Kandiyohi,U.S. Senate,,OTH,,321
Kandiyohi,U.S. Senate,,R,Rod Grams,8947
Kandiyohi,U.S. Senate,,SWP,,119
Kittson,President,,CP,,10
Kittson,President,,DFL,Al Gore,1107
Kittson,President,,GP,Ralph Nader,68
Kittson,President,,LIB,Harry Browne,3
Kittson,President,,OTH,,99
Kittson,President,,R,George W. Bush,1353
Kittson,President,,RP,Pat Buchanan,6
Kittson,President,,RPM,,88
Kittson,President,,SWP,,2
Kittson,U.S. Senate,,CP,,15
Kittson,U.S. Senate,,DFL,Mark Dayton,1415
Kittson,U.S. Senate,,GRP,,16
Kittson,U.S. Senate,,IND,Jim Gibson,41
Kittson,U.S. Senate,,LIB,,3
Kittson,U.S. Senate,,OTH,,47
Kittson,U.S. Senate,,R,Rod Grams,1119
Kittson,U.S. Senate,,SWP,,13
Koochiching,President,,CP,,10
Koochiching,President,,DFL,Al Gore,2903
Koochiching,President,,GP,Ralph Nader,302
Koochiching,President,,LIB,Harry Browne,18
Koochiching,President,,OTH,,141
Koochiching,President,,R,George W. Bush,3523
Koochiching,President,,RP,Pat Buchanan,15
Koochiching,President,,RPM,,101
Koochiching,President,,SWP,,7
Koochiching,U.S. Senate,,CP,,21
Koochiching,U.S. Senate,,DFL,Mark Dayton,3323
Koochiching,U.S. Senate,,GRP,,36
Koochiching,U.S. Senate,,IND,Jim Gibson,184
Koochiching,U.S. Senate,,LIB,,18
Koochiching,U.S. Senate,,OTH,,100
Koochiching,U.S. Senate,,R,Rod Grams,3211
Koochiching,U.S. Senate,,SWP,,25
Lac Qui Parle,President,,CP,,7
Lac Qui Parle,President,,DFL,Al Gore,2244
Lac Qui Parle,President,,GP,Ralph Nader,160
Lac Qui Parle,President,,LIB,Harry Browne,7
Lac Qui Parle,President,,OTH,,101
Lac Qui Parle,President,,R,George W. Bush,1941
Lac Qui Parle,President,,RP,Pat Buchanan,4
Lac Qui Parle,President,,RPM,,87
Lac Qui Parle,President,,SWP,,3
Lac Qui Parle,U.S. Senate,,CP,,28
Lac Qui Parle,U.S. Senate,,DFL,Mark Dayton,2431
Lac Qui Parle,U.S. Senate,,GRP,,24
Lac Qui Parle,U.S. Senate,,IND,Jim Gibson,181
Lac Qui Parle,U.S. Senate,,LIB,,2
Lac Qui Parle,U.S. Senate,,OTH,,72
Lac Qui Parle,U.S. Senate,,R,Rod Grams,1774
Lac Qui Parle,U.S. Senate,,SWP,,18
Lake,President,,CP,,10
Lake,President,,DFL,Al Gore,3579
Lake,President,,GP,Ralph Nader,426
Lake,President,,LIB,Harry Browne,12
Lake,President,,OTH,,83
Lake,President,,R,George W. Bush,2465
Lake,President,,RP,Pat Buchanan,12
Lake,President,,RPM,,58
Lake,President,,SWP,,1
Lake,U.S. Senate,,CP,,12
Lake,U.S. Senate,,DFL,Mark Dayton,3731
Lake,U.S. Senate,,GRP,,54
Lake,U.S. Senate,,IND,Jim Gibson,190
Lake,U.S. Senate,,LIB,,18
Lake,U.S. Senate,,OTH,,110
Lake,U.S. Senate,,R,Rod Grams,2491
Lake,U.S. Senate,,SWP,,26
Lake of the Woods,President,,CP,,5
Lake of the Woods,President,,DFL,Al Gore,848
Lake of the Woods,President,,GP,Ralph Nader,74
Lake of the Woods,President,,LIB,Harry Browne,4
Lake of the Woods,President,,OTH,,44
Lake of the Woods,President,,R,George W. Bush,1216
Lake of the Woods,President,,RP,Pat Buchanan,5
Lake of the Woods,President,,RPM,,33
Lake of the Woods,President,,SWP,,2
Lake of the Woods,U.S. Senate,,CP,,8
Lake of the Woods,U.S. Senate,,DFL,Mark Dayton,1001
Lake of the Woods,U.S. Senate,,GRP,,15
Lake of the Woods,U.S. Senate,,IND,Jim Gibson,51
Lake of the Woods,U.S. Senate,,LIB,,7
Lake of the Woods,U.S. Senate,,OTH,,45
