county,office,district,party,candidate,votes
Martin,U.S. Senate,,CP,,40
Martin,U.S. Senate,,DFL,Al Franken,3589
Martin,U.S. Senate,,IND,Dean Barkley,1869
Martin,U.S. Senate,,LIB,,64
Martin,U.S. Senate,,R,Norm Coleman,5108
Martin,U.S. Senate,,WI,WRITE-IN,0
McLeod,President,,CP,,96
McLeod,President,,DFL,Barack Obama,7505
McLeod,President,,GP,Cynthia McKinney,41
McLeod,President,,IND,Ralph Nader,284
McLeod,President,,LIB,Bob Barr,39
McLeod,President,,R,John McCain,10993
McLeod,President,,SWP,,2
McLeod,President,,WI,WRITE-IN,69
McLeod,U.S. Senate,,CP,,119
McLeod,U.S. Senate,,DFL,Al Franken,5496
McLeod,U.S. Senate,,IND,Dean Barkley,4147
McLeod,U.S. Senate,,LIB,,94
McLeod,U.S. Senate,,R,Norm Coleman,9093
McLeod,U.S. Senate,,WI,WRITE-IN,18
Meeker,President,,CP,,83
Meeker,President,,DFL,Barack Obama,5380
Meeker,President,,GP,Cynthia McKinney,27
Meeker,President,,IND,Ralph Nader,235
Meeker,President,,LIB,Bob Barr,21
Meeker,President,,R,John McCain,6737
Meeker,President,,SWP,,6
Meeker,President,,WI,WRITE-IN,56
Meeker,U.S. Senate,,CP,,69
Meeker,U.S. Senate,,DFL,Al Franken,3870
Meeker,U.S. Senate,,IND,Dean Barkley,2797
Meeker,U.S. Senate,,LIB,,60
Meeker,U.S. Senate,,R,Norm Coleman,5697
Meeker,U.S. Senate,,WI,WRITE-IN,10
Mille Lacs,President,,CP,,50
Mille Lacs,President,,DFL,Barack Obama,6072
Mille Lacs,President,,GP,Cynthia McKinney,39
Mille Lacs,President,,IND,Ralph Nader,236
Mille Lacs,President,,LIB,Bob Barr,33
Mille Lacs,President,,R,John McCain,7049
Mille Lacs,President,,SWP,,10
Mille Lacs,President,,WI,WRITE-IN,55
Mille Lacs,U.S. Senate,,CP,,69
Mille Lacs,U.S. Senate,,DFL,Al Franken,4801
Mille Lacs,U.S. Senate,,IND,Dean Barkley,2654
Mille Lacs,U.S. Senate,,LIB,,72
Mille Lacs,U.S. Senate,,R,Norm Coleman,5852
Mille Lacs,U.S. Senate,,WI,WRITE-IN,14
Morrison,President,,CP,,54
Morrison,President,,DFL,Barack Obama,6547
Morrison,President,,GP,Cynthia McKinney,36
Morrison,President,,IND,Ralph Nader,275
Morrison,President,,LIB,Bob Barr,43
Morrison,President,,R,John McCain,9735
Morrison,President,,SWP,,9
Morrison,President,,WI,WRITE-IN,44
Morrison,U.S. Senate,,CP,,61
Morrison,U.S. Senate,,DFL,Al Franken,5424
Morrison,U.S. Senate,,IND,Dean Barkley,3274
Morrison,U.S. Senate,,LIB,,89
Morrison,U.S. Senate,,R,Norm Coleman,7826
Morrison,U.S. Senate,,WI,WRITE-IN,6
Mower,President,,CP,,42
Mower,President,,DFL,Barack Obama,11605
Mower,President,,GP,Cynthia McKinney,31
Mower,President,,IND,Ralph Nader,309
Mower,President,,LIB,Bob Barr,45
Mower,President,,R,John McCain,7075
Mower,President,,SWP,,6
Mower,President,,WI,WRITE-IN,74
Mower,U.S. Senate,,CP,,74
Mower,U.S. Senate,,DFL,Al Franken,9093
Mower,U.S. Senate,,IND,Dean Barkley,2859
Mower,U.S. Senate,,LIB,,142
Mower,U.S. Senate,,R,Norm Coleman,6844
Mower,U.S. Senate,,WI,WRITE-IN,14
Murray,President,,CP,,20
Murray,President,,DFL,Barack Obama,2345
Murray,President,,GP,Cynthia McKinney,13
Murray,President,,IND,Ralph Nader,91
Murray,President,,LIB,Bob Barr,8
Murray,President,,R,John McCain,2320
Murray,President,,SWP,,1
Murray,President,,WI,WRITE-IN,15
Murray,U.S. Senate,,CP,,16
Murray,U.S. Senate,,DFL,Al Franken,1866
Murray,U.S. Senate,,IND,Dean Barkley,560
Murray,U.S. Senate,,LIB,,20
Murray,U.S. Senate,,R,Norm Coleman,2334
Murray,U.S. Senate,,WI,WRITE-IN,0
Nicollet,President,,CP,,41
Nicollet,President,,DFL,Barack Obama,9887
Nicollet,President,,GP,Cynthia McKinney,38
Nicollet,President,,IND,Ralph Nader,212
Nicollet,President,,LIB,Bob Barr,41
Nicollet,President,,R,John McCain,7968
Nicollet,President,,SWP,,8
Nicollet,President,,WI,WRITE-IN,50
Nicollet,U.S. Senate,,CP,,46
Nicollet,U.S. Senate,,DFL,Al Franken,7384
Nicollet,U.S. Senate,,IND,Dean Barkley,3312
Nicollet,U.S. Senate,,LIB,,92
Nicollet,U.S. Senate,,R,Norm Coleman,7237
Nicollet,U.S. Senate,,WI,WRITE-IN,10
Nobles,President,,CP,,28
Nobles,President,,DFL,Barack Obama,4244
Nobles,President,,GP,Cynthia McKinney,19
Nobles,President,,IND,Ralph Nader,104
Nobles,President,,LIB,Bob Barr,15
Nobles,President,,R,John McCain,4368
Nobles,President,,SWP,,4
Nobles,President,,WI,WRITE-IN,31
Nobles,U.S. Senate,,CP,,45
Nobles,U.S. Senate,,DFL,Al Franken,3534
Nobles,U.S. Senate,,IND,Dean Barkley,903
Nobles,U.S. Senate,,LIB,,45
Nobles,U.S. Senate,,R,Norm Coleman,4192
Nobles,U.S. Senate,,WI,WRITE-IN,5
Norman,President,,CP,,10
Norman,President,,DFL,Barack Obama,2129
Norman,President,,GP,Cynthia McKinney,4
Norman,President,,IND,Ralph Nader,60
Norman,President,,LIB,Bob Barr,12
Norman,President,,R,John McCain,1204
Norman,President,,SWP,,2
Norman,President,,WI,WRITE-IN,13
Norman,U.S. Senate,,CP,,12
Norman,U.S. Senate,,DFL,Al Franken,1576
Norman,U.S. Senate,,IND,Dean Barkley,460
Norman,U.S. Senate,,LIB,,26
Norman,U.S. Senate,,R,Norm Coleman,1334
Norman,U.S. Senate,,WI,WRITE-IN,2
Olmsted,President,,CP,,186
Olmsted,President,,DFL,Barack Obama,38711
Olmsted,President,,GP,Cynthia McKinney,104
Olmsted,President,,IND,Ralph Nader,678
Olmsted,President,,LIB,Bob Barr,306
Olmsted,President,,R,John McCain,36202
Olmsted,President,,SWP,,19
Olmsted,President,,WI,WRITE-IN,264
Olmsted,U.S. Senate,,CP,,230
Olmsted,U.S. Senate,,DFL,Al Franken,28589
Olmsted,U.S. Senate,,IND,Dean Barkley,10666
Olmsted,U.S. Senate,,LIB,,496
Olmsted,U.S. Senate,,R,Norm Coleman,35334
Olmsted,U.S. Senate,,WI,WRITE-IN,61
Otter Tail,President,,CP,,68
Otter Tail,President,,DFL,Barack Obama,13856
Otter Tail,President,,GP,Cynthia McKinney,55
Otter Tail,President,,IND,Ralph Nader,433
Otter Tail,President,,LIB,Bob Barr,81
Otter Tail,President,,R,John McCain,18077
Otter Tail,President,,SWP,,10
Otter Tail,President,,WI,WRITE-IN,107
Otter Tail,U.S. Senate,,CP,,101
Otter Tail,U.S. Senate,,DFL,Al Franken,10740
Otter Tail,U.S. Senate,,IND,Dean Barkley,4263
Otter Tail,U.S. Senate,,LIB,,167
Otter Tail,U.S. Senate,,R,Norm Coleman,17199
Otter Tail,U.S. Senate,,WI,WRITE-IN,20
Pennington,President,,CP,,19
Pennington,President,,DFL,Barack Obama,3394
Pennington,President,,GP,Cynthia McKinney,15
Pennington,President,,IND,Ralph Nader,92
Pennington,President,,LIB,Bob Barr,24
Pennington,President,,R,John McCain,3248
Pennington,President,,SWP,,3
Pennington,President,,WI,WRITE-IN,27
Pennington,U.S. Senate,,CP,,24
Pennington,U.S. Senate,,DFL,Al Franken,2595
Pennington,U.S. Senate,,IND,Dean Barkley,822
Pennington,U.S. Senate,,LIB,,49
Pennington,U.S. Senate,,R,Norm Coleman,3239
Pennington,U.S. Senate,,WI,WRITE-IN,7
Pine,President,,CP,,47
Pine,President,,DFL,Barack Obama,7084
Pine,President,,GP,Cynthia McKinney,49
Pine,President,,IND,Ralph Nader,234
Pine,President,,LIB,Bob Barr,44
Pine,President,,R,John McCain,6862
Pine,President,,SWP,,4
Pine,President,,WI,WRITE-IN,59
Pine,U.S. Senate,,CP,,71
Pine,U.S. Senate,,DFL,Al Franken,6016
Pine,U.S. Senate,,IND,Dean Barkley,2489
Pine,U.S. Senate,,LIB,,71
Pine,U.S. Senate,,R,Norm Coleman,5683
Pine,U.S. Senate,,WI,WRITE-IN,15
Pipestone,President,,CP,,17
Pipestone,President,,DFL,Barack Obama,2023
Pipestone,President,,GP,Cynthia McKinney,6
Pipestone,President,,IND,Ralph Nader,67
Pipestone,President,,LIB,Bob Barr,12
Pipestone,President,,R,John McCain,2652
Pipestone,President,,SWP,,1
Pipestone,President,,WI,WRITE-IN,23
Pipestone,U.S. Senate,,CP,,25
Pipestone,U.S. Senate,,DFL,Al Franken,1681
Pipestone,U.S. Senate,,IND,Dean Barkley,369
Pipestone,U.S. Senate,,LIB,,23
Pipestone,U.S. Senate,,R,Norm Coleman,2637
Pipestone,U.S. Senate,,WI,WRITE-IN,4
Polk,President,,CP,,26
Polk,President,,DFL,Barack Obama,7850
Polk,President,,GP,Cynthia McKinney,25
Polk,President,,IND,Ralph Nader,179
Polk,President,,LIB,Bob Barr,32
Polk,President,,R,John McCain,7148
Polk,President,,SWP,,3
Polk,President,,WI,WRITE-IN,71
Polk,U.S. Senate,,CP,,50
Polk,U.S. Senate,,DFL,Al Franken,5926
Polk,U.S. Senate,,IND,Dean Barkley,1715
Polk,U.S. Senate,,LIB,,89
Polk,U.S. Senate,,R,Norm Coleman,7353
Polk,U.S. Senate,,WI,WRITE-IN,7
Pope,President,,CP,,15
Pope,President,,DFL,Barack Obama,3317
Pope,President,,GP,Cynthia McKinney,9
Pope,President,,IND,Ralph Nader,95
Pope,President,,LIB,Bob Barr,11
Pope,President,,R,John McCain,3069
Pope,President,,SWP,,1
Pope,President,,WI,WRITE-IN,19
Pope,U.S. Senate,,CP,,20
Pope,U.S. Senate,,DFL,Al Franken,2559
Pope,U.S. Senate,,IND,Dean Barkley,1171
Pope,U.S. Senate,,LIB,,23
Pope,U.S. Senate,,R,Norm Coleman,2749
Pope,U.S. Senate,,WI,WRITE-IN,2
Ramsey,President,,CP,,515
Ramsey,President,,DFL,Barack Obama,182974
Ramsey,President,,GP,Cynthia McKinney,536
Ramsey,President,,IND,Ralph Nader,2491
Ramsey,President,,LIB,Bob Barr,963
Ramsey,President,,R,John McCain,88942
Ramsey,President,,SWP,,90
Ramsey,President,,WI,WRITE-IN,875
Ramsey,U.S. Senate,,CP,,796
Ramsey,U.S. Senate,,DFL,Al Franken,142251
Ramsey,U.S. Senate,,IND,Dean Barkley,36708
Ramsey,U.S. Senate,,LIB,,1342
Ramsey,U.S. Senate,,R,Norm Coleman,92952
Ramsey,U.S. Senate,,WI,WRITE-IN,315
Red Lake,President,,CP,,18
Red Lake,President,,DFL,Barack Obama,1120
Red Lake,President,,GP,Cynthia McKinney,7
Red Lake,President,,IND,Ralph Nader,47
Red Lake,President,,LIB,Bob Barr,3
Red Lake,President,,R,John McCain,983
Red Lake,President,,SWP,,0
Red Lake,President,,WI,WRITE-IN,13
Red Lake,U.S. Senate,,CP,,14
Red Lake,U.S. Senate,,DFL,Al Franken,834
Red Lake,U.S. Senate,,IND,Dean Barkley,311
Red Lake,U.S. Senate,,LIB,,15
Red Lake,U.S. Senate,,R,Norm Coleman,984
Red Lake,U.S. Senate,,WI,WRITE-IN,0
Redwood,President,,CP,,67
Redwood,President,,DFL,Barack Obama,3250
Redwood,President,,GP,Cynthia McKinney,14
Redwood,President,,IND,Ralph Nader,121
Redwood,President,,LIB,Bob Barr,19
Redwood,President,,R,John McCain,4308
Redwood,President,,SWP,,5
Redwood,President,,WI,WRITE-IN,22
Redwood,U.S. Senate,,CP,,53
Redwood,U.S. Senate,,DFL,Al Franken,2454
Redwood,U.S. Senate,,IND,Dean Barkley,1569
Redwood,U.S. Senate,,LIB,,35
Redwood,U.S. Senate,,R,Norm Coleman,3642
Redwood,U.S. Senate,,WI,WRITE-IN,4
Renville,President,,CP,,24
Renville,President,,DFL,Barack Obama,3904
Renville,President,,GP,Cynthia McKinney,11
Renville,President,,IND,Ralph Nader,196
Renville,President,,LIB,Bob Barr,25
Renville,President,,R,John McCain,3956
Renville,President,,SWP,,1
Renville,President,,WI,WRITE-IN,18
Renville,U.S. Senate,,CP,,25
Renville,U.S. Senate,,DFL,Al Franken,2909
Renville,U.S. Senate,,IND,Dean Barkley,1854
Renville,U.S. Senate,,LIB,,46
Renville,U.S. Senate,,R,Norm Coleman,3275
Renville,U.S. Senate,,WI,WRITE-IN,4
Rice,President,,CP,,79
Rice,President,,DFL,Barack Obama,17381
Rice,President,,GP,Cynthia McKinney,45
Rice,President,,IND,Ralph Nader,368
Rice,President,,LIB,Bob Barr,96
Rice,President,,R,John McCain,13723
Rice,President,,SWP,,9
Rice,President,,WI,WRITE-IN,98
Rice,U.S. Senate,,CP,,93
Rice,U.S. Senate,,DFL,Al Franken,13680
Rice,U.S. Senate,,IND,Dean Barkley,5428
Rice,U.S. Senate,,LIB,,135
Rice,U.S. Senate,,R,Norm Coleman,12061
Rice,U.S. Senate,,WI,WRITE-IN,27
Rock,President,,CP,,10
Rock,President,,DFL,Barack Obama,2079
Rock,President,,GP,Cynthia McKinney,17
Rock,President,,IND,Ralph Nader,52
Rock,President,,LIB,Bob Barr,13
Rock,President,,R,John McCain,2775
Rock,President,,SWP,,3
Rock,President,,WI,WRITE-IN,26
Rock,U.S. Senate,,CP,,19
Rock,U.S. Senate,,DFL,Al Franken,1750
Rock,U.S. Senate,,IND,Dean Barkley,426
Rock,U.S. Senate,,LIB,,41
Rock,U.S. Senate,,R,Norm Coleman,2656
Rock,U.S. Senate,,WI,WRITE-IN,3
Roseau,President,,CP,,17
Roseau,President,,DFL,Barack Obama,3097
Roseau,President,,GP,Cynthia McKinney,14
Roseau,President,,IND,Ralph Nader,93
Roseau,President,,LIB,Bob Barr,16
Roseau,President,,R,John McCain,4438
Roseau,President,,SWP,,2
Roseau,President,,WI,WRITE-IN,23
Roseau,U.S. Senate,,CP,,32
Roseau,U.S. Senate,,DFL,Al Franken,2421
Roseau,U.S. Senate,,IND,Dean Barkley,743
Roseau,U.S. Senate,,LIB,,48
Roseau,U.S. Senate,,R,Norm Coleman,4394
Roseau,U.S. Senate,,WI,WRITE-IN,2
Scott,President,,CP,,122
Scott,President,,DFL,Barack Obama,29208
Scott,President,,GP,Cynthia McKinney,100
Scott,President,,IND,Ralph Nader,535
Scott,President,,LIB,Bob Barr,250
Scott,President,,R,John McCain,36724
Scott,President,,SWP,,8
Scott,President,,WI,WRITE-IN,185
Scott,U.S. Senate,,CP,,184
Scott,U.S. Senate,,DFL,Al Franken,20693
Scott,U.S. Senate,,IND,Dean Barkley,11615
Scott,U.S. Senate,,LIB,,291
Scott,U.S. Senate,,R,Norm Coleman,33839
Scott,U.S. Senate,,WI,WRITE-IN,55
Sherburne,President,,CP,,134
Sherburne,President,,DFL,Barack Obama,17957
Sherburne,President,,GP,Cynthia McKinney,61
Sherburne,President,,IND,Ralph Nader,438
Sherburne,President,,LIB,Bob Barr,113
Sherburne,President,,R,John McCain,26140
Sherburne,President,,SWP,,8
Sherburne,President,,WI,WRITE-IN,139
Sherburne,U.S. Senate,,CP,,150
Sherburne,U.S. Senate,,DFL,Al Franken,13405
Sherburne,U.S. Senate,,IND,Dean Barkley,8066
Sherburne,U.S. Senate,,LIB,,170
Sherburne,U.S. Senate,,R,Norm Coleman,22887
Sherburne,U.S. Senate,,WI,WRITE-IN,39
Sibley,President,,CP,,16
Sibley,President,,DFL,Barack Obama,2998
Sibley,President,,GP,Cynthia McKinney,19
Sibley,President,,IND,Ralph Nader,168
Sibley,President,,LIB,Bob Barr,17
Sibley,President,,R,John McCain,4492
Sibley,President,,SWP,,1
Sibley,President,,WI,WRITE-IN,18
Sibley,U.S. Senate,,CP,,29
Sibley,U.S. Senate,,DFL,Al Franken,2158
Sibley,U.S. Senate,,IND,Dean Barkley,1976
Sibley,U.S. Senate,,LIB,,42
Sibley,U.S. Senate,,R,Norm Coleman,3499
Sibley,U.S. Senate,,WI,WRITE-IN,6
St. Louis,President,,CP,,318
St. Louis,President,,DFL,Barack Obama,77351
St. Louis,President,,GP,Cynthia McKinney,219
St. Louis,President,,IND,Ralph Nader,1311
St. Louis,President,,LIB,Bob Barr,343
St. Louis,President,,R,John McCain,38742
St. Louis,President,,SWP,,49
St. Louis,President,,WI,WRITE-IN,481
St. Louis,U.S. Senate,,CP,,349
St. Louis,U.S. Senate,,DFL,Al Franken,64531
St. Louis,U.S. Senate,,IND,Dean Barkley,14283
St. Louis,U.S. Senate,,LIB,,521
St. Louis,U.S. Senate,,R,Norm Coleman,38320
St. Louis,U.S. Senate,,WI,WRITE-IN,121
Stearns,President,,CP,,219
Stearns,President,,DFL,Barack Obama,35690
Stearns,President,,GP,Cynthia McKinney,191
Stearns,President,,IND,Ralph Nader,990
Stearns,President,,LIB,Bob Barr,196
Stearns,President,,R,John McCain,41194
Stearns,President,,SWP,,26
Stearns,President,,WI,WRITE-IN,250
Stearns,U.S. Senate,,CP,,239
Stearns,U.S. Senate,,DFL,Al Franken,26161
Stearns,U.S. Senate,,IND,Dean Barkley,15003
Stearns,U.S. Senate,,LIB,,395
Stearns,U.S. Senate,,R,Norm Coleman,36224
Stearns,U.S. Senate,,WI,WRITE-IN,56
Steele,President,,CP,,77
Steele,President,,DFL,Barack Obama,9016
Steele,President,,GP,Cynthia McKinney,48
Steele,President,,IND,Ralph Nader,299
Steele,President,,LIB,Bob Barr,63
Steele,President,,R,John McCain,10068
Steele,President,,SWP,,5
Steele,President,,WI,WRITE-IN,80
Steele,U.S. Senate,,CP,,63
Steele,U.S. Senate,,DFL,Al Franken,6552
Steele,U.S. Senate,,IND,Dean Barkley,4173
Steele,U.S. Senate,,LIB,,107
Steele,U.S. Senate,,R,Norm Coleman,8647
Steele,U.S. Senate,,WI,WRITE-IN,10
Stevens,President,,CP,,18
Stevens,President,,DFL,Barack Obama,2781
Stevens,President,,GP,Cynthia McKinney,17
Stevens,President,,IND,Ralph Nader,72
Stevens,President,,LIB,Bob Barr,16
Stevens,President,,R,John McCain,2710
Stevens,President,,SWP,,3
Stevens,President,,WI,WRITE-IN,17
Stevens,U.S. Senate,,CP,,20
Stevens,U.S. Senate,,DFL,Al Franken,2250
Stevens,U.S. Senate,,IND,Dean Barkley,784
Stevens,U.S. Senate,,LIB,,28
Stevens,U.S. Senate,,R,Norm Coleman,2526
Stevens,U.S. Senate,,WI,WRITE-IN,5
Swift,President,,CP,,18
Swift,President,,DFL,Barack Obama,2907
Swift,President,,GP,Cynthia McKinney,10
Swift,President,,IND,Ralph Nader,99
Swift,President,,LIB,Bob Barr,14
Swift,President,,R,John McCain,2184
Swift,President,,SWP,,4
Swift,President,,WI,WRITE-IN,8
Swift,U.S. Senate,,CP,,18
Swift,U.S. Senate,,DFL,Al Franken,2294
Swift,U.S. Senate,,IND,Dean Barkley,1007
Swift,U.S. Senate,,LIB,,28
Swift,U.S. Senate,,R,Norm Coleman,1879
Swift,U.S. Senate,,WI,WRITE-IN,3
Todd,President,,CP,,45
Todd,President,,DFL,Barack Obama,5277
Todd,President,,GP,Cynthia McKinney,22
Todd,President,,IND,Ralph Nader,208
Todd,President,,LIB,Bob Barr,30
Todd,President,,R,John McCain,6637
Todd,President,,SWP,,6
Todd,President,,WI,WRITE-IN,32
Todd,U.S. Senate,,CP,,52
Todd,U.S. Senate,,DFL,Al Franken,4177
Todd,U.S. Senate,,IND,Dean Barkley,2346
Todd,U.S. Senate,,LIB,,58
Todd,U.S. Senate,,R,Norm Coleman,5536
Todd,U.S. Senate,,WI,WRITE-IN,6
Traverse,President,,CP,,11
Traverse,President,,DFL,Barack Obama,1043
Traverse,President,,GP,Cynthia McKinney,3
Traverse,President,,IND,Ralph Nader,37
Traverse,President,,LIB,Bob Barr,4
Traverse,President,,R,John McCain,933
Traverse,President,,SWP,,2
Traverse,President,,WI,WRITE-IN,2
Traverse,U.S. Senate,,CP,,3
Traverse,U.S. Senate,,DFL,Al Franken,794
Traverse,U.S. Senate,,IND,Dean Barkley,381
Traverse,U.S. Senate,,LIB,,12
Traverse,U.S. Senate,,R,Norm Coleman,837
Traverse,U.S. Senate,,WI,WRITE-IN,0
Wabasha,President,,CP,,15
Wabasha,President,,DFL,Barack Obama,5646
Wabasha,President,,GP,Cynthia McKinney,24
Wabasha,President,,IND,Ralph Nader,201
Wabasha,President,,LIB,Bob Barr,32
Wabasha,President,,R,John McCain,5935
Wabasha,President,,SWP,,4
Wabasha,President,,WI,WRITE-IN,36
Wabasha,U.S. Senate,,CP,,25
Wabasha,U.S. Senate,,DFL,Al Franken,4466
Wabasha,U.S. Senate,,IND,Dean Barkley,2305
Wabasha,U.S. Senate,,LIB,,64
Wabasha,U.S. Senate,,R,Norm Coleman,4959
Wabasha,U.S. Senate,,WI,WRITE-IN,11
Wadena,President,,CP,,15
Wadena,President,,DFL,Barack Obama,2882
Wadena,President,,GP,Cynthia McKinney,16
Wadena,President,,IND,Ralph Nader,102
Wadena,President,,LIB,Bob Barr,11
Wadena,President,,R,John McCain,4128
Wadena,President,,SWP,,4
Wadena,President,,WI,WRITE-IN,11
Wadena,U.S. Senate,,CP,,27
Wadena,U.S. Senate,,DFL,Al Franken,2294
Wadena,U.S. Senate,,IND,Dean Barkley,1107
Wadena,U.S. Senate,,LIB,,37
Wadena,U.S. Senate,,R,Norm Coleman,3683
Wadena,U.S. Senate,,WI,WRITE-IN,4
Waseca,President,,CP,,16
Waseca,President,,DFL,Barack Obama,4401
Waseca,President,,GP,Cynthia McKinney,24
Waseca,President,,IND,Ralph Nader,173
Waseca,President,,LIB,Bob Barr,26
Waseca,President,,R,John McCain,5211
Waseca,President,,SWP,,6
Waseca,President,,WI,WRITE-IN,31
Waseca,U.S. Senate,,CP,,24
Waseca,U.S. Senate,,DFL,Al Franken,3261
Waseca,U.S. Senate,,IND,Dean Barkley,2285
Waseca,U.S. Senate,,LIB,,58
Waseca,U.S. Senate,,R,Norm Coleman,4229
Waseca,U.S. Senate,,WI,WRITE-IN,4
Washington,President,,CP,,259
Washington,President,,DFL,Barack Obama,70277
Washington,President,,GP,Cynthia McKinney,177
Washington,President,,IND,Ralph Nader,1097
Washington,President,,LIB,Bob Barr,442
Washington,President,,R,John McCain,64334
Washington,President,,SWP,,21
Washington,President,,WI,WRITE-IN,452
Washington,U.S. Senate,,CP,,332
Washington,U.S. Senate,,DFL,Al Franken,50562
Washington,U.S. Senate,,IND,Dean Barkley,20711
Washington,U.S. Senate,,LIB,,556
Washington,U.S. Senate,,R,Norm Coleman,63804
Washington,U.S. Senate,,WI,WRITE-IN,70
Watonwan,President,,CP,,18
Watonwan,President,,DFL,Barack Obama,2562
Watonwan,President,,GP,Cynthia McKinney,15
Watonwan,President,,IND,Ralph Nader,103
Watonwan,President,,LIB,Bob Barr,11
Watonwan,President,,R,John McCain,2526
Watonwan,President,,SWP,,5
Watonwan,President,,WI,WRITE-IN,18
Watonwan,U.S. Senate,,CP,,16
Watonwan,U.S. Senate,,DFL,Al Franken,2019
Watonwan,U.S. Senate,,IND,Dean Barkley,1065
Watonwan,U.S. Senate,,LIB,,30
Watonwan,U.S. Senate,,R,Norm Coleman,2104
Watonwan,U.S. Senate,,WI,WRITE-IN,5
Wilkin,President,,CP,,7
Wilkin,President,,DFL,Barack Obama,1550
Wilkin,President,,GP,Cynthia McKinney,6
Wilkin,President,,IND,Ralph Nader,44
Wilkin,President,,LIB,Bob Barr,11
Wilkin,President,,R,John McCain,1786
Wilkin,President,,SWP,,2
Wilkin,President,,WI,WRITE-IN,8
Wilkin,U.S. Senate,,CP,,10
Wilkin,U.S. Senate,,DFL,Al Franken,1074
Wilkin,U.S. Senate,,IND,Dean Barkley,453
Wilkin,U.S. Senate,,LIB,,23
Wilkin,U.S. Senate,,R,Norm Coleman,1814
Wilkin,U.S. Senate,,WI,WRITE-IN,2
Winona,President,,CP,,75
Winona,President,,DFL,Barack Obama,16308
Winona,President,,GP,Cynthia McKinney,57
Winona,President,,IND,Ralph Nader,295
Winona,President,,LIB,Bob Barr,106
Winona,President,,R,John McCain,10975
Winona,President,,SWP,,8
Winona,President,,WI,WRITE-IN,111
Winona,U.S. Senate,,CP,,102
Winona,U.S. Senate,,DFL,Al Franken,12761
Winona,U.S. Senate,,IND,Dean Barkley,2782
Winona,U.S. Senate,,LIB,,259
Winona,U.S. Senate,,R,Norm Coleman,11318
Winona,U.S. Senate,,WI,WRITE-IN,21
Wright,President,,CP,,204
Wright,President,,DFL,Barack Obama,26343
Wright,President,,GP,Cynthia McKinney,90
Wright,President,,IND,Ralph Nader,751
Wright,President,,LIB,Bob Barr,194
Wright,President,,R,John McCain,37779
Wright,President,,SWP,,12
Wright,President,,WI,WRITE-IN,205
Wright,U.S. Senate,,CP,,233
Wright,U.S. Senate,,DFL,Al Franken,18664
Wright,U.S. Senate,,IND,Dean Barkley,13010
Wright,U.S. Senate,,LIB,,267
Wright,U.S. Senate,,R,Norm Coleman,32999
Wright,U.S. Senate,,WI,WRITE-IN,46
Yellow Medicine,President,,CP,,27
Yellow Medicine,President,,DFL,Barack Obama,2816
Yellow Medicine,President,,GP,Cynthia McKinney,10
Yellow Medicine,President,,IND,Ralph Nader,93
Yellow Medicine,President,,LIB,Bob Barr,23
Yellow Medicine,President,,R,John McCain,2579
Yellow Medicine,President,,SWP,,5
Yellow Medicine,President,,WI,WRITE-IN,16
Yellow Medicine,U.S. Senate,,CP,,24
Yellow Medicine,U.S. Senate,,DFL,Al Franken,2174
Yellow Medicine,U.S. Senate,,IND,Dean Barkley,1028
Yellow Medicine,U.S. Senate,,LIB,,21
Yellow Medicine,U.S. Senate,,R,Norm Coleman,2313
Yellow Medicine,U.S. Senate,,WI,WRITE-IN,3
