district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
8A,41477,1193,40280,35824,1138,833,325,16,182,572,1113,195,77,2014,516,1783,33752,782,32970,30040,741,673,260,17,67,273,768,111,45,1477,362,1055
8B,42899,696,42174,38680,1053,261,832,8,151,334,513,358,9,788,1194,1367,35725,487,35232,32664,642,242,727,0,139,147,451,197,8,705,929,799
9A,42053,1669,40397,38019,600,232,292,11,183,386,509,140,14,760,440,1002,32711,971,31744,30258,385,181,215,20,64,214,321,54,15,521,273,622
9B,41560,655,40888,40028,69,67,86,7,38,126,358,133,0,416,211,194,32741,399,32342,31839,40,59,83,0,17,60,217,46,9,280,125,101
10A,42836,749,42072,39385,205,1344,164,14,87,338,443,165,11,1794,316,498,33952,449,33496,31910,138,810,142,22,41,116,281,57,0,1086,180,255
10B,43999,897,43103,41817,197,75,187,12,67,188,350,250,0,427,451,376,32532,469,32066,31146,142,71,120,9,50,118,289,121,0,362,254,263
11A,42339,740,41599,37273,854,1436,146,0,146,109,1454,195,47,2941,335,1000,33275,505,32766,29733,753,1028,96,0,27,32,978,129,29,2043,224,815
11B,43161,921,42251,38887,1028,769,352,21,69,267,641,141,0,1412,499,1314,34587,637,33961,31555,929,570,212,20,8,131,432,42,5,1010,253,1061
12A,41208,1612,39606,38109,267,312,215,94,43,156,332,60,0,644,278,427,31681,856,30828,29758,232,286,183,0,19,50,240,43,0,526,226,282
12B,43756,1549,42199,41184,201,73,131,73,109,140,178,97,0,255,227,337,34034,789,33233,32509,143,58,77,72,88,39,159,77,5,223,154,187
13A,42739,1014,41715,40266,451,21,165,22,63,252,175,248,0,201,531,710,33002,634,32366,31537,183,20,180,24,20,115,115,152,0,142,428,304
13B,42986,1120,41893,39126,1030,37,432,10,257,146,267,503,37,340,934,1219,31529,503,31032,29331,796,30,342,11,69,28,140,233,37,208,575,861
14A,41043,1671,39386,28203,8217,8,1195,40,99,968,177,511,45,232,1584,9225,31197,959,30246,24174,4240,10,854,40,58,421,155,321,9,176,1075,4667
14B,39370,2612,36742,28553,4793,176,969,10,467,1399,306,87,30,506,1083,6219,30713,1480,29234,24546,2858,174,658,7,163,611,200,18,33,395,692,3500
15A,41377,1936,39452,36141,697,380,1100,13,92,416,339,271,0,716,1371,1117,31071,828,30247,28264,473,324,734,16,41,173,203,45,0,526,779,646
15B,41851,1709,40145,38070,292,583,493,17,63,137,310,181,0,893,674,428,32245,942,31301,29844,189,429,353,20,48,141,182,84,9,620,440,337
16A,40985,2755,38291,37010,230,207,229,150,106,87,192,63,13,416,292,327,31349,1463,29921,29101,162,104,208,27,46,61,140,35,13,255,244,237
16B,40227,4716,35507,32478,1726,167,334,46,6,540,74,135,0,240,469,2266,30425,2629,27799,26161,896,75,196,7,6,287,69,89,6,153,285,1189
17A,41385,2142,39177,37945,189,39,233,13,193,212,227,133,0,268,366,401,31644,1049,30556,29753,169,10,153,0,152,80,170,70,5,185,222,253
17B,42514,2188,40331,38717,261,45,493,13,219,200,168,219,0,211,712,459,32339,1261,31080,30080,175,19,415,9,161,26,123,62,0,142,477,201
18A,41804,1916,39886,36524,2070,104,507,0,251,243,137,179,0,245,683,2303,32423,1202,31223,29262,1149,98,401,0,86,183,84,41,0,183,438,1289
18B,41841,2112,39715,35259,1801,96,1122,1,168,450,160,541,4,255,1660,2270,34618,1564,33037,29998,1136,49,1051,0,114,208,128,272,0,175,1325,1398
19A,40431,3454,36968,32724,3028,143,424,20,25,232,173,198,0,316,619,3257,32031,2135,29885,27155,2022,144,205,21,30,100,110,98,0,254,301,2122
19B,41736,3129,38607,35928,1252,115,449,5,197,353,123,193,0,240,650,1605,31505,1821,29695,28048,750,114,395,4,78,146,85,71,4,208,468,900
20A,41380,1289,40088,38149,553,354,256,0,54,191,345,157,27,724,414,768,32604,701,31893,30781,221,264,158,4,29,134,199,102,5,467,260,369
20B,42281,1088,41201,39935,79,55,576,4,24,172,112,213,20,197,760,260,32242,604,31646,30851,59,40,457,0,14,46,81,42,1,126,500,101
21A,40711,1942,38771,37000,169,179,603,16,42,336,246,212,30,451,795,535,30607,950,29658,28538,122,109,493,19,19,143,166,72,27,302,565,292
21B,38458,7635,30805,27790,979,72,934,20,81,129,187,533,9,271,1487,1122,27960,3606,24344,22543,568,42,745,10,64,40,176,101,4,218,846,612
22A,41514,2952,38584,37524,231,42,141,8,87,310,177,66,0,220,212,533,31494,1436,30080,29470,178,23,134,0,70,112,72,22,6,105,152,289
22B,42456,1712,40754,39173,535,91,111,0,35,252,236,306,4,332,418,789,32063,856,31216,30299,330,75,91,0,31,87,170,122,4,250,216,420
23A,41753,3550,38203,35928,476,38,1055,32,10,172,281,190,5,322,1239,663,32515,2081,30431,29041,308,33,674,24,24,27,191,97,9,228,770,344
23B,39648,4032,35625,31286,1269,30,1905,278,42,548,168,111,9,207,2017,1818,29479,1940,27540,25141,653,18,1166,74,14,278,105,95,9,132,1262,940
24A,42409,1540,40861,38866,455,25,706,5,70,210,233,351,17,274,1068,691,31076,857,30210,29013,325,8,459,0,21,190,130,108,10,147,584,520
24B,40756,2485,38266,31440,3032,28,2475,9,72,542,148,479,5,181,2939,3578,29952,1146,28800,24547,1663,27,1901,8,55,268,118,197,4,149,2083,1936
25A,41365,1785,39576,31100,4057,37,2740,4,139,631,141,701,12,191,3456,4702,30320,1309,29013,24193,2224,32,1943,0,96,222,68,212,18,118,2159,2463
25B,40204,2915,37286,29705,3659,103,2162,0,193,576,230,631,30,363,2793,4265,32664,1805,30857,25541,2644,103,1751,0,131,184,179,299,28,310,2050,2856
26A,41658,1406,40266,37841,808,107,599,9,107,269,206,301,0,306,915,1077,34829,817,34024,32384,406,87,529,0,14,229,156,229,4,246,751,640
26B,42366,582,41780,40664,145,44,246,5,70,300,169,113,8,221,360,455,32528,324,32204,31580,104,16,175,6,41,138,88,47,0,104,222,242
27A,43331,1247,42074,40123,653,41,495,0,131,145,156,320,15,213,777,814,31886,731,31143,29964,416,28,358,0,27,83,111,113,12,153,458,517
27B,44170,903,43280,41023,165,132,548,0,74,466,451,351,26,611,902,655,32789,584,32214,30987,94,116,374,0,58,142,254,154,34,404,524,269
28A,43086,1029,42057,39727,355,155,710,0,27,334,434,296,0,588,1007,696,33201,576,32624,31172,232,128,487,5,14,181,314,83,0,445,569,418
28B,42918,1088,41830,39711,170,126,965,16,37,410,232,163,0,358,1128,580,32926,715,32211,30934,76,115,586,21,39,197,170,73,0,285,659,273
29A,44738,996,43792,42502,108,41,223,4,6,348,364,195,0,405,414,472,32691,555,32146,31369,60,48,143,0,8,142,315,63,0,363,207,208
29B,42481,1783,40699,38818,244,113,631,9,137,218,208,296,12,333,928,473,31575,996,30578,29378,150,86,524,0,40,108,147,119,15,248,643,273
30A,45077,948,44102,39585,2143,104,962,5,75,702,108,298,10,222,1273,2852,31617,550,31073,28449,1450,56,657,0,24,272,60,71,0,113,733,1725
30B,44289,1432,42845,38944,1441,56,1135,9,104,770,414,159,8,477,1263,2219,33299,887,32405,30054,981,55,719,0,104,259,289,7,4,350,724,1231
31A,43098,977,42099,37374,2160,35,1178,27,71,727,317,207,0,352,1385,2891,32074,509,31555,28788,1199,27,826,18,36,332,194,138,0,221,964,1531
31B,43598,776,42819,39896,618,80,1051,13,119,66,350,546,9,437,1629,689,33510,471,33031,31218,289,37,802,6,94,53,200,305,0,233,1109,342
32A,43684,1026,42663,33813,3965,60,3316,0,102,497,244,676,4,308,3997,4469,32104,537,31573,26086,2596,52,2390,1,63,165,127,118,0,179,2514,2765
32B,42878,1976,40900,32027,3349,173,3251,6,534,645,315,591,6,494,3834,3997,31845,1329,30513,25412,2018,150,2129,0,162,181,291,151,0,441,2273,2195
33A,43015,1181,41844,38531,1011,24,1382,4,54,200,389,232,5,425,1619,1206,32127,632,31497,29597,582,37,936,10,16,67,226,33,0,261,970,651
33B,40720,1733,38980,36049,1251,204,551,11,30,259,265,346,8,478,897,1523,32434,988,31444,29216,1084,204,381,14,27,124,220,160,11,437,540,1212
34A,42209,1495,40719,35384,2757,44,1144,0,146,646,145,474,0,189,1614,3403,30593,995,29593,26855,1532,48,718,4,94,95,91,150,5,144,867,1639
34B,38544,2361,36189,21776,6633,59,5962,4,432,688,356,261,9,424,6226,7331,28024,1155,26854,17315,4712,65,4098,8,81,333,215,79,0,280,4178,5032
35A,40734,2243,38501,31015,3182,298,1912,12,393,774,358,522,48,704,2433,4004,32200,1147,31064,26258,2087,228,1258,16,177,505,234,280,34,496,1537,2626
35B,41645,2008,39646,31285,3293,155,3052,0,93,684,414,539,111,680,3588,4070,32105,1260,30856,25407,1943,164,2355,0,36,241,308,271,65,537,2624,2246
36A,42282,1193,41055,36849,944,139,1852,5,63,323,364,527,4,507,2369,1271,32200,665,31519,28858,625,129,1375,0,36,174,189,130,4,322,1505,803
36B,40786,2225,38608,32978,1323,92,2438,4,201,724,194,664,4,290,3117,2053,32098,1227,30901,27205,803,59,1766,8,175,464,150,278,8,217,2045,1277
37A,42691,662,41993,36066,2172,18,2469,9,190,246,331,476,4,354,2949,2406,30482,276,30196,27003,1131,14,1659,18,83,51,143,91,4,162,1748,1179
37B,42286,1342,40942,34533,2947,28,1916,0,24,709,205,598,0,233,2511,3656,33283,808,32476,28643,1987,25,1420,14,9,70,117,191,4,146,1610,2062
38A,37678,2497,35183,13403,10819,133,8436,0,102,1614,139,397,122,394,8840,12564,27539,1259,26288,11930,7381,139,5777,0,78,660,90,175,50,279,5957,8098
38B,37380,4021,33359,12187,12287,168,6648,8,253,1379,269,55,105,542,6701,13779,25362,2012,23349,10931,6935,94,4280,0,109,709,190,38,69,353,4316,7715
39A,39388,4259,35127,24216,6694,314,2541,5,318,363,301,297,67,681,2838,7122,29857,2066,27786,20810,4119,223,1660,6,271,223,253,178,33,509,1839,4374
39B,39814,3320,36499,25353,7453,69,1850,0,236,842,191,503,0,261,2353,8298,30362,1729,28642,21206,4725,78,1624,0,134,510,134,234,5,217,1858,5239
40A,40251,1742,38503,32187,2185,40,2827,4,173,179,314,586,27,382,3409,2383,30735,1017,29712,25542,1469,39,2063,4,49,100,179,238,38,257,2299,1604
40B,39672,1947,37731,29723,2615,148,3324,14,232,823,201,651,0,348,3979,3441,31312,1145,30172,25039,1893,110,2426,14,144,241,168,126,9,286,2553,2147
41A,44527,1282,43232,38295,1231,50,2180,17,187,676,232,383,0,277,2563,1893,32920,833,32077,29112,654,47,1497,17,139,350,143,126,4,194,1623,996
41B,42283,2608,39677,34982,1606,193,1626,28,140,508,351,189,4,543,1827,2130,32627,1561,31072,28072,1349,159,1028,28,69,66,203,71,4,365,1103,1429
42A,40185,933,39258,31210,1443,70,4431,4,98,878,220,913,0,290,5342,2321,28198,623,27576,23126,895,71,2676,7,48,355,98,303,0,169,2981,1250
42B,38820,2037,36809,30387,1849,178,2310,4,379,810,242,619,51,471,2928,2713,30180,1075,29120,25065,1413,144,1705,16,41,247,154,287,53,353,1995,1714
43A,38499,3080,35420,25426,6411,113,1268,0,392,963,285,534,36,434,1808,7410,29956,2032,27924,21622,4369,96,988,0,105,297,182,229,41,319,1220,4707
43B,39276,2912,36337,29222,4215,51,1070,7,169,499,262,613,201,514,1678,4912,31462,1452,29995,25134,2973,68,954,5,67,231,197,356,0,263,1304,3203
44A,37903,2970,34947,21610,3153,191,8227,4,241,598,247,452,140,578,8677,3894,28571,1119,27477,18588,2390,150,5531,4,78,166,165,260,74,389,5793,2631
44B,41739,2286,39428,27896,3420,200,5908,13,217,1145,246,296,143,591,6195,4708,31972,1693,30245,23422,1956,190,3932,14,103,239,211,133,90,491,4062,2287
45A,41401,895,40500,38150,347,124,797,5,93,352,311,320,0,435,1117,699,31422,573,30848,29501,173,63,572,5,28,127,233,145,0,296,717,300
45B,40620,1590,39037,35520,1248,66,1303,0,115,278,117,388,6,189,1691,1532,31830,790,31041,28964,679,61,877,5,117,99,71,168,4,136,1045,782
46A,40138,2328,37808,32672,1851,47,1114,4,102,1133,261,610,17,325,1721,3021,32964,1456,31507,27996,1286,35,1026,5,35,480,233,396,21,289,1418,1787
46B,40497,1491,39008,31737,3715,32,1202,5,745,759,190,482,128,350,1687,4595,32781,1036,31746,27418,2388,28,917,0,178,338,152,231,90,271,1152,2823
47A,40541,2450,38095,29857,3181,20,3612,103,58,720,181,336,36,235,3950,3937,31178,1347,29831,24646,2030,23,2501,99,19,237,130,101,36,189,2612,2303
47B,43843,1987,41852,30617,3811,54,6204,0,36,410,78,629,5,137,6832,4226,30730,1278,29453,22889,2148,44,3994,0,16,174,71,126,0,115,4110,2322
48A,44072,1337,42727,40043,601,63,504,50,338,631,211,271,0,274,776,1235,32105,845,31260,29637,355,29,316,50,153,469,155,111,0,184,426,821
48B,41577,2585,38993,34888,1042,59,1785,4,46,513,107,520,41,207,2304,1595,31358,1469,29885,27451,613,56,1244,0,22,169,87,198,38,181,1443,823
49A,40623,1289,39332,32369,2948,52,1832,0,68,666,370,1038,0,422,2864,3601,31282,710,30571,26482,1742,21,1381,0,34,131,352,424,0,372,1804,1863
49B,37899,1805,36095,28361,1696,22,4463,0,215,640,248,432,10,280,4902,2346,29002,1118,27885,22796,1146,14,3174,0,52,309,173,213,0,187,3388,1458
50A,39876,1499,38375,33136,1385,45,2237,17,131,524,168,681,13,226,2921,1922,30678,670,30004,26848,908,31,1575,0,85,204,116,195,11,158,1769,1123
50B,39122,1275,37843,31420,2573,112,1524,4,650,731,286,548,4,403,2069,3304,31637,835,30807,26419,1881,83,1272,0,485,294,216,162,4,304,1433,2179
51A,38905,5583,33331,26441,4238,160,1248,4,286,381,442,104,48,650,1351,4666,30968,3216,27753,22569,3302,159,972,0,158,217,324,30,18,502,1001,3535
51B,39448,5895,33559,23551,5862,184,2230,4,156,1019,320,235,31,534,2464,6916,30529,2882,27646,20571,3617,173,2042,0,96,813,237,113,15,424,2157,4445
52A,41262,3259,38021,27514,6096,16,3077,15,152,631,129,427,0,144,3506,6735,31924,1664,30262,23097,3968,6,2275,11,64,462,112,280,5,122,2555,4438
52B,39899,1937,37967,31041,2288,90,2604,4,181,1304,105,366,4,199,2976,3587,30615,1042,29581,25052,1516,64,1922,4,138,672,50,157,0,114,2087,2182
53A,41146,4749,36417,31872,2070,112,1060,5,76,469,242,487,4,361,1537,2563,32839,3205,29629,26660,1230,113,803,14,82,272,160,318,0,277,1110,1507
53B,41205,5430,35770,30754,2219,28,1584,26,254,462,277,184,0,304,1772,2680,32094,3174,28917,25455,1575,34,1214,35,189,98,237,71,0,268,1288,1670
54A,41590,3182,38320,27888,3783,310,4439,9,226,764,324,529,0,632,4973,4567,30632,1870,28709,21859,2208,264,3411,9,20,495,184,234,4,454,3656,2701
54B,42769,2258,40599,36269,801,487,1591,0,84,493,227,665,27,745,2249,1301,31232,1064,30220,27597,544,350,1081,4,75,225,155,184,26,529,1254,800
55A,41218,2353,38865,29826,3826,47,2214,11,130,1709,260,743,99,406,2957,5634,30207,1296,28911,23757,2425,43,1717,6,90,322,210,261,80,333,1978,2827
55B,40179,3719,36442,27239,5577,96,1684,0,347,939,242,220,65,403,1904,6569,31622,1951,29669,23240,3818,80,1465,6,169,563,136,123,59,275,1588,4439
56A,40454,2423,38031,28131,4826,14,2115,38,131,1737,188,788,60,262,2904,6623,30362,1222,29140,23015,3117,8,1712,19,88,518,164,430,67,239,2143,3702
56B,42016,1364,40655,35043,1311,49,2344,20,166,601,247,860,4,300,3206,1916,30770,807,29959,26630,931,16,1625,22,133,245,126,227,0,142,1851,1169
57A,42408,2071,40342,35836,1827,30,1422,0,48,441,239,474,17,285,1900,2285,30908,1279,29628,27110,1066,13,977,0,47,52,146,195,17,179,1171,1135
57B,44246,2046,42194,34935,3119,155,2214,4,198,843,183,553,0,337,2765,3962,31748,1309,30440,26320,1886,146,1499,5,91,273,118,107,0,261,1607,2159
58A,41687,2536,39154,36779,579,37,953,0,80,194,182,344,5,224,1297,778,32027,1294,30730,28961,337,52,880,7,30,157,124,177,0,176,1057,494
58B,42538,1938,40600,37453,1209,7,857,33,187,311,222,370,10,240,1211,1540,30602,1116,29493,27792,603,13,476,27,94,209,133,174,0,147,646,818
59A,38687,3903,34779,14051,13070,433,4260,0,462,1563,475,83,370,1300,4343,15009,27867,2333,25526,12273,8696,348,2710,0,372,679,208,34,187,762,2744,9560
59B,40874,2253,38613,20498,13454,251,2270,0,433,699,573,415,107,892,2683,14250,32479,1378,31104,19234,8613,178,1762,5,185,442,371,359,91,614,2126,9155
60A,41015,2273,38738,29617,5083,203,1368,20,269,933,247,777,221,671,2146,6235,34301,1492,32806,26504,3243,195,1243,13,121,539,209,519,220,624,1763,4000
60B,36411,2518,33890,21773,7316,254,2357,8,180,681,174,908,75,505,3263,8077,32985,1920,31067,21366,5049,236,2333,8,181,573,184,896,79,501,3227,5706
61A,39698,2784,36933,27971,5175,276,1543,19,145,785,182,598,309,784,2145,6282,35766,2343,33425,26424,4263,239,1371,16,114,390,133,345,149,528,1715,4806
61B,41588,2568,39021,34547,1554,19,1271,9,149,508,234,734,5,258,2008,2064,34310,2015,32298,28859,1411,17,1040,0,93,399,203,298,0,220,1332,1812
62A,39039,4758,34279,18975,12056,421,999,14,281,688,61,367,372,849,1378,13123,30906,2732,28161,17906,7565,370,898,4,159,489,56,307,380,803,1217,8437
62B,36069,6049,29992,18911,7920,963,761,6,122,629,216,379,184,1371,1128,8763,25870,2493,23377,16070,4885,822,604,17,62,328,202,252,182,1210,844,5390
63A,41995,3028,38962,29138,5906,213,1032,0,314,772,646,735,201,1053,1767,6861,33757,1913,31844,25228,4125,162,869,0,193,486,307,378,92,554,1248,4682
63B,41562,1663,39925,34917,1644,89,988,45,224,1197,205,541,15,311,1526,2829,31650,1080,30583,27201,1310,57,866,25,94,626,183,202,11,254,1071,1956
64A,40789,2038,38766,33495,2187,33,1171,0,190,477,317,816,113,462,1990,2801,34182,1548,32634,28654,1636,39,1026,0,138,418,271,380,116,428,1397,2195
64B,39941,1931,38014,31177,3197,24,1680,9,239,543,479,607,51,554,2287,3788,32396,1134,31265,26352,2188,28,1350,0,127,361,481,324,49,558,1673,2595
65A,38673,2891,35758,14130,12556,208,6075,18,511,1210,309,384,136,657,6453,13892,27750,2133,25605,11984,8124,160,4038,18,248,379,216,262,71,438,4304,8550
65B,40704,4971,35741,25513,4830,312,2468,0,159,1323,559,386,188,1066,2847,6332,32515,3389,29127,22585,3014,157,1970,0,100,555,371,285,72,602,2254,3650
66A,41015,2034,38989,29742,4660,90,2045,0,425,1101,188,855,0,278,2904,5743,33714,1492,32230,25728,3064,83,1698,0,234,590,158,700,0,242,2402,3633
66B,36664,3065,33577,14218,5314,247,11971,40,652,828,152,194,16,409,12163,6171,25489,1549,23944,12420,3656,169,6794,33,392,351,61,88,8,242,6883,4037
67A,37163,3565,33603,11828,4225,215,14408,0,421,1737,157,258,310,678,14679,6270,24760,1643,23111,10485,2887,159,8451,0,173,664,156,72,35,350,8534,3587
67B,38559,3593,34952,14347,8203,144,10586,7,202,966,163,376,12,318,10957,9180,27526,2072,25454,12850,5273,130,6419,14,87,454,142,113,10,281,6523,5734
