year,office,district,party,missing_rows
2002,State Senate,36,ICP,41
2002,State Senate,36,IND,41
2002,State Senate,36,R,41
2002,State Senate,37,CP,25
2002,State Senate,37,DFL,25
2002,State Senate,37,GP,25
2002,State Senate,37,ICP,25
2002,State Senate,37,IND,25
2002,State Senate,37,R,25
2002,State Senate,38,CP,23
2002,State Senate,38,DFL,23
2002,State Senate,38,GP,23
2002,State Senate,38,ICP,23
2002,State Senate,38,IND,23
2002,State Senate,38,R,23
2002,State Senate,39,CP,31
2002,State Senate,39,DFL,31
2002,State Senate,39,GP,31
2002,State Senate,39,ICP,31
2002,State Senate,39,IND,31
2002,State Senate,39,R,31
2002,State Senate,4,CP,139
2002,State Senate,4,DFL,139
2002,State Senate,4,GP,139
2002,State Senate,4,ICP,139
2002,State Senate,4,IND,139
2002,State Senate,4,R,139
2002,State Senate,40,CP,23
2002,State Senate,40,DFL,23
2002,State Senate,40,GP,23
2002,State Senate,40,ICP,23
2002,State Senate,40,IND,23
2002,State Senate,40,R,23
2002,State Senate,41,CP,28
2002,State Senate,41,DFL,28
2002,State Senate,41,GP,28
2002,State Senate,41,ICP,28
2002,State Senate,41,IND,28
2002,State Senate,41,R,28
2002,State Senate,42,CP,28
2002,State Senate,42,DFL,28
2002,State Senate,42,GP,28
2002,State Senate,42,ICP,28
2002,State Senate,42,IND,28
2002,State Senate,42,R,28
2002,State Senate,43,CP,32
2002,State Senate,43,DFL,32
2002,State Senate,43,GP,32
2002,State Senate,43,ICP,32
2002,State Senate,43,IND,32
2002,State Senate,43,R,32
2002,State Senate,44,CP,28
2002,State Senate,44,DFL,28
2002,State Senate,44,GP,28
2002,State Senate,44,ICP,28
2002,State Senate,44,IND,28
2002,State Senate,44,R,28
2002,State Senate,45,CP,33
2002,State Senate,45,DFL,33
2002,State Senate,45,GP,33
2002,State Senate,45,ICP,33
2002,State Senate,45,IND,33
2002,State Senate,45,R,33
2002,State Senate,46,CP,23
2002,State Senate,46,DFL,23
2002,State Senate,46,GP,23
2002,State Senate,46,ICP,23
2002,State Senate,46,IND,23
2002,State Senate,46,R,23
2002,State Senate,47,CP,24
2002,State Senate,47,DFL,24
2002,State Senate,47,GP,24
2002,State Senate,47,ICP,24
2002,State Senate,47,IND,24
2002,State Senate,47,R,24
2002,State Senate,48,CP,30
2002,State Senate,48,DFL,30
2002,State Senate,48,GP,30
2002,State Senate,48,ICP,30
2002,State Senate,48,IND,30
2002,State Senate,48,R,30
2002,State Senate,49,CP,28
2002,State Senate,49,DFL,28
2002,State Senate,49,GP,28
2002,State Senate,49,ICP,28
2002,State Senate,49,IND,28
2002,State Senate,49,R,28
2002,State Senate,5,CP,96
2002,State Senate,5,DFL,96
2002,State Senate,5,GP,96
2002,State Senate,5,ICP,96
2002,State Senate,5,IND,96
2002,State Senate,5,R,96
2002,State Senate,50,CP,27
2002,State Senate,50,DFL,27
2002,State Senate,50,GP,27
2002,State Senate,50,ICP,27
2002,State Senate,50,IND,27
2002,State Senate,50,R,27
2002,State Senate,51,CP,33
2002,State Senate,51,DFL,33
2002,State Senate,51,GP,33
2002,State Senate,51,ICP,33
2002,State Senate,51,IND,33
2002,State Senate,51,R,33
2002,State Senate,52,CP,30
2002,State Senate,52,DFL,30
2002,State Senate,52,GP,30
2002,State Senate,52,ICP,30
2002,State Senate,52,IND,30
2002,State Senate,52,R,30
2002,State Senate,53,CP,22
2002,State Senate,53,DFL,22
2002,State Senate,53,GP,22
2002,State Senate,53,ICP,22
2002,State Senate,53,IND,22
2002,State Senate,53,R,22
2002,State Senate,54,CP,24
2002,State Senate,54,DFL,24
2002,State Senate,54,GP,24
2002,State Senate,54,ICP,24
2002,State Senate,54,IND,24
2002,State Senate,54,R,24
2002,State Senate,55,CP,28
2002,State Senate,55,DFL,28
2002,State Senate,55,GP,28
2002,State Senate,55,ICP,28
2002,State Senate,55,IND,28
2002,State Senate,55,R,28
2002,State Senate,56,CP,26
2002,State Senate,56,DFL,26
2002,State Senate,56,GP,26
2002,State Senate,56,ICP,26
2002,State Senate,56,IND,26
2002,State Senate,56,R,26
2002,State Senate,57,CP,34
2002,State Senate,57,DFL,34
2002,State Senate,57,GP,34
2002,State Senate,57,ICP,34
2002,State Senate,57,IND,34
2002,State Senate,57,R,34
2002,State Senate,58,CP,26
2002,State Senate,58,DFL,26
2002,State Senate,58,GP,26
2002,State Senate,58,ICP,26
2002,State Senate,58,IND,26
2002,State Senate,58,R,26
2002,State Senate,59,CP,24
2002,State Senate,59,DFL,24
2002,State Senate,59,GP,24
2002,State Senate,59,ICP,24
2002,State Senate,59,IND,24
2002,State Senate,59,R,24
2002,State Senate,6,CP,88
2002,State Senate,6,DFL,88
2002,State Senate,6,GP,88
2002,State Senate,6,ICP,88
2002,State Senate,6,IND,88
2002,State Senate,6,R,88
2002,State Senate,60,CP,26
2002,State Senate,60,DFL,26
2002,State Senate,60,GP,26
2002,State Senate,60,ICP,26
2002,State Senate,60,IND,26
2002,State Senate,60,R,26
2002,State Senate,61,CP,23
2002,State Senate,61,DFL,23
2002,State Senate,61,GP,23
2002,State Senate,61,ICP,23
2002,State Senate,61,IND,23
2002,State Senate,61,R,23
2002,State Senate,62,CP,26
2002,State Senate,62,DFL,26
2002,State Senate,62,GP,26
2002,State Senate,62,ICP,26
2002,State Senate,62,IND,26
2002,State Senate,62,R,26
2002,State Senate,63,CP,21
2002,State Senate,63,DFL,21
2002,State Senate,63,GP,21
2002,State Senate,63,ICP,21
2002,State Senate,63,IND,21
2002,State Senate,63,R,21
2002,State Senate,64,CP,29
2002,State Senate,64,DFL,29
2002,State Senate,64,GP,29
2002,State Senate,64,ICP,29
2002,State Senate,64,IND,29
2002,State Senate,64,R,29
2002,State Senate,65,CP,25
2002,State Senate,65,DFL,25
2002,State Senate,65,GP,25
2002,State Senate,65,ICP,25
2002,State Senate,65,IND,25
2002,State Senate,65,R,25
2002,State Senate,66,CP,26
2002,State Senate,66,DFL,26
2002,State Senate,66,GP,26
2002,State Senate,66,ICP,26
2002,State Senate,66,IND,26
2002,State Senate,66,R,26
2002,State Senate,67,CP,26
2002,State Senate,67,DFL,26
2002,State Senate,67,GP,26
2002,State Senate,67,ICP,26
2002,State Senate,67,IND,26
2002,State Senate,67,R,26
2002,State Senate,7,CP,31
2002,State Senate,7,DFL,31
2002,State Senate,7,GP,31
2002,State Senate,7,ICP,31
2002,State Senate,7,IND,31
2002,State Senate,7,R,31
2002,State Senate,8,CP,113
2002,State Senate,8,DFL,113
2002,State Senate,8,GP,113
2002,State Senate,8,ICP,113
2002,State Senate,8,IND,113
2002,State Senate,8,R,113
2002,State Senate,9,CP,111
2002,State Senate,9,DFL,111
2002,State Senate,9,GP,111
2002,State Senate,9,ICP,111
2002,State Senate,9,IND,111
2002,State Senate,9,R,111
2002,U.S. House,1,DFL,751
2002,U.S. House,1,GP,751
2002,U.S. House,1,IND,751
2002,U.S. House,1,NNT,751
2002,U.S. House,1,R,751
2002,U.S. House,2,DFL,306
2002,U.S. House,2,GP,306
2002,U.S. House,2,IND,306
2002,U.S. House,2,NNT,306
2002,U.S. House,2,R,306
2002,U.S. House,3,DFL,240
2002,U.S. House,3,GP,240
2002,U.S. House,3,IND,240
2002,U.S. House,3,NNT,240
2002,U.S. House,3,R,240
2002,U.S. House,4,DFL,220
2002,U.S. House,4,GP,220
2002,U.S. House,4,IND,220
2002,U.S. House,4,NNT,220
2002,U.S. House,4,R,220
2002,U.S. House,5,DFL,225
2002,U.S. House,5,GP,225
2002,U.S. House,5,IND,225
2002,U.S. House,5,NNT,225
2002,U.S. House,5,R,225
2002,U.S. House,6,DFL,302
2002,U.S. House,6,GP,302
2002,U.S. House,6,IND,302
2002,U.S. House,6,NNT,302
2002,U.S. House,6,R,302
2002,U.S. House,7,DFL,1243
2002,U.S. House,7,GP,1243
2002,U.S. House,7,IND,1243
2002,U.S. House,7,NNT,1243
2002,U.S. House,7,R,1243
2002,U.S. House,8,DFL,819
2002,U.S. House,8,GP,819
2002,U.S. House,8,IND,819
2002,U.S. House,8,NNT,819
2002,U.S. House,8,R,819
2002,U.S. Senate,NA,CP,4106
2002,U.S. Senate,NA,GP,4106
2004,President,NA,BL,4108
2004,President,NA,C,4108
2004,President,NA,CF,4108
2004,President,NA,SE,4108
2004,President,NA,SWP,4108
2004,State House,10A,DFL,53
2004,State House,10A,GP,53
2004,State House,10A,IND,53
2004,State House,10A,R,53
2004,State House,10B,DFL,69
2004,State House,10B,GP,69
2004,State House,10B,IND,69
2004,State House,10B,R,69
2004,State House,11A,DFL,71
2004,State House,11A,GP,71
2004,State House,11A,IND,71
2004,State House,11A,R,71
2004,State House,11B,DFL,52
2004,State House,11B,GP,52
2004,State House,11B,IND,52
2004,State House,11B,R,52
2004,State House,12A,DFL,25
2004,State House,12A,GP,25
2004,State House,12A,IND,25
2004,State House,12A,R,25
2004,State House,12B,DFL,52
2004,State House,12B,GP,52
2004,State House,12B,IND,52
2004,State House,12B,R,52
2004,State House,13A,DFL,71
2004,State House,13A,GP,71
2004,State House,13A,IND,71
2004,State House,13A,R,71
2004,State House,13B,DFL,38
2004,State House,13B,GP,38
2004,State House,13B,IND,38
2004,State House,13B,R,38
2004,State House,14A,DFL,29
2004,State House,14A,GP,29
2004,State House,14A,IND,29
2004,State House,14A,R,29
2004,State House,14B,DFL,26
2004,State House,14B,GP,26
2004,State House,14B,IND,26
2004,State House,14B,R,26
2004,State House,15A,DFL,19
2004,State House,15A,GP,19
2004,State House,15A,IND,19
2004,State House,15A,R,19
2004,State House,15B,DFL,23
2004,State House,15B,GP,23
2004,State House,15B,IND,23
2004,State House,15B,R,23
2004,State House,16A,DFL,46
2004,State House,16A,GP,46
2004,State House,16A,IND,46
2004,State House,16A,R,46
2004,State House,16B,DFL,16
2004,State House,16B,GP,16
2004,State House,16B,IND,16
2004,State House,16B,R,16
2004,State House,17A,DFL,18
2004,State House,17A,GP,18
2004,State House,17A,IND,18
2004,State House,17A,R,18
2004,State House,17B,DFL,20
2004,State House,17B,GP,20
2004,State House,17B,IND,20
2004,State House,17B,R,20
2004,State House,18A,DFL,31
2004,State House,18A,GP,31
2004,State House,18A,IND,31
2004,State House,18A,R,31
2004,State House,18B,DFL,37
2004,State House,18B,GP,37
2004,State House,18B,IND,37
2004,State House,18B,R,37
2004,State House,19A,DFL,15
2004,State House,19A,GP,15
2004,State House,19A,IND,15
2004,State House,19A,R,15
2004,State House,19B,DFL,13
2004,State House,19B,GP,13
2004,State House,19B,IND,13
2004,State House,19B,R,13
2004,State House,1A,DFL,126
2004,State House,1A,GP,126
2004,State House,1A,IND,126
2004,State House,1A,R,126
2004,State House,1B,DFL,118
2004,State House,1B,GP,118
2004,State House,1B,IND,118
2004,State House,1B,R,118
2004,State House,20A,DFL,120
2004,State House,20A,GP,120
2004,State House,20A,IND,120
2004,State House,20A,R,120
2004,State House,20B,DFL,78
2004,State House,20B,GP,78
2004,State House,20B,IND,78
2004,State House,20B,R,78
2004,State House,21A,DFL,60
2004,State House,21A,GP,60
2004,State House,21A,IND,60
2004,State House,21A,R,60
2004,State House,21B,DFL,57
2004,State House,21B,GP,57
2004,State House,21B,IND,57
2004,State House,21B,R,57
2004,State House,22A,DFL,99
2004,State House,22A,GP,99
2004,State House,22A,IND,99
2004,State House,22A,R,99
2004,State House,22B,DFL,74
2004,State House,22B,GP,74
2004,State House,22B,IND,74
2004,State House,22B,R,74
2004,State House,23A,DFL,45
2004,State House,23A,GP,45
2004,State House,23A,IND,45
2004,State House,23A,R,45
2004,State House,23B,DFL,24
2004,State House,23B,GP,24
2004,State House,23B,IND,24
2004,State House,23B,R,24
2004,State House,24A,DFL,61
2004,State House,24A,GP,61
2004,State House,24A,IND,61
2004,State House,24A,R,61
2004,State House,24B,DFL,66
2004,State House,24B,GP,66
2004,State House,24B,IND,66
2004,State House,24B,R,66
2004,State House,25A,DFL,40
2004,State House,25A,GP,40
2004,State House,25A,IND,40
2004,State House,25A,R,40
2004,State House,25B,DFL,24
2004,State House,25B,GP,24
2004,State House,25B,IND,24
2004,State House,25B,R,24
2004,State House,26A,DFL,23
2004,State House,26A,GP,23
2004,State House,26A,IND,23
2004,State House,26A,R,23
2004,State House,26B,DFL,24
2004,State House,26B,GP,24
2004,State House,26B,IND,24
2004,State House,26B,R,24
2004,State House,27A,DFL,49
2004,State House,27A,GP,49
2004,State House,27A,IND,49
2004,State House,27A,R,49
2004,State House,27B,DFL,35
2004,State House,27B,GP,35
2004,State House,27B,IND,35
2004,State House,27B,R,35
2004,State House,28A,DFL,34
2004,State House,28A,GP,34
2004,State House,28A,IND,34
2004,State House,28A,R,34
2004,State House,28B,DFL,53
2004,State House,28B,GP,53
2004,State House,28B,IND,53
2004,State House,28B,R,53
2004,State House,29A,DFL,33
2004,State House,29A,GP,33
2004,State House,29A,IND,33
2004,State House,29A,R,33
2004,State House,29B,DFL,18
2004,State House,29B,GP,18
2004,State House,29B,IND,18
2004,State House,29B,R,18
2004,State House,2A,DFL,111
2004,State House,2A,GP,111
2004,State House,2A,IND,111
2004,State House,2A,R,111
2004,State House,2B,DFL,102
2004,State House,2B,GP,102
2004,State House,2B,IND,102
2004,State House,2B,R,102
2004,State House,30A,DFL,18
2004,State House,30A,GP,18
2004,State House,30A,IND,18
2004,State House,30A,R,18
2004,State House,30B,DFL,30
2004,State House,30B,GP,30
2004,State House,30B,IND,30
2004,State House,30B,R,30
2004,State House,31A,DFL,31
2004,State House,31A,GP,31
2004,State House,31A,IND,31
2004,State House,31A,R,31
2004,State House,31B,DFL,56
2004,State House,31B,GP,56
2004,State House,31B,IND,56
2004,State House,31B,R,56
2004,State House,32A,DFL,20
2004,State House,32A,GP,20
2004,State House,32A,IND,20
2004,State House,32A,R,20
2004,State House,32B,DFL,16
2004,State House,32B,GP,16
2004,State House,32B,IND,16
2004,State House,32B,R,16
2004,State House,33A,DFL,16
2004,State House,33A,GP,16
2004,State House,33A,IND,16
2004,State House,33A,R,16
2004,State House,33B,DFL,22
2004,State House,33B,GP,22
2004,State House,33B,IND,22
2004,State House,33B,R,22
2004,State House,34A,DFL,25
2004,State House,34A,GP,25
2004,State House,34A,IND,25
2004,State House,34A,R,25
2004,State House,34B,DFL,14
2004,State House,34B,GP,14
2004,State House,34B,IND,14
2004,State House,34B,R,14
2004,State House,35A,DFL,20
2004,State House,35A,GP,20
2004,State House,35A,IND,20
2004,State House,35A,R,20
2004,State House,35B,DFL,14
2004,State House,35B,GP,14
2004,State House,35B,IND,14
2004,State House,35B,R,14
2004,State House,36A,DFL,12
2004,State House,36A,GP,12
2004,State House,36A,IND,12
2004,State House,36A,R,12
2004,State House,36B,DFL,29
2004,State House,36B,GP,29
2004,State House,36B,IND,29
2004,State House,36B,R,29
2004,State House,37A,DFL,13
2004,State House,37A,GP,13
2004,State House,37A,IND,13
2004,State House,37A,R,13
2004,State House,37B,DFL,14
2004,State House,37B,GP,14
2004,State House,37B,IND,14
2004,State House,37B,R,14
2004,State House,38A,DFL,11
2004,State House,38A,GP,11
2004,State House,38A,IND,11
2004,State House,38A,R,11
2004,State House,38B,DFL,12
2004,State House,38B,GP,12
2004,State House,38B,IND,12
2004,State House,38B,R,12
2004,State House,39A,DFL,18
2004,State House,39A,GP,18
2004,State House,39A,IND,18
2004,State House,39A,R,18
2004,State House,39B,DFL,13
2004,State House,39B,GP,13
2004,State House,39B,IND,13
2004,State House,39B,R,13
2004,State House,3A,DFL,96
2004,State House,3A,GP,96
2004,State House,3A,IND,96
2004,State House,3A,R,96
2004,State House,3B,DFL,73
2004,State House,3B,GP,73
2004,State House,3B,IND,73
2004,State House,3B,R,73
2004,State House,40A,DFL,11
2004,State House,40A,GP,11
2004,State House,40A,IND,11
2004,State House,40A,R,11
2004,State House,40B,DFL,14
2004,State House,40B,GP,14
2004,State House,40B,IND,14
2004,State House,40B,R,14
2004,State House,41A,DFL,15
2004,State House,41A,GP,15
2004,State House,41A,IND,15
2004,State House,41A,R,15
2004,State House,41B,DFL,15
2004,State House,41B,GP,15
2004,State House,41B,IND,15
2004,State House,41B,R,15
2004,State House,42A,DFL,17
2004,State House,42A,GP,17
2004,State House,42A,IND,17
2004,State House,42A,R,17
2004,State House,42B,DFL,12
2004,State House,42B,GP,12
2004,State House,42B,IND,12
2004,State House,42B,R,12
2004,State House,43A,DFL,15
2004,State House,43A,GP,15
2004,State House,43A,IND,15
2004,State House,43A,R,15
2004,State House,43B,DFL,17
2004,State House,43B,GP,17
2004,State House,43B,IND,17
2004,State House,43B,R,17
2004,State House,44A,DFL,14
2004,State House,44A,GP,14
2004,State House,44A,IND,14
2004,State House,44A,R,14
2004,State House,44B,DFL,14
2004,State House,44B,GP,14
2004,State House,44B,IND,14
2004,State House,44B,R,14
2004,State House,45A,DFL,16
2004,State House,45A,GP,16
2004,State House,45A,IND,16
2004,State House,45A,R,16
2004,State House,45B,DFL,18
2004,State House,45B,GP,18
2004,State House,45B,IND,18
2004,State House,45B,R,18
2004,State House,46A,DFL,13
2004,State House,46A,GP,13
2004,State House,46A,IND,13
2004,State House,46A,R,13
2004,State House,46B,DFL,10
2004,State House,46B,GP,10
2004,State House,46B,IND,10
2004,State House,46B,R,10
2004,State House,47A,DFL,9
2004,State House,47A,GP,9
2004,State House,47A,IND,9
2004,State House,47A,R,9
2004,State House,47B,DFL,15
2004,State House,47B,GP,15
2004,State House,47B,IND,15
2004,State House,47B,R,15
2004,State House,48A,DFL,14
2004,State House,48A,GP,14
2004,State House,48A,IND,14
2004,State House,48A,R,14
2004,State House,48B,DFL,16
2004,State House,48B,GP,16
2004,State House,48B,IND,16
2004,State House,48B,R,16
2004,State House,49A,DFL,15
2004,State House,49A,GP,15
2004,State House,49A,IND,15
2004,State House,49A,R,15
2004,State House,49B,DFL,13
2004,State House,49B,GP,13
2004,State House,49B,IND,13
2004,State House,49B,R,13
2004,State House,4A,DFL,65
2004,State House,4A,GP,65
2004,State House,4A,IND,65
2004,State House,4A,R,65
2004,State House,4B,DFL,74
2004,State House,4B,GP,74
2004,State House,4B,IND,74
2004,State House,4B,R,74
2004,State House,50A,DFL,17
2004,State House,50A,GP,17
2004,State House,50A,IND,17
2004,State House,50A,R,17
2004,State House,50B,DFL,10
2004,State House,50B,GP,10
2004,State House,50B,IND,10
2004,State House,50B,R,10
2004,State House,51A,DFL,17
2004,State House,51A,GP,17
2004,State House,51A,IND,17
2004,State House,51A,R,17
2004,State House,51B,DFL,17
2004,State House,51B,GP,17
2004,State House,51B,IND,17
2004,State House,51B,R,17
2004,State House,52A,DFL,12
2004,State House,52A,GP,12
2004,State House,52A,IND,12
2004,State House,52A,R,12
2004,State House,52B,DFL,18
2004,State House,52B,GP,18
2004,State House,52B,IND,18
2004,State House,52B,R,18
2004,State House,53A,DFL,12
2004,State House,53A,GP,12
2004,State House,53A,IND,12
2004,State House,53A,R,12
2004,State House,53B,DFL,10
2004,State House,53B,GP,10
2004,State House,53B,IND,10
2004,State House,53B,R,10
2004,State House,54A,DFL,11
2004,State House,54A,GP,11
2004,State House,54A,IND,11
2004,State House,54A,R,11
2004,State House,54B,DFL,13
2004,State House,54B,GP,13
2004,State House,54B,IND,13
2004,State House,54B,R,13
2004,State House,55A,DFL,15
2004,State House,55A,GP,15
2004,State House,55A,IND,15
2004,State House,55A,R,15
2004,State House,55B,DFL,13
2004,State House,55B,GP,13
2004,State House,55B,IND,13
2004,State House,55B,R,13
2004,State House,56A,DFL,15
2004,State House,56A,GP,15
2004,State House,56A,IND,15
2004,State House,56A,R,15
2004,State House,56B,DFL,11
2004,State House,56B,GP,11
2004,State House,56B,IND,11
2004,State House,56B,R,11
2004,State House,57A,DFL,15
2004,State House,57A,GP,15
2004,State House,57A,IND,15
2004,State House,57A,R,15
2004,State House,57B,DFL,19
2004,State House,57B,GP,19
2004,State House,57B,IND,19
2004,State House,57B,R,19
2004,State House,58A,DFL,12
2004,State House,58A,GP,12
2004,State House,58A,IND,12
2004,State House,58A,R,12
2004,State House,58B,DFL,14
2004,State House,58B,GP,14
2004,State House,58B,IND,14
2004,State House,58B,R,14
2004,State House,59A,DFL,12
2004,State House,59A,GP,12
2004,State House,59A,IND,12
2004,State House,59A,R,12
2004,State House,59B,DFL,13
2004,State House,59B,GP,13
2004,State House,59B,IND,13
2004,State House,59B,R,13
2004,State House,5A,DFL,49
2004,State House,5A,GP,49
2004,State House,5A,IND,49
2004,State House,5A,R,49
2004,State House,5B,DFL,44
2004,State House,5B,GP,44
2004,State House,5B,IND,44
2004,State House,5B,R,44
2004,State House,60A,DFL,13
2004,State House,60A,GP,13
2004,State House,60A,IND,13
2004,State House,60A,R,13
2004,State House,60B,DFL,13
2004,State House,60B,GP,13
2004,State House,60B,IND,13
2004,State House,60B,R,13
2004,State House,61A,DFL,11
2004,State House,61A,GP,11
2004,State House,61A,IND,11
2004,State House,61A,R,11
2004,State House,61B,DFL,12
2004,State House,61B,GP,12
2004,State House,61B,IND,12
2004,State House,61B,R,12
2004,State House,62A,DFL,13
2004,State House,62A,GP,13
2004,State House,62A,IND,13
2004,State House,62A,R,13
2004,State House,62B,DFL,13
2004,State House,62B,GP,13
2004,State House,62B,IND,13
2004,State House,62B,R,13
2004,State House,63A,DFL,10
2004,State House,63A,GP,10
2004,State House,63A,IND,10
2004,State House,63A,R,10
2004,State House,63B,DFL,13
2004,State House,63B,GP,13
2004,State House,63B,IND,13
2004,State House,63B,R,13
2004,State House,64A,DFL,15
2004,State House,64A,GP,15
2004,State House,64A,IND,15
2004,State House,64A,R,15
2004,State House,64B,DFL,14
2004,State House,64B,GP,14
2004,State House,64B,IND,14
2004,State House,64B,R,14
2004,State House,65A,DFL,11
2004,State House,65A,GP,11
2004,State House,65A,IND,11
2004,State House,65A,R,11
2004,State House,65B,DFL,14
2004,State House,65B,GP,14
2004,State House,65B,IND,14
2004,State House,65B,R,14
2004,State House,66A,DFL,12
2004,State House,66A,GP,12
2004,State House,66A,IND,12
2004,State House,66A,R,12
2004,State House,66B,DFL,14
2004,State House,66B,GP,14
2004,State House,66B,IND,14
2004,State House,66B,R,14
2004,State House,67A,DFL,13
2004,State House,67A,GP,13
2004,State House,67A,IND,13
2004,State House,67A,R,13
2004,State House,67B,DFL,13
2004,State House,67B,GP,13
2004,State House,67B,IND,13
2004,State House,67B,R,13
2004,State House,6A,DFL,73
2004,State House,6A,GP,73
2004,State House,6A,IND,73
2004,State House,6A,R,73
2004,State House,6B,DFL,15
2004,State House,6B,GP,15
2004,State House,6B,IND,15
2004,State House,6B,R,15
2004,State House,7A,DFL,15
2004,State House,7A,GP,15
2004,State House,7A,IND,15
2004,State House,7A,R,15
2004,State House,7B,DFL,16
2004,State House,7B,GP,16
2004,State House,7B,IND,16
2004,State House,7B,R,16
2004,State House,8A,DFL,70
2004,State House,8A,GP,70
2004,State House,8A,IND,70
2004,State House,8A,R,70
2004,State House,8B,DFL,42
2004,State House,8B,GP,42
2004,State House,8B,IND,42
2004,State House,8B,R,42
2004,State House,9A,DFL,26
2004,State House,9A,GP,26
2004,State House,9A,IND,26
2004,State House,9A,R,26
2004,State House,9B,DFL,85
2004,State House,9B,GP,85
2004,State House,9B,IND,85
2004,State House,9B,R,85
2004,U.S. House,1,DFL,750
2004,U.S. House,1,GP,750
2004,U.S. House,1,IND,750
2004,U.S. House,1,R,750
2004,U.S. House,2,DFL,311
2004,U.S. House,2,GP,311
2004,U.S. House,2,IND,311
2004,U.S. House,2,R,311
2004,U.S. House,3,DFL,246
2004,U.S. House,3,GP,246
2004,U.S. House,3,IND,246
2004,U.S. House,3,R,246
2004,U.S. House,4,DFL,220
2004,U.S. House,4,GP,220
2004,U.S. House,4,IND,220
2004,U.S. House,4,R,220
2004,U.S. House,5,DFL,227
2004,U.S. House,5,GP,227
2004,U.S. House,5,IND,227
2004,U.S. House,5,R,227
2004,U.S. House,6,DFL,306
2004,U.S. House,6,GP,306
2004,U.S. House,6,IND,306
2004,U.S. House,6,R,306
2004,U.S. House,7,DFL,1241
2004,U.S. House,7,GP,1241
2004,U.S. House,7,IND,1241
2004,U.S. House,7,R,1241
2004,U.S. House,8,DFL,807
2004,U.S. House,8,GP,807
2004,U.S. House,8,IND,807
2004,U.S. House,8,R,807
2006,State House,10A,DFL,53
2006,State House,10A,IND,53
2006,State House,10A,R,53
2006,State House,10B,DFL,69
2006,State House,10B,IND,69
2006,State House,10B,R,69
2006,State House,11A,DFL,72
2006,State House,11A,IND,72
2006,State House,11A,R,72
2006,State House,11B,DFL,54
2006,State House,11B,IND,54
2006,State House,11B,R,54
2006,State House,12A,DFL,27
2006,State House,12A,IND,27
2006,State House,12A,R,27
2006,State House,12B,DFL,52
2006,State House,12B,IND,52
2006,State House,12B,R,52
2006,State House,13A,DFL,71
2006,State House,13A,IND,71
2006,State House,13A,R,71
2006,State House,13B,DFL,38
2006,State House,13B,IND,38
2006,State House,13B,R,38
2006,State House,14A,DFL,29
2006,State House,14A,IND,29
2006,State House,14A,R,29
2006,State House,14B,DFL,26
2006,State House,14B,IND,26
2006,State House,14B,R,26
2006,State House,15A,DFL,19
2006,State House,15A,IND,19
2006,State House,15A,R,19
2006,State House,15B,DFL,23
2006,State House,15B,IND,23
2006,State House,15B,R,23
2006,State House,16A,DFL,46
2006,State House,16A,IND,46
2006,State House,16A,R,46
2006,State House,16B,DFL,18
2006,State House,16B,IND,18
2006,State House,16B,R,18
2006,State House,17A,DFL,18
2006,State House,17A,IND,18
2006,State House,17A,R,18
2006,State House,17B,DFL,21
2006,State House,17B,IND,21
2006,State House,17B,R,21
2006,State House,18A,DFL,31
2006,State House,18A,IND,31
2006,State House,18A,R,31
2006,State House,18B,DFL,37
2006,State House,18B,IND,37
2006,State House,18B,R,37
2006,State House,19A,DFL,15
2006,State House,19A,IND,15
2006,State House,19A,R,15
2006,State House,19B,DFL,13
2006,State House,19B,IND,13
2006,State House,19B,R,13
2006,State House,1A,DFL,127
2006,State House,1A,IND,127
2006,State House,1A,R,127
2006,State House,1B,DFL,118
2006,State House,1B,IND,118
2006,State House,1B,R,118
2006,State House,20A,DFL,120
2006,State House,20A,IND,120
2006,State House,20A,R,120
2006,State House,20B,DFL,76
2006,State House,20B,IND,76
2006,State House,20B,R,76
2006,State House,21A,DFL,60
2006,State House,21A,IND,60
2006,State House,21A,R,60
2006,State House,21B,DFL,57
2006,State House,21B,IND,57
2006,State House,21B,R,57
2006,State House,22A,DFL,99
2006,State House,22A,IND,99
2006,State House,22A,R,99
2006,State House,22B,DFL,74
2006,State House,22B,IND,74
2006,State House,22B,R,74
2006,State House,23A,DFL,45
2006,State House,23A,IND,45
2006,State House,23A,R,45
2006,State House,23B,DFL,24
2006,State House,23B,IND,24
2006,State House,23B,R,24
2006,State House,24A,DFL,61
2006,State House,24A,IND,61
2006,State House,24A,R,61
2006,State House,24B,DFL,66
2006,State House,24B,IND,66
2006,State House,24B,R,66
2006,State House,25A,DFL,39
2006,State House,25A,IND,39
2006,State House,25A,R,39
2006,State House,25B,DFL,24
2006,State House,25B,IND,24
2006,State House,25B,R,24
2006,State House,26A,DFL,23
2006,State House,26A,IND,23
2006,State House,26A,R,23
2006,State House,26B,DFL,24
2006,State House,26B,IND,24
2006,State House,26B,R,24
2006,State House,27A,DFL,49
2006,State House,27A,IND,49
2006,State House,27A,R,49
2006,State House,27B,DFL,35
2006,State House,27B,IND,35
2006,State House,27B,R,35
2006,State House,28A,DFL,34
2006,State House,28A,IND,34
2006,State House,28A,R,34
2006,State House,28B,DFL,53
2006,State House,28B,IND,53
2006,State House,28B,R,53
2006,State House,29A,DFL,33
2006,State House,29A,IND,33
2006,State House,29A,R,33
2006,State House,29B,DFL,17
2006,State House,29B,IND,17
2006,State House,29B,R,17
2006,State House,2A,DFL,111
