year,office,district,party,candidate
2010,State House,28A,DFL,Jerry Roth
2010,State House,28A,R,Tim Kelly
2010,State House,28B,DFL,Mark (M.A.) Schneider
2010,State House,28B,R,Steve Drazkowski
2010,State House,29A,DFL,Douglas Wunderlich
2010,State House,29A,R,Duane Quam
2010,State House,29B,DFL,Kim Norton
2010,State House,29B,R,Mike Rolih
2010,State House,2A,DFL,Kent Eken
2010,State House,2A,R,Steve Green
2010,State House,2B,DFL,Brita Sailer
2010,State House,2B,R,David (Dave) Hancock
2010,State House,30A,DFL,Tina Liebling
2010,State House,30A,R,Charlie O'Connell
2010,State House,30B,DFL,Andy Welti
2010,State House,30B,R,Mike Benson
2010,State House,31A,DFL,Gene P. Pelowski
2010,State House,31A,R,Rhett Zenke
2010,State House,31B,DFL,Steve Kemp
2010,State House,31B,R,Gregory M. Davids
2010,State House,32A,DFL,David B. Hoden
2010,State House,32A,R,Joyce Peppin
2010,State House,32B,DFL,Katie Rodriguez
2010,State House,32B,R,Kurt Zellers
2010,State House,33A,DFL,Denise Bader
2010,State House,33A,R,Steve Smith
2010,State House,33B,DFL,Kim Kang
2010,State House,33B,R,Connie Doepke
2010,State House,34A,DFL,Leanne Pouliot Kunze
2010,State House,34A,R,Ernie Leidiger
2010,State House,34B,R,Joe Hoppe
2010,State House,35A,DFL,Matt Christensen
2010,State House,35A,R,Michael (Mike) Beard
2010,State House,35B,DFL,Jannaya LaFrance
2010,State House,35B,R,Mark Buesgens
2010,State House,36A,DFL,Colin Lee
2010,State House,36A,R,Mary Liz Holberg
2010,State House,36B,DFL,Sigrid Iversen
2010,State House,36B,R,Pat Garofalo
2010,State House,37A,DFL,Derrick Lindstrom
2010,State House,37A,R,Tara Mack
2010,State House,37B,DFL,Phillip M. Sterner
2010,State House,37B,R,Kurt Bills
2010,State House,38A,DFL,Sandra A. Masin
2010,State House,38A,R,Diane Anderson
2010,State House,38B,DFL,Mike Obermueller
2010,State House,38B,R,Doug Wardlow
2010,State House,39A,DFL,Rick Hansen
2010,State House,39A,R,Don Lee
2010,State House,39B,DFL,Joe Atkins
2010,State House,39B,R,Terry Pearson
2010,State House,3A,DFL,Tom Anzelc
2010,State House,3A,R,Marv Ott
2010,State House,3B,DFL,Loren A. Solberg
2010,State House,3B,R,Carolyn McElfatrick
2010,State House,40A,DFL,Will Morgan
2010,State House,40A,R,Pam Myhra
2010,State House,40B,DFL,Ann Lenczewski
2010,State House,40B,R,Sanu Patel-Zellinger
2010,State House,41A,DFL,Kevin Staunton
2010,State House,41A,R,Keith Downey
2010,State House,41B,DFL,Paul Rosenthal
2010,State House,41B,IND,Naomi Babcock
2010,State House,41B,R,Patrick A. (Pat) Mazorol
2010,State House,42A,DFL,Maria Ruud
2010,State House,42A,R,Kirk Stensrud
2010,State House,42B,DFL,Ray L. Daniels
2010,State House,42B,R,Jenifer Loon
2010,State House,43A,DFL,Audrey Britton
2010,State House,43A,R,Sarah Anderson
2010,State House,43B,DFL,John Benson
2010,State House,43B,R,Brian Grogan
2010,State House,44A,DFL,Steve Simon
2010,State House,44A,R,Stephen Manderfeld
2010,State House,44B,DFL,Ryan Winkler
2010,State House,44B,R,Rick Rice
2010,State House,45A,DFL,Sandra Peterson
2010,State House,45A,R,Mark Martin
2010,State House,45B,DFL,Lyndon R. Carlson
2010,State House,45B,R,Reid Johnson
2010,State House,46A,DFL,Michael (Mike) Nelson
2010,State House,46A,R,Charles (Chuck) Sutphen
2010,State House,46B,DFL,Debra Hilstrom
2010,State House,46B,R,Tim Olson
2010,State House,47A,DFL,Denise R. Dittrich
2010,State House,47A,R,Cameron Roberson
2010,State House,47B,DFL,Melissa Hortman
2010,State House,47B,IND,Don Hallblade
2010,State House,47B,R,Linda J. Etim
2010,State House,48A,DFL,Laurie Olmon
2010,State House,48A,R,Tom Hackbarth
2010,State House,48B,DFL,Daniel Kane
2010,State House,48B,R,Jim Abeler
2010,State House,49A,DFL,Dustin R. Norman
2010,State House,49A,R,Peggy Scott
2010,State House,49B,DFL,Jerry Newton
2010,State House,49B,R,Branden Petersen
2010,State House,4A,DFL,John Persell
2010,State House,4A,R,Richard Lehmann
2010,State House,4B,DFL,Meg Bye
2010,State House,4B,R,Larry Howes
2010,State House,50A,DFL,Carolyn Laine
2010,State House,50A,R,Timothy D. (Tim) Utz
2010,State House,50B,DFL,Kate Knuth
2010,State House,50B,R,Russ Bertsch
2010,State House,51A,DFL,Zak Chlebeck
2010,State House,51A,R,Tim Sanders
2010,State House,51B,DFL,Tom Tillberry
2010,State House,51B,R,Dale Helm
2010,State House,52A,DFL,Adam Best
2010,State House,52A,R,Bob Dettmer
2010,State House,52B,DFL,Sten Hakanson
2010,State House,52B,R,Matt Dean
2010,State House,53A,DFL,Paul Gardner
2010,State House,53A,R,Linda Runbeck
2010,State House,53B,DFL,Chris Knopf
2010,State House,53B,R,Carol McFarlane
2010,State House,54A,DFL,Mindy Greiling
2010,State House,54A,R,Mark Fotsch
2010,State House,54B,DFL,Bev Scalze
2010,State House,54B,R,Ken Rubenzer
2010,State House,55A,DFL,Leon M. Lillie
2010,State House,55A,IND,Joseph Polencheck
2010,State House,55A,R,Nathan M. Hansen
2010,State House,55B,DFL,Nora Slawik
2010,State House,55B,R,Damon Dolton
2010,State House,56A,DFL,Julie Bunn
2010,State House,56A,R,Kathy Lohmer
2010,State House,56B,DFL,Marsha Swails
2010,State House,56B,R,Andrea Kieffer
2010,State House,57A,DFL,Jen Peterson
2010,State House,57A,R,John Kriesel
2010,State House,57B,DFL,David P. Page
2010,State House,57B,R,Denny McNamara
2010,State House,58A,DFL,Joe Mullery
2010,State House,58A,R,Chris Hiatt
2010,State House,58B,DFL,Bobby Joe Champion
2010,State House,58B,R,Gary J. Mazzotta
2010,State House,59A,DFL,Diane Loeffler
2010,State House,59A,R,Mark Lazarchic
2010,State House,59B,DFL,Phyllis Kahn
2010,State House,59B,IND,Ronald C. (Ron) Lischeid
2010,State House,59B,R,Ole K. Hovde
2010,State House,5A,DFL,Thomas (Tom) Rukavina
2010,State House,5A,R,Greg Knutson
2010,State House,5B,DFL,Anthony (Tony) Sertich
2010,State House,5B,R,Paul Jacobson
2010,State House,60A,DFL,Marion Greene
2010,State House,60A,R,Brian Gruber
2010,State House,60B,DFL,Frank Hornstein
2010,State House,60B,R,Scott Brooks
2010,State House,61A,DFL,Karen Clark
2010,State House,61A,IND,Sadik Warfa
2010,State House,61A,R,Nicholas Skrivanek
2010,State House,61B,DFL,Jeff Hayden
2010,State House,61B,R,Michael Jeremiah Sullivan
2010,State House,62A,DFL,Jim Davnie
2010,State House,62A,R,Wes Whitby
2010,State House,62B,DFL,Jean Wagenius
2010,State House,62B,R,Deanna Boss
2010,State House,63A,DFL,Paul Thissen
2010,State House,63A,R,Nathan Atkins
2010,State House,63B,DFL,Linda Slocum
2010,State House,63B,R,Joel Jennissen
2010,State House,64A,DFL,Erin Murphy
2010,State House,64A,R,Zach Freitag
2010,State House,64B,DFL,Michael Paymar
2010,State House,64B,R,Andrew W. Smith
2010,State House,65A,DFL,Rena Moran
2010,State House,65A,R,Paul Holmgren
2010,State House,65B,DFL,Carlos Mariani
2010,State House,65B,R,Jamie Delton
2010,State House,66A,DFL,John Lesch
2010,State House,66A,R,Chris Conner
2010,State House,66B,DFL,Alice Hausman
2010,State House,66B,R,Bob Koss
2010,State House,67A,DFL,Tim Mahoney
2010,State House,67A,R,Catherine O. (Cathy) Hennelly
2010,State House,67B,DFL,Sheldon Johnson
2010,State House,67B,R,Cheryl Golden-Black
2010,State House,6A,DFL,David Dill
2010,State House,6A,R,Jim Tuomala
2010,State House,6B,DFL,Mary Murphy
2010,State House,6B,R,Keith MacDonald
2010,State House,7A,DFL,Thomas Huntley
2010,State House,7A,R,Carinda Horton
2010,State House,7B,DFL,Kerry Gauthier
2010,State House,7B,IND,Tony Salls
2010,State House,7B,R,Travis Silvers
2010,State House,8A,DFL,Bill Hilty
2010,State House,8A,R,Mark Ames
2010,State House,8B,DFL,Tim Faust
2010,State House,8B,R,Roger Crawford
2010,State House,9A,DFL,Greg Lemke
2010,State House,9A,R,Morrie Lanning
2010,State House,9B,DFL,Paul Marquart
2010,State House,9B,R,Benjamin (Ben) Grimsley
2010,State Senate,1,DFL,LeRoy Stumpf
2010,State Senate,1,R,Russell Walker
2010,State Senate,10,DFL,Dan Skogen
2010,State Senate,10,R,Gretchen Hoffman
2010,State Senate,11,DFL,Jim Thoreen
2010,State Senate,11,R,Bill Ingebrigtsen
2010,State Senate,12,DFL,Taylor Stevenson
2010,State Senate,12,R,Paul Gazelka
2010,State Senate,13,DFL,Larry D. Rice
2010,State Senate,13,R,Joe Gimse
2010,State Senate,14,DFL,Mike D. Sharp
2010,State Senate,14,R,Michelle L. Fischbach
2010,State Senate,15,DFL,Bruce Hentges
2010,State Senate,15,R,John C. Pederson
2010,State Senate,16,DFL,Lisa A. Fobbe
2010,State Senate,16,R,Dave Brown
2010,State Senate,17,DFL,Rick Olseen
2010,State Senate,17,R,Sean Nienow
2010,State Senate,18,DFL,Hal Kimball
2010,State Senate,18,IND,Richard Hoff
2010,State Senate,18,R,Scott Newman
2010,State Senate,19,DFL,Jim Bischoff
2010,State Senate,19,R,Amy T. Koch
2010,State Senate,2,DFL,Rod Skoe
2010,State Senate,2,R,Dennis Moser
2010,State Senate,20,DFL,Gary W. Kubly
2010,State Senate,20,R,Gregg Kulberg
2010,State Senate,21,DFL,Allen (Al) Kruse
2010,State Senate,21,R,Gary Dahms
2010,State Senate,22,DFL,Kevin B. Vickerman
2010,State Senate,22,R,Doug Magnus
2010,State Senate,23,DFL,Kathy Sheran
2010,State Senate,23,R,Peter J. Trocke
2010,State Senate,24,R,Julie A. Rosen
2010,State Senate,25,DFL,Kevin Dahle
2010,State Senate,25,R,Al DeKruif
2010,State Senate,26,DFL,Alex de Marco
2010,State Senate,26,R,Mike Parry
2010,State Senate,27,DFL,Dan Sparks
2010,State Senate,27,R,Kathy Green
2010,State Senate,28,DFL,Joe Fricke
2010,State Senate,28,R,John S. Howe
2010,State Senate,29,DFL,Greg French
2010,State Senate,29,R,David H. Senjem
2010,State Senate,3,DFL,Tom Saxhaug
2010,State Senate,3,R,Dan McGuire
2010,State Senate,30,DFL,Ann Lynch
2010,State Senate,30,R,Carla Nelson
2010,State Senate,31,DFL,Sharon Erickson Ropes
2010,State Senate,31,R,Jeremy Miller
2010,State Senate,32,R,Warren E. Limmer
2010,State Senate,33,DFL,Monica Dawson
2010,State Senate,33,R,Gen Olson
2010,State Senate,34,DFL,Laura Helmer
2010,State Senate,34,IND,Tim Biros
2010,State Senate,34,R,Julianne Ortman
2010,State Senate,35,DFL,Travis Burton
2010,State Senate,35,R,Claire Robling
2010,State Senate,36,DFL,Steve Quist
2010,State Senate,36,R,David A. (Dave) Thompson
2010,State Senate,37,DFL,Michael J. Germain
2010,State Senate,37,R,Chris Gerlach
2010,State Senate,38,DFL,Jim (James A.) Carlson
2010,State Senate,38,R,Ted Daley
2010,State Senate,39,DFL,James P. Metzen
2010,State Senate,39,R,Robb Soleim
2010,State Senate,4,DFL,Mary A. Olson
2010,State Senate,4,R,John J. Carlson
2010,State Senate,40,DFL,John Doll
2010,State Senate,40,R,Dan Hall
2010,State Senate,41,DFL,Steve Elkins
2010,State Senate,41,R,Geoff Michel
2010,State Senate,42,DFL,Ron Case
2010,State Senate,42,R,David Hann
2010,State Senate,43,DFL,Terri E. Bonoff
2010,State Senate,43,R,Norann Dillon
2010,State Senate,44,DFL,Ron Latz
2010,State Senate,44,R,Paul Scofield
2010,State Senate,45,DFL,Ann H. Rest
2010,State Senate,45,R,Nick Petersen
2010,State Senate,46,DFL,Linda J. Scheid
2010,State Senate,46,R,Ryan Sibinski
2010,State Senate,47,DFL,Leo Foley
2010,State Senate,47,IND,Andrew Kratoska
2010,State Senate,47,R,Benjamin Kruse
2010,State Senate,48,DFL,Peter Perovich
2010,State Senate,48,R,Mike Jungbauer
2010,State Senate,49,DFL,Paul Meunier
2010,State Senate,49,R,Michelle Benson
2010,State Senate,5,DFL,David J. Tomassoni
2010,State Senate,5,R,Matt I. Matasich
2010,State Senate,50,DFL,Barbara J. (Barb) Goodwin
2010,State Senate,50,IND,Rae Hart Anderson
2010,State Senate,50,R,Gina Bauman
2010,State Senate,51,DFL,Don Betzold
2010,State Senate,51,R,Pam Wolf
2010,State Senate,52,DFL,Becky Siekmeier
2010,State Senate,52,IND,John D. McCallum
2010,State Senate,52,R,Ray Vandeveer
2010,State Senate,53,DFL,Sandy Rummel
2010,State Senate,53,R,Roger C. Chamberlain
2010,State Senate,54,DFL,John Marty
2010,State Senate,54,R,Tim Johnson
2010,State Senate,55,DFL,Charles (Chuck) Wiger
2010,State Senate,55,IND,Mark Jenkins
2010,State Senate,55,R,Tami Ekstrand
2010,State Senate,56,DFL,Kathy Saltzman
2010,State Senate,56,R,Ted Lillie
2010,State Senate,57,DFL,Katie Sieben
2010,State Senate,57,R,Karin Housley
2010,State Senate,58,DFL,Linda Higgins
2010,State Senate,58,R,Hayley Astrup
2010,State Senate,59,DFL,Lawrence J. (Larry) Pogemiller
2010,State Senate,59,R,Barry Hickethier
2010,State Senate,6,DFL,Thomas (Tom) Bakk
2010,State Senate,6,R,Jennifer L. Havlick
2010,State Senate,60,DFL,Scott Dibble
2010,State Senate,60,R,Scot Pekarek
2010,State Senate,61,DFL,Linda Berglin
2010,State Senate,61,R,James Schlemmer
2010,State Senate,62,DFL,Patricia Torres Ray
2010,State Senate,62,R,Patrick Elgin
2010,State Senate,63,DFL,Ken Kelash
2010,State Senate,63,R,Craig Marston
2010,State Senate,64,DFL,Dick R. Cohen
2010,State Senate,64,R,Tony Hernandez
2010,State Senate,65,DFL,Sandy Pappas
2010,State Senate,65,IND,Amy E. Smith
2010,State Senate,65,R,Rick Karschnia
2010,State Senate,66,DFL,Ellen Anderson
2010,State Senate,66,R,Greg Copeland
2010,State Senate,67,DFL,John M. Harrington
2010,State Senate,67,IND,Dino Guerin
2010,State Senate,67,R,Krysia Weidell
2010,State Senate,7,DFL,Roger J. Reinert
2010,State Senate,7,R,Rilla A. Opelt
2010,State Senate,8,DFL,Tony Lourey
2010,State Senate,8,R,Michael Cummins
2010,State Senate,9,DFL,Keith Langseth
2010,State Senate,9,R,Jeff Backer
2010,U.S. House,1,DFL,Tim Walz
2010,U.S. House,1,IND,Steven Wilson
2010,U.S. House,1,R,Randy Demmer
2010,U.S. House,2,DFL,Shelley J. Madore
2010,U.S. House,2,R,John Kline
2010,U.S. House,3,DFL,Jim Meffert
2010,U.S. House,3,IND,Jon Oleson
2010,U.S. House,3,R,Erik Paulsen
2010,U.S. House,4,DFL,Betty McCollum
2010,U.S. House,4,IND,Steve Carlson
2010,U.S. House,4,R,Teresa Collett
2010,U.S. House,5,DFL,Keith M. Ellison
2010,U.S. House,5,IND,Tom Schrunk
2010,U.S. House,5,R,Joel Demos
2010,U.S. House,6,DFL,Tarryl Clark
2010,U.S. House,6,IND,Bob Anderson
2010,U.S. House,6,R,Michele Bachmann
2010,U.S. House,7,DFL,Collin C. Peterson
2010,U.S. House,7,IND,Glen Menze
2010,U.S. House,7,R,Lee Byberg
2010,U.S. House,8,DFL,James L. Oberstar
2010,U.S. House,8,IND,Timothy Olson
2010,U.S. House,8,R,Chip Cravaack
