county,precinct,office,district,candidate,party,votes
Rock,Luverne Twp P-1,State House,21A,Joe Schomacker,R,138
Rock,Luverne Twp P-1,State House,21A,Not on ballot,DFL,0
Rock,Luverne Twp P-1,State House,21A,WRITE-IN,WI,1
Rock,Luverne Twp P-1,Constitutional Amendment 1,NA,YES,NP,87
Rock,Luverne Twp P-1,Constitutional Amendment 1,NA,NO,NP,50
Rock,Luverne Twp P-2,State Senate,21,DIST Candidate,DIST,21
Rock,Luverne Twp P-2,President,NA,Donald Trump,R,122
Rock,Luverne Twp P-2,President,NA,Kamala Harris,DFL,37
Rock,Luverne Twp P-2,President,NA,Chase Oliver,LIB,0
Rock,Luverne Twp P-2,President,NA,Cornel West,WTP,2
Rock,Luverne Twp P-2,President,NA,Jill Stein,G,1
Rock,Luverne Twp P-2,President,NA,Claudia De la Cruz,SLP,0
Rock,Luverne Twp P-2,President,NA,Rachele Fruit,SWP,0
Rock,Luverne Twp P-2,President,NA,Robert F. Kennedy Jr.,JFA,0
Rock,Luverne Twp P-2,President,NA,Other Independent,IND,0
Rock,Luverne Twp P-2,President,NA,WRITE-IN,WI,0
Rock,Luverne Twp P-2,U.S. Senate,NA,Royce White,R,120
Rock,Luverne Twp P-2,U.S. Senate,NA,Amy Klobuchar,DFL,37
Rock,Luverne Twp P-2,U.S. Senate,NA,Rebecca Whiting,LIB,2
Rock,Luverne Twp P-2,U.S. Senate,NA,Steve Carlson,IA,3
Rock,Luverne Twp P-2,U.S. Senate,NA,WRITE-IN,WI,0
Rock,Luverne Twp P-2,U.S. House,1,Brad Finstad,R,136
Rock,Luverne Twp P-2,U.S. House,1,Rachel Bohman,DFL,25
Rock,Luverne Twp P-2,U.S. House,1,WRITE-IN,WI,0
Rock,Luverne Twp P-2,State Senate,21,Not on ballot,R,0
Rock,Luverne Twp P-2,State Senate,21,Not on ballot,DFL,0
Rock,Luverne Twp P-2,State Senate,21,WRITE-IN,WI,0
Rock,Luverne Twp P-2,State House,21A,Joe Schomacker,R,142
Rock,Luverne Twp P-2,State House,21A,Not on ballot,DFL,0
Rock,Luverne Twp P-2,State House,21A,WRITE-IN,WI,0
Rock,Luverne Twp P-2,Constitutional Amendment 1,NA,YES,NP,102
Rock,Luverne Twp P-2,Constitutional Amendment 1,NA,NO,NP,50
Rock,Magnolia,State Senate,21,DIST Candidate,DIST,21
Rock,Magnolia,President,NA,Donald Trump,R,50
Rock,Magnolia,President,NA,Kamala Harris,DFL,20
Rock,Magnolia,President,NA,Chase Oliver,LIB,0
Rock,Magnolia,President,NA,Cornel West,WTP,0
Rock,Magnolia,President,NA,Jill Stein,G,0
Rock,Magnolia,President,NA,Claudia De la Cruz,SLP,0
Rock,Magnolia,President,NA,Rachele Fruit,SWP,0
Rock,Magnolia,President,NA,Robert F. Kennedy Jr.,JFA,0
Rock,Magnolia,President,NA,Other Independent,IND,0
Rock,Magnolia,President,NA,WRITE-IN,WI,0
Rock,Magnolia,U.S. Senate,NA,Royce White,R,45
Rock,Magnolia,U.S. Senate,NA,Amy Klobuchar,DFL,20
Rock,Magnolia,U.S. Senate,NA,Rebecca Whiting,LIB,2
Rock,Magnolia,U.S. Senate,NA,Steve Carlson,IA,0
Rock,Magnolia,U.S. Senate,NA,WRITE-IN,WI,0
Rock,Magnolia,U.S. House,1,Brad Finstad,R,45
Rock,Magnolia,U.S. House,1,Rachel Bohman,DFL,17
Rock,Magnolia,U.S. House,1,WRITE-IN,WI,0
Rock,Magnolia,State Senate,21,Not on ballot,R,0
Rock,Magnolia,State Senate,21,Not on ballot,DFL,0
Rock,Magnolia,State Senate,21,WRITE-IN,WI,0
Rock,Magnolia,State House,21A,Joe Schomacker,R,52
Rock,Magnolia,State House,21A,Not on ballot,DFL,0
Rock,Magnolia,State House,21A,WRITE-IN,WI,0
Rock,Magnolia,Constitutional Amendment 1,NA,YES,NP,50
Rock,Magnolia,Constitutional Amendment 1,NA,NO,NP,14
Rock,Magnolia Twp,State Senate,21,DIST Candidate,DIST,21
Rock,Magnolia Twp,President,NA,Donald Trump,R,97
Rock,Magnolia Twp,President,NA,Kamala Harris,DFL,34
Rock,Magnolia Twp,President,NA,Chase Oliver,LIB,0
Rock,Magnolia Twp,President,NA,Cornel West,WTP,3
Rock,Magnolia Twp,President,NA,Jill Stein,G,0
Rock,Magnolia Twp,President,NA,Claudia De la Cruz,SLP,0
Rock,Magnolia Twp,President,NA,Rachele Fruit,SWP,0
Rock,Magnolia Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Rock,Magnolia Twp,President,NA,Other Independent,IND,0
Rock,Magnolia Twp,President,NA,WRITE-IN,WI,0
Rock,Magnolia Twp,U.S. Senate,NA,Royce White,R,89
Rock,Magnolia Twp,U.S. Senate,NA,Amy Klobuchar,DFL,41
Rock,Magnolia Twp,U.S. Senate,NA,Rebecca Whiting,LIB,0
Rock,Magnolia Twp,U.S. Senate,NA,Steve Carlson,IA,4
Rock,Magnolia Twp,U.S. Senate,NA,WRITE-IN,WI,0
Rock,Magnolia Twp,U.S. House,1,Brad Finstad,R,98
Rock,Magnolia Twp,U.S. House,1,Rachel Bohman,DFL,34
Rock,Magnolia Twp,U.S. House,1,WRITE-IN,WI,0
Rock,Magnolia Twp,State Senate,21,Not on ballot,R,0
Rock,Magnolia Twp,State Senate,21,Not on ballot,DFL,0
Rock,Magnolia Twp,State Senate,21,WRITE-IN,WI,0
Rock,Magnolia Twp,State House,21A,Joe Schomacker,R,116
Rock,Magnolia Twp,State House,21A,Not on ballot,DFL,0
Rock,Magnolia Twp,State House,21A,WRITE-IN,WI,0
Rock,Magnolia Twp,Constitutional Amendment 1,NA,YES,NP,76
Rock,Magnolia Twp,Constitutional Amendment 1,NA,NO,NP,46
Rock,Martin Twp,State Senate,21,DIST Candidate,DIST,21
Rock,Martin Twp,President,NA,Donald Trump,R,193
Rock,Martin Twp,President,NA,Kamala Harris,DFL,32
Rock,Martin Twp,President,NA,Chase Oliver,LIB,0
Rock,Martin Twp,President,NA,Cornel West,WTP,3
Rock,Martin Twp,President,NA,Jill Stein,G,0
Rock,Martin Twp,President,NA,Claudia De la Cruz,SLP,0
Rock,Martin Twp,President,NA,Rachele Fruit,SWP,0
Rock,Martin Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Rock,Martin Twp,President,NA,Other Independent,IND,0
Rock,Martin Twp,President,NA,WRITE-IN,WI,0
Rock,Martin Twp,U.S. Senate,NA,Royce White,R,172
Rock,Martin Twp,U.S. Senate,NA,Amy Klobuchar,DFL,44
Rock,Martin Twp,U.S. Senate,NA,Rebecca Whiting,LIB,3
Rock,Martin Twp,U.S. Senate,NA,Steve Carlson,IA,8
Rock,Martin Twp,U.S. Senate,NA,WRITE-IN,WI,0
Rock,Martin Twp,U.S. House,1,Brad Finstad,R,197
Rock,Martin Twp,U.S. House,1,Rachel Bohman,DFL,30
Rock,Martin Twp,U.S. House,1,WRITE-IN,WI,0
Rock,Martin Twp,State Senate,21,Not on ballot,R,0
Rock,Martin Twp,State Senate,21,Not on ballot,DFL,0
Rock,Martin Twp,State Senate,21,WRITE-IN,WI,0
Rock,Martin Twp,State House,21A,Joe Schomacker,R,204
Rock,Martin Twp,State House,21A,Not on ballot,DFL,0
Rock,Martin Twp,State House,21A,WRITE-IN,WI,1
Rock,Martin Twp,Constitutional Amendment 1,NA,YES,NP,128
Rock,Martin Twp,Constitutional Amendment 1,NA,NO,NP,88
Rock,Mound Twp,State Senate,21,DIST Candidate,DIST,21
Rock,Mound Twp,President,NA,Donald Trump,R,97
Rock,Mound Twp,President,NA,Kamala Harris,DFL,35
Rock,Mound Twp,President,NA,Chase Oliver,LIB,3
Rock,Mound Twp,President,NA,Cornel West,WTP,0
Rock,Mound Twp,President,NA,Jill Stein,G,0
Rock,Mound Twp,President,NA,Claudia De la Cruz,SLP,0
Rock,Mound Twp,President,NA,Rachele Fruit,SWP,0
Rock,Mound Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Rock,Mound Twp,President,NA,Other Independent,IND,0
Rock,Mound Twp,President,NA,WRITE-IN,WI,0
Rock,Mound Twp,U.S. Senate,NA,Royce White,R,91
Rock,Mound Twp,U.S. Senate,NA,Amy Klobuchar,DFL,40
Rock,Mound Twp,U.S. Senate,NA,Rebecca Whiting,LIB,2
Rock,Mound Twp,U.S. Senate,NA,Steve Carlson,IA,0
Rock,Mound Twp,U.S. Senate,NA,WRITE-IN,WI,0
Rock,Mound Twp,U.S. House,1,Brad Finstad,R,104
Rock,Mound Twp,U.S. House,1,Rachel Bohman,DFL,30
Rock,Mound Twp,U.S. House,1,WRITE-IN,WI,0
Rock,Mound Twp,State Senate,21,Not on ballot,R,0
Rock,Mound Twp,State Senate,21,Not on ballot,DFL,0
Rock,Mound Twp,State Senate,21,WRITE-IN,WI,0
Rock,Mound Twp,State House,21A,Joe Schomacker,R,113
Rock,Mound Twp,State House,21A,Not on ballot,DFL,0
Rock,Mound Twp,State House,21A,WRITE-IN,WI,3
Rock,Mound Twp,Constitutional Amendment 1,NA,YES,NP,75
Rock,Mound Twp,Constitutional Amendment 1,NA,NO,NP,49
Rock,Rose Dell Twp,State Senate,21,DIST Candidate,DIST,21
Rock,Rose Dell Twp,President,NA,Donald Trump,R,82
Rock,Rose Dell Twp,President,NA,Kamala Harris,DFL,13
Rock,Rose Dell Twp,President,NA,Chase Oliver,LIB,0
Rock,Rose Dell Twp,President,NA,Cornel West,WTP,3
Rock,Rose Dell Twp,President,NA,Jill Stein,G,0
Rock,Rose Dell Twp,President,NA,Claudia De la Cruz,SLP,0
Rock,Rose Dell Twp,President,NA,Rachele Fruit,SWP,0
Rock,Rose Dell Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Rock,Rose Dell Twp,President,NA,Other Independent,IND,0
Rock,Rose Dell Twp,President,NA,WRITE-IN,WI,0
Rock,Rose Dell Twp,U.S. Senate,NA,Royce White,R,70
Rock,Rose Dell Twp,U.S. Senate,NA,Amy Klobuchar,DFL,23
Rock,Rose Dell Twp,U.S. Senate,NA,Rebecca Whiting,LIB,0
Rock,Rose Dell Twp,U.S. Senate,NA,Steve Carlson,IA,2
Rock,Rose Dell Twp,U.S. Senate,NA,WRITE-IN,WI,0
Rock,Rose Dell Twp,U.S. House,1,Brad Finstad,R,84
Rock,Rose Dell Twp,U.S. House,1,Rachel Bohman,DFL,10
Rock,Rose Dell Twp,U.S. House,1,WRITE-IN,WI,0
Rock,Rose Dell Twp,State Senate,21,Not on ballot,R,0
Rock,Rose Dell Twp,State Senate,21,Not on ballot,DFL,0
Rock,Rose Dell Twp,State Senate,21,WRITE-IN,WI,0
Rock,Rose Dell Twp,State House,21A,Joe Schomacker,R,87
Rock,Rose Dell Twp,State House,21A,Not on ballot,DFL,0
Rock,Rose Dell Twp,State House,21A,WRITE-IN,WI,0
Rock,Rose Dell Twp,Constitutional Amendment 1,NA,YES,NP,43
Rock,Rose Dell Twp,Constitutional Amendment 1,NA,NO,NP,50
Rock,Springwater Twp,State Senate,21,DIST Candidate,DIST,21
Rock,Springwater Twp,President,NA,Donald Trump,R,105
Rock,Springwater Twp,President,NA,Kamala Harris,DFL,23
Rock,Springwater Twp,President,NA,Chase Oliver,LIB,0
Rock,Springwater Twp,President,NA,Cornel West,WTP,0
Rock,Springwater Twp,President,NA,Jill Stein,G,0
Rock,Springwater Twp,President,NA,Claudia De la Cruz,SLP,0
Rock,Springwater Twp,President,NA,Rachele Fruit,SWP,0
Rock,Springwater Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Rock,Springwater Twp,President,NA,Other Independent,IND,0
Rock,Springwater Twp,President,NA,WRITE-IN,WI,1
Rock,Springwater Twp,U.S. Senate,NA,Royce White,R,98
Rock,Springwater Twp,U.S. Senate,NA,Amy Klobuchar,DFL,26
Rock,Springwater Twp,U.S. Senate,NA,Rebecca Whiting,LIB,0
Rock,Springwater Twp,U.S. Senate,NA,Steve Carlson,IA,2
Rock,Springwater Twp,U.S. Senate,NA,WRITE-IN,WI,0
Rock,Springwater Twp,U.S. House,1,Brad Finstad,R,102
Rock,Springwater Twp,U.S. House,1,Rachel Bohman,DFL,22
Rock,Springwater Twp,U.S. House,1,WRITE-IN,WI,0
Rock,Springwater Twp,State Senate,21,Not on ballot,R,0
Rock,Springwater Twp,State Senate,21,Not on ballot,DFL,0
Rock,Springwater Twp,State Senate,21,WRITE-IN,WI,0
Rock,Springwater Twp,State House,21A,Joe Schomacker,R,118
Rock,Springwater Twp,State House,21A,Not on ballot,DFL,0
Rock,Springwater Twp,State House,21A,WRITE-IN,WI,0
Rock,Springwater Twp,Constitutional Amendment 1,NA,YES,NP,56
Rock,Springwater Twp,Constitutional Amendment 1,NA,NO,NP,55
Rock,Steen,State Senate,21,DIST Candidate,DIST,21
Rock,Steen,President,NA,Donald Trump,R,59
Rock,Steen,President,NA,Kamala Harris,DFL,17
Rock,Steen,President,NA,Chase Oliver,LIB,0
Rock,Steen,President,NA,Cornel West,WTP,2
Rock,Steen,President,NA,Jill Stein,G,1
Rock,Steen,President,NA,Claudia De la Cruz,SLP,0
Rock,Steen,President,NA,Rachele Fruit,SWP,0
Rock,Steen,President,NA,Robert F. Kennedy Jr.,JFA,0
Rock,Steen,President,NA,Other Independent,IND,0
Rock,Steen,President,NA,WRITE-IN,WI,2
Rock,Steen,U.S. Senate,NA,Royce White,R,48
Rock,Steen,U.S. Senate,NA,Amy Klobuchar,DFL,20
Rock,Steen,U.S. Senate,NA,Rebecca Whiting,LIB,6
Rock,Steen,U.S. Senate,NA,Steve Carlson,IA,7
Rock,Steen,U.S. Senate,NA,WRITE-IN,WI,0
Rock,Steen,U.S. House,1,Brad Finstad,R,63
Rock,Steen,U.S. House,1,Rachel Bohman,DFL,15
Rock,Steen,U.S. House,1,WRITE-IN,WI,1
Rock,Steen,State Senate,21,Not on ballot,R,0
Rock,Steen,State Senate,21,Not on ballot,DFL,0
Rock,Steen,State Senate,21,WRITE-IN,WI,0
Rock,Steen,State House,21A,Joe Schomacker,R,64
Rock,Steen,State House,21A,Not on ballot,DFL,0
Rock,Steen,State House,21A,WRITE-IN,WI,1
Rock,Steen,Constitutional Amendment 1,NA,YES,NP,55
Rock,Steen,Constitutional Amendment 1,NA,NO,NP,25
Rock,Vienna Twp,State Senate,21,DIST Candidate,DIST,21
Rock,Vienna Twp,President,NA,Donald Trump,R,70
Rock,Vienna Twp,President,NA,Kamala Harris,DFL,27
Rock,Vienna Twp,President,NA,Chase Oliver,LIB,1
Rock,Vienna Twp,President,NA,Cornel West,WTP,1
Rock,Vienna Twp,President,NA,Jill Stein,G,0
Rock,Vienna Twp,President,NA,Claudia De la Cruz,SLP,0
Rock,Vienna Twp,President,NA,Rachele Fruit,SWP,0
Rock,Vienna Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Rock,Vienna Twp,President,NA,Other Independent,IND,0
Rock,Vienna Twp,President,NA,WRITE-IN,WI,0
Rock,Vienna Twp,U.S. Senate,NA,Royce White,R,63
Rock,Vienna Twp,U.S. Senate,NA,Amy Klobuchar,DFL,33
Rock,Vienna Twp,U.S. Senate,NA,Rebecca Whiting,LIB,2
Rock,Vienna Twp,U.S. Senate,NA,Steve Carlson,IA,0
Rock,Vienna Twp,U.S. Senate,NA,WRITE-IN,WI,0
Rock,Vienna Twp,U.S. House,1,Brad Finstad,R,79
Rock,Vienna Twp,U.S. House,1,Rachel Bohman,DFL,19
Rock,Vienna Twp,U.S. House,1,WRITE-IN,WI,0
Rock,Vienna Twp,State Senate,21,Not on ballot,R,0
Rock,Vienna Twp,State Senate,21,Not on ballot,DFL,0
Rock,Vienna Twp,State Senate,21,WRITE-IN,WI,0
Rock,Vienna Twp,State House,21A,Joe Schomacker,R,87
Rock,Vienna Twp,State House,21A,Not on ballot,DFL,0
Rock,Vienna Twp,State House,21A,WRITE-IN,WI,2
Rock,Vienna Twp,Constitutional Amendment 1,NA,YES,NP,47
Rock,Vienna Twp,Constitutional Amendment 1,NA,NO,NP,42
Roseau,Badger,State Senate,1,DIST Candidate,DIST,1
Roseau,Badger,President,NA,Donald Trump,R,178
Roseau,Badger,President,NA,Kamala Harris,DFL,50
Roseau,Badger,President,NA,Chase Oliver,LIB,1
Roseau,Badger,President,NA,Cornel West,WTP,2
Roseau,Badger,President,NA,Jill Stein,G,1
Roseau,Badger,President,NA,Claudia De la Cruz,SLP,0
Roseau,Badger,President,NA,Rachele Fruit,SWP,0
Roseau,Badger,President,NA,Robert F. Kennedy Jr.,JFA,0
Roseau,Badger,President,NA,Other Independent,IND,0
Roseau,Badger,President,NA,WRITE-IN,WI,0
Roseau,Badger,U.S. Senate,NA,Royce White,R,148
Roseau,Badger,U.S. Senate,NA,Amy Klobuchar,DFL,74
Roseau,Badger,U.S. Senate,NA,Rebecca Whiting,LIB,5
Roseau,Badger,U.S. Senate,NA,Steve Carlson,IA,2
Roseau,Badger,U.S. Senate,NA,WRITE-IN,WI,0
Roseau,Badger,U.S. House,7,Michelle L. Fischbach,R,175
Roseau,Badger,U.S. House,7,A. John Peters,DFL,54
Roseau,Badger,U.S. House,7,WRITE-IN,WI,0
Roseau,Badger,State Senate,1,Not on ballot,R,0
Roseau,Badger,State Senate,1,Not on ballot,DFL,0
Roseau,Badger,State Senate,1,WRITE-IN,WI,0
Roseau,Badger,State House,1A,John Burkel,R,202
Roseau,Badger,State House,1A,James Sceville,DFL,27
Roseau,Badger,State House,1A,WRITE-IN,WI,0
Roseau,Badger,Constitutional Amendment 1,NA,YES,NP,140
Roseau,Badger,Constitutional Amendment 1,NA,NO,NP,84
Roseau,Barnett Twp,State Senate,1,DIST Candidate,DIST,1
Roseau,Barnett Twp,President,NA,Donald Trump,R,57
Roseau,Barnett Twp,President,NA,Kamala Harris,DFL,11
Roseau,Barnett Twp,President,NA,Chase Oliver,LIB,0
Roseau,Barnett Twp,President,NA,Cornel West,WTP,0
Roseau,Barnett Twp,President,NA,Jill Stein,G,0
Roseau,Barnett Twp,President,NA,Claudia De la Cruz,SLP,0
Roseau,Barnett Twp,President,NA,Rachele Fruit,SWP,0
Roseau,Barnett Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Roseau,Barnett Twp,President,NA,Other Independent,IND,0
Roseau,Barnett Twp,President,NA,WRITE-IN,WI,0
Roseau,Barnett Twp,U.S. Senate,NA,Royce White,R,47
Roseau,Barnett Twp,U.S. Senate,NA,Amy Klobuchar,DFL,16
Roseau,Barnett Twp,U.S. Senate,NA,Rebecca Whiting,LIB,1
Roseau,Barnett Twp,U.S. Senate,NA,Steve Carlson,IA,1
Roseau,Barnett Twp,U.S. Senate,NA,WRITE-IN,WI,0
Roseau,Barnett Twp,U.S. House,7,Michelle L. Fischbach,R,57
Roseau,Barnett Twp,U.S. House,7,A. John Peters,DFL,9
Roseau,Barnett Twp,U.S. House,7,WRITE-IN,WI,0
Roseau,Barnett Twp,State Senate,1,Not on ballot,R,0
Roseau,Barnett Twp,State Senate,1,Not on ballot,DFL,0
Roseau,Barnett Twp,State Senate,1,WRITE-IN,WI,0
Roseau,Barnett Twp,State House,1A,John Burkel,R,61
Roseau,Barnett Twp,State House,1A,James Sceville,DFL,8
Roseau,Barnett Twp,State House,1A,WRITE-IN,WI,0
Roseau,Barnett Twp,Constitutional Amendment 1,NA,YES,NP,31
Roseau,Barnett Twp,Constitutional Amendment 1,NA,NO,NP,28
Roseau,Barto Twp,State Senate,1,DIST Candidate,DIST,1
Roseau,Barto Twp,President,NA,Donald Trump,R,51
Roseau,Barto Twp,President,NA,Kamala Harris,DFL,22
Roseau,Barto Twp,President,NA,Chase Oliver,LIB,0
Roseau,Barto Twp,President,NA,Cornel West,WTP,0
Roseau,Barto Twp,President,NA,Jill Stein,G,0
Roseau,Barto Twp,President,NA,Claudia De la Cruz,SLP,0
Roseau,Barto Twp,President,NA,Rachele Fruit,SWP,0
Roseau,Barto Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Roseau,Barto Twp,President,NA,Other Independent,IND,1
Roseau,Barto Twp,President,NA,WRITE-IN,WI,0
Roseau,Barto Twp,U.S. Senate,NA,Royce White,R,40
Roseau,Barto Twp,U.S. Senate,NA,Amy Klobuchar,DFL,28
Roseau,Barto Twp,U.S. Senate,NA,Rebecca Whiting,LIB,1
Roseau,Barto Twp,U.S. Senate,NA,Steve Carlson,IA,5
Roseau,Barto Twp,U.S. Senate,NA,WRITE-IN,WI,0
Roseau,Barto Twp,U.S. House,7,Michelle L. Fischbach,R,51
Roseau,Barto Twp,U.S. House,7,A. John Peters,DFL,21
Roseau,Barto Twp,U.S. House,7,WRITE-IN,WI,0
Roseau,Barto Twp,State Senate,1,Not on ballot,R,0
Roseau,Barto Twp,State Senate,1,Not on ballot,DFL,0
Roseau,Barto Twp,State Senate,1,WRITE-IN,WI,0
Roseau,Barto Twp,State House,1A,John Burkel,R,62
Roseau,Barto Twp,State House,1A,James Sceville,DFL,13
Roseau,Barto Twp,State House,1A,WRITE-IN,WI,0
Roseau,Barto Twp,Constitutional Amendment 1,NA,YES,NP,37
Roseau,Barto Twp,Constitutional Amendment 1,NA,NO,NP,35
Roseau,Beaver Twp,State Senate,1,DIST Candidate,DIST,1
Roseau,Beaver Twp,President,NA,Donald Trump,R,52
Roseau,Beaver Twp,President,NA,Kamala Harris,DFL,20
Roseau,Beaver Twp,President,NA,Chase Oliver,LIB,0
Roseau,Beaver Twp,President,NA,Cornel West,WTP,0
Roseau,Beaver Twp,President,NA,Jill Stein,G,0
Roseau,Beaver Twp,President,NA,Claudia De la Cruz,SLP,0
Roseau,Beaver Twp,President,NA,Rachele Fruit,SWP,0
Roseau,Beaver Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Roseau,Beaver Twp,President,NA,Other Independent,IND,0
Roseau,Beaver Twp,President,NA,WRITE-IN,WI,0
Roseau,Beaver Twp,U.S. Senate,NA,Royce White,R,45
Roseau,Beaver Twp,U.S. Senate,NA,Amy Klobuchar,DFL,23
Roseau,Beaver Twp,U.S. Senate,NA,Rebecca Whiting,LIB,0
Roseau,Beaver Twp,U.S. Senate,NA,Steve Carlson,IA,1
Roseau,Beaver Twp,U.S. Senate,NA,WRITE-IN,WI,0
Roseau,Beaver Twp,U.S. House,7,Michelle L. Fischbach,R,54
Roseau,Beaver Twp,U.S. House,7,A. John Peters,DFL,18
Roseau,Beaver Twp,U.S. House,7,WRITE-IN,WI,0
Roseau,Beaver Twp,State Senate,1,Not on ballot,R,0
Roseau,Beaver Twp,State Senate,1,Not on ballot,DFL,0
Roseau,Beaver Twp,State Senate,1,WRITE-IN,WI,0
Roseau,Beaver Twp,State House,1A,John Burkel,R,56
Roseau,Beaver Twp,State House,1A,James Sceville,DFL,15
Roseau,Beaver Twp,State House,1A,WRITE-IN,WI,0
Roseau,Beaver Twp,Constitutional Amendment 1,NA,YES,NP,43
Roseau,Beaver Twp,Constitutional Amendment 1,NA,NO,NP,27
Roseau,Cedarbend Twp,State Senate,1,DIST Candidate,DIST,1
Roseau,Cedarbend Twp,President,NA,Donald Trump,R,60
Roseau,Cedarbend Twp,President,NA,Kamala Harris,DFL,12
Roseau,Cedarbend Twp,President,NA,Chase Oliver,LIB,0
Roseau,Cedarbend Twp,President,NA,Cornel West,WTP,0
Roseau,Cedarbend Twp,President,NA,Jill Stein,G,0
Roseau,Cedarbend Twp,President,NA,Claudia De la Cruz,SLP,0
Roseau,Cedarbend Twp,President,NA,Rachele Fruit,SWP,0
Roseau,Cedarbend Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Roseau,Cedarbend Twp,President,NA,Other Independent,IND,0
Roseau,Cedarbend Twp,President,NA,WRITE-IN,WI,0
Roseau,Cedarbend Twp,U.S. Senate,NA,Royce White,R,50
Roseau,Cedarbend Twp,U.S. Senate,NA,Amy Klobuchar,DFL,15
Roseau,Cedarbend Twp,U.S. Senate,NA,Rebecca Whiting,LIB,2
Roseau,Cedarbend Twp,U.S. Senate,NA,Steve Carlson,IA,3
Roseau,Cedarbend Twp,U.S. Senate,NA,WRITE-IN,WI,0
Roseau,Cedarbend Twp,U.S. House,7,Michelle L. Fischbach,R,58
Roseau,Cedarbend Twp,U.S. House,7,A. John Peters,DFL,12
Roseau,Cedarbend Twp,U.S. House,7,WRITE-IN,WI,0
Roseau,Cedarbend Twp,State Senate,1,Not on ballot,R,0
Roseau,Cedarbend Twp,State Senate,1,Not on ballot,DFL,0
Roseau,Cedarbend Twp,State Senate,1,WRITE-IN,WI,0
Roseau,Cedarbend Twp,State House,1A,John Burkel,R,62
Roseau,Cedarbend Twp,State House,1A,James Sceville,DFL,6
Roseau,Cedarbend Twp,State House,1A,WRITE-IN,WI,0
Roseau,Cedarbend Twp,Constitutional Amendment 1,NA,YES,NP,37
Roseau,Cedarbend Twp,Constitutional Amendment 1,NA,NO,NP,27
Roseau,Clear River/Oaks Unorg,State Senate,1,DIST Candidate,DIST,1
Roseau,Clear River/Oaks Unorg,President,NA,Donald Trump,R,59
Roseau,Clear River/Oaks Unorg,President,NA,Kamala Harris,DFL,13
Roseau,Clear River/Oaks Unorg,President,NA,Chase Oliver,LIB,0
Roseau,Clear River/Oaks Unorg,President,NA,Cornel West,WTP,0
Roseau,Clear River/Oaks Unorg,President,NA,Jill Stein,G,0
Roseau,Clear River/Oaks Unorg,President,NA,Claudia De la Cruz,SLP,0
Roseau,Clear River/Oaks Unorg,President,NA,Rachele Fruit,SWP,0
Roseau,Clear River/Oaks Unorg,President,NA,Robert F. Kennedy Jr.,JFA,0
Roseau,Clear River/Oaks Unorg,President,NA,Other Independent,IND,0
Roseau,Clear River/Oaks Unorg,President,NA,WRITE-IN,WI,0
Roseau,Clear River/Oaks Unorg,U.S. Senate,NA,Royce White,R,51
Roseau,Clear River/Oaks Unorg,U.S. Senate,NA,Amy Klobuchar,DFL,18
Roseau,Clear River/Oaks Unorg,U.S. Senate,NA,Rebecca Whiting,LIB,1
Roseau,Clear River/Oaks Unorg,U.S. Senate,NA,Steve Carlson,IA,3
Roseau,Clear River/Oaks Unorg,U.S. Senate,NA,WRITE-IN,WI,0
Roseau,Clear River/Oaks Unorg,U.S. House,7,Michelle L. Fischbach,R,61
Roseau,Clear River/Oaks Unorg,U.S. House,7,A. John Peters,DFL,11
Roseau,Clear River/Oaks Unorg,U.S. House,7,WRITE-IN,WI,0
Roseau,Clear River/Oaks Unorg,State Senate,1,Not on ballot,R,0
Roseau,Clear River/Oaks Unorg,State Senate,1,Not on ballot,DFL,0
Roseau,Clear River/Oaks Unorg,State Senate,1,WRITE-IN,WI,0
Roseau,Clear River/Oaks Unorg,State House,1A,John Burkel,R,65
Roseau,Clear River/Oaks Unorg,State House,1A,James Sceville,DFL,8
Roseau,Clear River/Oaks Unorg,State House,1A,WRITE-IN,WI,0
Roseau,Clear River/Oaks Unorg,Constitutional Amendment 1,NA,YES,NP,32
Roseau,Clear River/Oaks Unorg,Constitutional Amendment 1,NA,NO,NP,33
Roseau,Deer Twp,State Senate,1,DIST Candidate,DIST,1
Roseau,Deer Twp,President,NA,Donald Trump,R,45
Roseau,Deer Twp,President,NA,Kamala Harris,DFL,10
Roseau,Deer Twp,President,NA,Chase Oliver,LIB,0
Roseau,Deer Twp,President,NA,Cornel West,WTP,2
Roseau,Deer Twp,President,NA,Jill Stein,G,0
Roseau,Deer Twp,President,NA,Claudia De la Cruz,SLP,0
Roseau,Deer Twp,President,NA,Rachele Fruit,SWP,0
Roseau,Deer Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Roseau,Deer Twp,President,NA,Other Independent,IND,2
Roseau,Deer Twp,President,NA,WRITE-IN,WI,0
Roseau,Deer Twp,U.S. Senate,NA,Royce White,R,46
