precinct_id,county,precinct_code,precinct_name,total_population,white_pop,black_pop,native_pop,asian_pop,pacific_pop,multiracial_pop,hispanic_pop,vap_18plus,white_vap,black_vap,native_vap,asian_vap,pacific_vap,multiracial_vap,hispanic_vap,white_vap_pct,black_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct,hispanic_vap_pct
HENNEPIN - 000200,Hennepin,000200,Brooklyn Center P-1,4582,1818,956,79,749,1,608,803,3333,1570,645,48,470,1,362,504,47.10,19.35,1.44,14.10,0.03,10.86,15.12
HENNEPIN - 000220,Hennepin,000220,Brooklyn Center P-5,6578,2054,1443,75,1718,0,579,1071,4630,1787,971,50,1077,0,287,685,38.60,20.97,1.08,23.26,0.00,6.20,14.79
HENNEPIN - 000230,Hennepin,000230,Brooklyn Center P-7,3274,1078,937,27,700,0,240,427,2369,963,622,16,452,0,127,251,40.65,26.26,0.68,19.08,0.00,5.36,10.60
HENNEPIN - 002000,Hennepin,002000,Minneapolis W-13 P-9,3988,3265,192,14,118,0,293,245,2964,2506,114,9,101,0,147,148,84.55,3.85,0.30,3.41,0.00,4.96,4.99
HENNEPIN - 001440,Hennepin,001440,Minneapolis W-2 P-7,1393,727,272,26,184,0,144,125,1306,715,218,23,180,0,130,113,54.75,16.69,1.76,13.78,0.00,9.95,8.65
HENNEPIN - 001790,Hennepin,001790,Minneapolis W-9 P-9,3138,871,772,114,88,5,393,1307,2174,700,445,92,65,4,258,883,32.20,20.47,4.23,2.99,0.18,11.87,40.62
HENNEPIN - 001725,Hennepin,001725,Minneapolis W-8 P-6,3611,2592,287,53,67,1,353,476,3006,2260,227,28,61,0,246,323,75.18,7.55,0.93,2.03,0.00,8.18,10.75
HENNEPIN - 001945,Hennepin,001945,Minneapolis W-12 P-9,2531,1903,188,32,69,2,235,236,1968,1545,133,23,63,1,136,140,78.51,6.76,1.17,3.20,0.05,6.91,7.11
HENNEPIN - 001775,Hennepin,001775,Minneapolis W-9 P-6,4618,2175,942,145,113,0,502,1138,3484,1885,585,107,103,0,325,750,54.10,16.79,3.07,2.96,0.00,9.33,21.53
HENNEPIN - 001956,Hennepin,001956,Minneapolis W-12 P-12,3882,3057,206,72,77,3,339,287,3170,2593,169,55,66,2,204,188,81.80,5.33,1.74,2.08,0.06,6.44,5.93
HENNEPIN - 001910,Hennepin,001910,Minneapolis W-12 P-2,3364,2376,511,51,72,0,259,183,2641,2009,312,39,60,0,155,138,76.07,11.81,1.48,2.27,0.00,5.87,5.23
HENNEPIN - 001456,Hennepin,001456,Minneapolis W-2 P-11,2018,1505,142,39,47,0,190,201,1626,1292,89,23,32,0,121,131,79.46,5.47,1.41,1.97,0.00,7.44,8.06
HENNEPIN - 001930,Hennepin,001930,Minneapolis W-12 P-6,2050,1735,58,19,49,0,140,110,1687,1473,44,12,42,0,84,73,87.31,2.61,0.71,2.49,0.00,4.98,4.33
HENNEPIN - 001935,Hennepin,001935,Minneapolis W-12 P-7,384,351,28,0,0,0,3,7,381,351,27,0,0,0,1,6,92.13,7.09,0.00,0.00,0.00,0.26,1.57
HENNEPIN - 001955,Hennepin,001955,Minneapolis W-12 P-11,2242,1682,244,23,40,0,197,138,1827,1437,171,19,32,0,118,98,78.65,9.36,1.04,1.75,0.00,6.46,5.36
HENNEPIN - 001905,Hennepin,001905,Minneapolis W-12 P-1,3571,2603,341,89,103,0,282,320,2906,2198,260,73,88,0,176,218,75.64,8.95,2.51,3.03,0.00,6.06,7.50
HENNEPIN - 001900,Hennepin,001900,Minneapolis W-11 P-9,2521,1263,544,69,54,0,255,475,1900,1088,349,51,44,0,165,279,57.26,18.37,2.68,2.32,0.00,8.68,14.68
HENNEPIN - 001915,Hennepin,001915,Minneapolis W-12 P-3,3772,2956,242,75,97,1,287,260,3177,2559,189,62,91,1,190,180,80.55,5.95,1.95,2.86,0.03,5.98,5.67
HENNEPIN - 001430,Hennepin,001430,Minneapolis W-2 P-5,7960,3887,1113,20,2355,8,439,341,7152,3685,652,17,2298,7,370,301,51.52,9.12,0.24,32.13,0.10,5.17,4.21
HENNEPIN - 001435,Hennepin,001435,Minneapolis W-2 P-6,1643,1245,76,12,142,0,141,88,1491,1154,61,8,129,0,113,80,77.40,4.09,0.54,8.65,0.00,7.58,5.37
HENNEPIN - 001957,Hennepin,001957,Minneapolis W-12 P-13,1570,1356,43,10,40,0,92,71,1249,1104,27,5,36,0,49,40,88.39,2.16,0.40,2.88,0.00,3.92,3.20
HENNEPIN - 001765,Hennepin,001765,Minneapolis W-9 P-4,4798,842,1366,950,154,0,456,1643,3166,696,842,552,121,0,287,1023,21.98,26.60,17.44,3.82,0.00,9.07,32.31
HENNEPIN - 000050,Hennepin,000050,Bloomington W-2 P-21,2034,1629,84,3,128,0,151,102,1616,1341,63,1,105,0,84,63,82.98,3.90,0.06,6.50,0.00,5.20,3.90
HENNEPIN - 000070,Hennepin,000070,Bloomington W-2 P-26,2879,2314,92,125,88,2,205,113,2345,1953,63,116,67,0,108,69,83.28,2.69,4.95,2.86,0.00,4.61,2.94
HENNEPIN - 000060,Hennepin,000060,Bloomington W-2 P-24,2457,2011,69,2,181,0,153,99,1988,1662,46,2,160,0,85,63,83.60,2.31,0.10,8.05,0.00,4.28,3.17
HENNEPIN - 000085,Hennepin,000085,Bloomington W-3 P-17,1686,1487,35,4,81,1,71,34,1433,1316,16,3,53,0,38,20,91.84,1.12,0.21,3.70,0.00,2.65,1.40
HENNEPIN - 000107,Hennepin,000107,Bloomington W-3 P-29,2562,1427,390,15,224,2,241,399,1996,1236,259,10,183,0,140,247,61.92,12.98,0.50,9.17,0.00,7.01,12.37
HENNEPIN - 000010,Hennepin,000010,Bloomington W-1 P-8,2495,1989,84,14,170,3,158,164,2071,1724,51,10,129,3,95,112,83.24,2.46,0.48,6.23,0.14,4.59,5.41
HENNEPIN - 000115,Hennepin,000115,Bloomington W-4 P-2,5225,1840,1209,85,308,5,486,1652,3754,1563,782,70,241,5,286,1018,41.64,20.83,1.86,6.42,0.13,7.62,27.12
HENNEPIN - 000110,Hennepin,000110,Bloomington W-4 P-1,3343,1840,638,27,258,6,251,488,2853,1711,471,21,228,5,193,334,59.97,16.51,0.74,7.99,0.18,6.76,11.71
HENNEPIN - 000210,Hennepin,000210,Brooklyn Center P-3,5289,1603,1741,83,970,4,430,726,3734,1429,1106,49,629,4,227,436,38.27,29.62,1.31,16.85,0.11,6.08,11.68
HENNEPIN - 000375,Hennepin,000375,Brooklyn Park W-E P-6-O,4208,1961,887,16,1023,0,247,129,3003,1513,584,9,724,0,125,77,50.38,19.45,0.30,24.11,0.00,4.16,2.56
HENNEPIN - 000360,Hennepin,000360,Brooklyn Park W-E P-4-A,3013,1922,456,8,425,0,166,78,2409,1689,328,4,283,0,84,48,70.11,13.62,0.17,11.75,0.00,3.49,1.99
HENNEPIN - 000415,Hennepin,000415,Brooklyn Park W-W P-5,3148,898,1147,22,702,0,199,299,2256,799,751,11,452,0,120,188,35.42,33.29,0.49,20.04,0.00,5.32,8.33
HENNEPIN - 000397,Hennepin,000397,Brooklyn Park W-W P-1-R,6319,2327,2354,53,510,3,438,974,4552,1991,1524,36,350,2,255,585,43.74,33.48,0.79,7.69,0.04,5.60,12.85
HENNEPIN - 000420,Hennepin,000420,Brooklyn Park W-W P-6,889,457,215,4,115,0,73,47,736,427,150,4,93,0,40,34,58.02,20.38,0.54,12.64,0.00,5.43,4.62
HENNEPIN - 000300,Hennepin,000300,Brooklyn Park W-C P-1,3039,653,1513,22,515,0,214,247,2233,579,1079,18,334,0,130,159,25.93,48.32,0.81,14.96,0.00,5.82,7.12
HENNEPIN - 000350,Hennepin,000350,Brooklyn Park W-E P-2,3798,1770,810,28,666,0,278,348,2773,1495,503,20,446,0,153,209,53.91,18.14,0.72,16.08,0.00,5.52,7.54
HENNEPIN - 000365,Hennepin,000365,Brooklyn Park W-E P-5,1347,774,228,7,199,0,102,58,996,636,150,4,140,0,43,32,63.86,15.06,0.40,14.06,0.00,4.32,3.21
HENNEPIN - 000330,Hennepin,000330,Brooklyn Park W-C P-7,4378,2549,856,8,645,0,263,153,3340,2090,579,5,487,0,141,99,62.57,17.34,0.15,14.58,0.00,4.22,2.96
HENNEPIN - 000305,Hennepin,000305,Brooklyn Park W-C P-2,2922,1051,840,13,631,1,272,203,2067,919,542,12,371,1,153,126,44.46,26.22,0.58,17.95,0.05,7.40,6.10
HENNEPIN - 000325,Hennepin,000325,Brooklyn Park W-C P-6,4536,1790,1070,23,1250,0,261,241,3312,1490,685,21,880,0,139,157,44.99,20.68,0.63,26.57,0.00,4.20,4.74
HENNEPIN - 000335,Hennepin,000335,Brooklyn Park W-C P-8,5060,3300,588,10,733,0,383,150,3277,2207,377,5,506,0,146,86,67.35,11.50,0.15,15.44,0.00,4.46,2.62
HENNEPIN - 000362,Hennepin,000362,Brooklyn Park W-E P-4-O,1936,1191,384,5,238,0,100,65,1625,1107,273,5,174,0,55,39,68.12,16.80,0.31,10.71,0.00,3.38,2.40
HENNEPIN - 000450,Hennepin,000450,Champlin W-1 P-1,7394,5855,573,39,332,0,463,222,5627,4694,387,25,215,0,216,132,83.42,6.88,0.44,3.82,0.00,3.84,2.35
HENNEPIN - 000455,Hennepin,000455,Champlin W-2 P-1,5873,4812,467,22,245,0,258,145,4619,3944,268,22,194,0,151,92,85.39,5.80,0.48,4.20,0.00,3.27,1.99
HENNEPIN - 000465,Hennepin,000465,Champlin W-4 P-1,5428,4163,474,25,282,1,375,239,4201,3377,302,22,204,1,213,176,80.39,7.19,0.52,4.86,0.02,5.07,4.19
HENNEPIN - 000500,Hennepin,000500,Corcoran P-1,2128,1963,11,5,42,0,80,44,1679,1562,8,5,35,0,44,24,93.03,0.48,0.30,2.08,0.00,2.62,1.43
HENNEPIN - 000560,Hennepin,000560,Crystal W-2 P-1,2813,2066,250,25,129,0,276,203,2246,1758,178,19,97,0,149,126,78.27,7.93,0.85,4.32,0.00,6.63,5.61
HENNEPIN - 000590,Hennepin,000590,Crystal W-4 P-2,2639,1612,315,14,123,1,281,442,2066,1406,215,10,96,1,160,267,68.05,10.41,0.48,4.65,0.05,7.74,12.92
HENNEPIN - 000575,Hennepin,000575,Crystal W-3 P-2,3035,2244,243,21,105,0,290,255,2340,1835,151,17,82,0,156,175,78.42,6.45,0.73,3.50,0.00,6.67,7.48
HENNEPIN - 000567,Hennepin,000567,Crystal W-2 P-3,1116,681,245,10,62,0,99,49,922,595,187,9,53,0,68,36,64.53,20.28,0.98,5.75,0.00,7.38,3.90
HENNEPIN - 000585,Hennepin,000585,Crystal W-4 P-1,3056,1788,579,34,242,0,238,277,2332,1549,366,25,172,0,119,156,66.42,15.69,1.07,7.38,0.00,5.10,6.69
HENNEPIN - 000645,Hennepin,000645,Dayton P-2,1227,1030,32,3,30,0,100,88,943,849,13,1,21,0,46,36,90.03,1.38,0.11,2.23,0.00,4.88,3.82
HENNEPIN - 000650,Hennepin,000650,Dayton P-3,3785,3294,144,18,116,0,183,88,2848,2549,92,13,76,0,98,47,89.50,3.23,0.46,2.67,0.00,3.44,1.65
HENNEPIN - 000680,Hennepin,000680,Deephaven P-2,2114,1989,5,0,18,0,76,50,1544,1465,5,0,14,0,46,25,94.88,0.32,0.00,0.91,0.00,2.98,1.62
HENNEPIN - 000765,Hennepin,000765,Eden Prairie P-16,3773,3034,171,6,296,0,201,130,2959,2449,124,4,219,0,107,92,82.76,4.19,0.14,7.40,0.00,3.62,3.11
HENNEPIN - 000755,Hennepin,000755,Eden Prairie P-14,4032,3194,174,14,361,0,239,173,3074,2515,107,10,285,0,113,116,81.82,3.48,0.33,9.27,0.00,3.68,3.77
HENNEPIN - 000695,Hennepin,000695,Eden Prairie P-2,2785,2308,43,6,184,0,207,124,2119,1806,28,6,135,0,122,73,85.23,1.32,0.28,6.37,0.00,5.76,3.45
HENNEPIN - 000705,Hennepin,000705,Eden Prairie P-4,3126,2174,349,7,285,0,228,194,2426,1815,187,7,222,0,136,135,74.81,7.71,0.29,9.15,0.00,5.61,5.56
HENNEPIN - 000710,Hennepin,000710,Eden Prairie P-5,3121,2558,106,4,192,1,217,101,2369,2008,57,4,145,0,133,63,84.76,2.41,0.17,6.12,0.00,5.61,2.66
HENNEPIN - 000730,Hennepin,000730,Eden Prairie P-9,3210,2582,48,9,329,0,212,114,2505,2088,37,3,252,0,105,66,83.35,1.48,0.12,10.06,0.00,4.19,2.63
HENNEPIN - 000735,Hennepin,000735,Eden Prairie P-10,3041,2447,99,6,252,0,198,152,2373,1981,56,4,186,0,115,90,83.48,2.36,0.17,7.84,0.00,4.85,3.79
HENNEPIN - 000720,Hennepin,000720,Eden Prairie P-7,2958,1838,472,26,320,5,181,204,2266,1546,265,19,244,1,109,153,68.23,11.69,0.84,10.77,0.04,4.81,6.75
HENNEPIN - 000775,Hennepin,000775,Eden Prairie P-18,3735,2966,50,4,481,0,203,98,2754,2264,36,3,319,0,110,59,82.21,1.31,0.11,11.58,0.00,3.99,2.14
HENNEPIN - 000780,Hennepin,000780,Eden Prairie P-19A,3596,2570,82,9,731,0,175,114,2661,1957,52,2,525,0,103,71,73.54,1.95,0.08,19.73,0.00,3.87,2.67
HENNEPIN - 000690,Hennepin,000690,Eden Prairie P-1,2481,2062,44,9,193,0,156,92,1870,1609,25,9,144,0,71,53,86.04,1.34,0.48,7.70,0.00,3.80,2.83
HENNEPIN - 002090,Hennepin,002090,Minnetonka W-1 P-A,2342,2039,45,2,59,0,174,78,1848,1647,23,2,52,0,105,46,89.12,1.24,0.11,2.81,0.00,5.68,2.49
HENNEPIN - 000890,Hennepin,000890,Edina P-8,2737,2398,15,8,96,0,204,74,1808,1647,5,5,59,0,83,41,91.10,0.28,0.28,3.26,0.00,4.59,2.27
HENNEPIN - 000900,Hennepin,000900,Edina P-10C,1983,1593,55,2,201,0,131,79,1432,1203,29,1,141,0,57,42,84.01,2.03,0.07,9.85,0.00,3.98,2.93
HENNEPIN - 000880,Hennepin,000880,Edina P-6,2789,2440,16,5,170,0,135,61,2045,1835,14,4,113,0,57,36,89.73,0.68,0.20,5.53,0.00,2.79,1.76
HENNEPIN - 001827,Hennepin,001827,Minneapolis W-10 P-5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HENNEPIN - 001785,Hennepin,001785,Minneapolis W-9 P-8,500,128,219,7,13,0,34,117,384,123,173,5,6,0,14,79,32.03,45.05,1.30,1.56,0.00,3.65,20.57
HENNEPIN - 002200,Hennepin,002200,Minnetonka W-4 P-D,2468,2111,33,2,117,0,184,70,1876,1660,28,1,84,0,87,44,88.49,1.49,0.05,4.48,0.00,4.64,2.35
HENNEPIN - 002165,Hennepin,002165,Minnetonka W-3 P-E,1774,1655,3,4,28,0,80,50,1322,1254,3,3,25,0,34,22,94.86,0.23,0.23,1.89,0.00,2.57,1.66
HENNEPIN - 002160,Hennepin,002160,Minnetonka W-3 P-D,2457,2179,17,2,65,1,180,67,1906,1730,17,2,49,1,97,43,90.77,0.89,0.10,2.57,0.05,5.09,2.26
HENNEPIN - 002125,Hennepin,002125,Minnetonka W-2 P-B,2783,2427,99,12,87,0,128,71,2302,2066,69,8,70,0,68,47,89.75,3.00,0.35,3.04,0.00,2.95,2.04
HENNEPIN - 002105,Hennepin,002105,Minnetonka W-1 P-D,2830,2500,62,16,67,1,160,92,2288,2064,39,13,52,1,99,64,90.21,1.70,0.57,2.27,0.04,4.33,2.80
HENNEPIN - 002185,Hennepin,002185,Minnetonka W-4 P-A,1910,1611,66,5,55,0,139,94,1483,1285,49,3,40,0,85,59,86.65,3.30,0.20,2.70,0.00,5.73,3.98
HENNEPIN - 002170,Hennepin,002170,Minnetonka W-3 P-F,3063,2720,39,0,95,2,174,77,2270,2073,23,0,74,0,74,40,91.32,1.01,0.00,3.26,0.00,3.26,1.76
HENNEPIN - 002190,Hennepin,002190,Minnetonka W-4 P-B,2264,1698,226,3,108,1,154,139,1733,1374,144,2,72,1,85,93,79.28,8.31,0.12,4.15,0.06,4.90,5.37
HENNEPIN - 002095,Hennepin,002095,Minnetonka W-1 P-B,1857,1526,128,0,89,0,95,49,1644,1400,86,0,77,0,66,36,85.16,5.23,0.00,4.68,0.00,4.01,2.19
HENNEPIN - 002120,Hennepin,002120,Minnetonka W-2 P-A,1800,1539,23,5,113,0,99,55,1478,1297,17,5,93,0,53,45,87.75,1.15,0.34,6.29,0.00,3.59,3.04
HENNEPIN - 002210,Hennepin,002210,Minnetonka W-4 P-F,2038,1878,34,4,41,0,71,40,1681,1570,24,2,36,0,43,31,93.40,1.43,0.12,2.14,0.00,2.56,1.84
HENNEPIN - 002140,Hennepin,002140,Minnetonka W-2 P-E,2557,1833,257,8,167,0,205,187,2189,1676,187,8,123,0,133,108,76.56,8.54,0.37,5.62,0.00,6.08,4.93
HENNEPIN - 002248,Hennepin,002248,Minnetrista P-4A,2700,2443,17,5,50,0,168,78,1997,1834,12,3,38,0,100,53,91.84,0.60,0.15,1.90,0.00,5.01,2.65
HENNEPIN - 002465,Hennepin,002465,Plymouth W-3 P-14,4767,3871,227,19,281,7,303,165,3833,3212,175,15,223,7,157,96,83.80,4.57,0.39,5.82,0.18,4.10,2.50
HENNEPIN - 002435,Hennepin,002435,Plymouth W-2 P-8,2548,2117,151,3,130,0,119,72,1859,1579,98,2,95,0,69,34,84.94,5.27,0.11,5.11,0.00,3.71,1.83
HENNEPIN - 002445,Hennepin,002445,Plymouth W-2 P-10,2215,1830,57,7,152,0,134,88,1665,1430,40,6,93,0,67,49,85.89,2.40,0.36,5.59,0.00,4.02,2.94
HENNEPIN - 002450,Hennepin,002450,Plymouth W-2 P-11,2072,1785,77,10,41,0,129,68,1657,1491,41,10,31,0,63,45,89.98,2.47,0.60,1.87,0.00,3.80,2.72
HENNEPIN - 002460,Hennepin,002460,Plymouth W-3 P-13,4687,2924,475,25,817,9,329,250,3750,2583,319,25,553,6,197,164,68.88,8.51,0.67,14.75,0.16,5.25,4.37
HENNEPIN - 002455,Hennepin,002455,Plymouth W-2 P-12,2318,1952,84,26,86,0,148,79,1788,1525,67,21,67,0,89,42,85.29,3.75,1.17,3.75,0.00,4.98,2.35
HENNEPIN - 002500,Hennepin,002500,Plymouth W-4 P-21,2728,2363,76,0,104,0,150,78,2196,1928,60,0,86,0,95,46,87.80,2.73,0.00,3.92,0.00,4.33,2.09
HENNEPIN - 002420,Hennepin,002420,Plymouth W-1 P-5,3926,2810,124,10,779,0,174,98,3120,2391,86,7,520,0,100,63,76.63,2.76,0.22,16.67,0.00,3.21,2.02
HENNEPIN - 002400,Hennepin,002400,Plymouth W-1 P-1,7452,3908,351,2,2693,1,457,217,4429,2361,199,1,1645,1,201,109,53.31,4.49,0.02,37.14,0.02,4.54,2.46
HENNEPIN - 002385,Hennepin,002385,Osseo P-1,2688,2167,176,7,54,0,241,134,2246,1884,114,7,46,0,164,104,83.88,5.08,0.31,2.05,0.00,7.30,4.63
HENNEPIN - 002590,Hennepin,002590,Richfield W-2 P-2,4879,3188,629,68,180,1,370,669,4051,2825,475,54,159,1,237,437,69.74,11.73,1.33,3.92,0.02,5.85,10.79
HENNEPIN - 002605,Hennepin,002605,Richfield W-3 P-1,2931,1668,247,37,198,0,288,700,2283,1412,172,29,160,0,170,463,61.85,7.53,1.27,7.01,0.00,7.45,20.28
HENNEPIN - 002595,Hennepin,002595,Richfield W-2 P-6,4566,2939,545,34,289,10,351,652,3696,2527,369,28,251,9,226,451,68.37,9.98,0.76,6.79,0.24,6.11,12.20
HENNEPIN - 002575,Hennepin,002575,Richfield W-1 P-3,4065,2906,302,26,195,2,356,498,3310,2495,227,17,169,0,204,327,75.38,6.86,0.51,5.11,0.00,6.16,9.88
HENNEPIN - 002585,Hennepin,002585,Richfield W-1 P-5,3658,2695,166,39,295,2,265,361,3127,2388,134,31,247,2,182,263,76.37,4.29,0.99,7.90,0.06,5.82,8.41
HENNEPIN - 002675,Hennepin,002675,Robbinsdale W-4,3808,2384,741,40,117,2,370,244,2966,2030,463,31,93,2,229,174,68.44,15.61,1.05,3.14,0.07,7.72,5.87
HENNEPIN - 002665,Hennepin,002665,Robbinsdale W-3,3633,2425,603,47,105,0,332,271,2920,2109,423,32,76,0,191,185,72.23,14.49,1.10,2.60,0.00,6.54,6.34
HENNEPIN - 002710,Hennepin,002710,Rogers P-1,5250,4551,216,14,164,3,234,130,3792,3356,127,11,124,1,123,84,88.50,3.35,0.29,3.27,0.03,3.24,2.22
HENNEPIN - 002770,Hennepin,002770,Saint Anthony P-2,3386,2848,89,14,169,0,225,110,2508,2179,59,6,136,0,93,59,86.88,2.35,0.24,5.42,0.00,3.71,2.35
HENNEPIN - 002765,Hennepin,002765,Saint Anthony P-1,2226,1892,89,4,86,0,118,78,1783,1573,61,2,68,0,53,53,88.22,3.42,0.11,3.81,0.00,2.97,2.97
HENNEPIN - 002855,Hennepin,002855,Saint Louis Park W-4 P-14,4111,3262,278,17,155,1,304,237,3301,2691,229,9,118,1,184,160,81.52,6.94,0.27,3.57,0.03,5.57,4.85
HENNEPIN - 002860,Hennepin,002860,Saint Louis Park W-4 P-15,3247,2315,224,29,324,14,226,208,2734,2031,174,17,269,14,147,137,74.29,6.36,0.62,9.84,0.51,5.38,5.01
HENNEPIN - 002790,Hennepin,002790,Saint Louis Park W-1 P-1,3744,3323,65,10,102,1,195,107,2775,2501,39,9,85,1,109,68,90.13,1.41,0.32,3.06,0.04,3.93,2.45
HENNEPIN - 002800,Hennepin,002800,Saint Louis Park W-1 P-3,2194,1681,220,11,79,0,139,146,1987,1571,181,11,71,0,104,119,79.06,9.11,0.55,3.57,0.00,5.23,5.99
HENNEPIN - 002825,Hennepin,002825,Saint Louis Park W-2 P-8,3276,2614,186,12,140,0,242,163,2722,2245,131,11,119,0,157,97,82.48,4.81,0.40,4.37,0.00,5.77,3.56
HENNEPIN - 002835,Hennepin,002835,Saint Louis Park W-3 P-10,2763,1920,478,15,77,0,199,134,2216,1678,277,11,76,0,116,98,75.72,12.50,0.50,3.43,0.00,5.23,4.42
HENNEPIN - 002840,Hennepin,002840,Saint Louis Park W-3 P-11,2242,1839,125,27,67,0,150,114,1837,1549,93,22,56,0,91,74,84.32,5.06,1.20,3.05,0.00,4.95,4.03
HENNEPIN - 002795,Hennepin,002795,Saint Louis Park W-1 P-2,4590,3679,341,36,147,3,275,241,3715,3097,241,24,129,3,146,156,83.36,6.49,0.65,3.47,0.08,3.93,4.20
HENNEPIN - 002865,Hennepin,002865,Saint Louis Park W-4 P-16,2597,2101,125,11,137,1,159,135,2360,1962,97,11,130,1,111,111,83.14,4.11,0.47,5.51,0.04,4.70,4.70
HENNEPIN - 002850,Hennepin,002850,Saint Louis Park W-4 P-13,2689,2056,240,10,181,7,137,114,2352,1865,181,6,154,3,100,87,79.29,7.70,0.26,6.55,0.13,4.25,3.70
HENNEPIN - 002755,Hennepin,002755,Spring Park P-1,1734,1550,42,7,47,1,78,23,1596,1458,33,7,42,1,52,15,91.35,2.07,0.44,2.63,0.06,3.26,0.94
HENNEPIN - 002910,Hennepin,002910,Wayzata P-1,4434,3895,131,6,129,0,176,155,3742,3374,90,6,94,0,116,107,90.17,2.41,0.16,2.51,0.00,3.10,2.86
HENNEPIN - 000555,Hennepin,000555,Crystal W-1 P-2,1513,975,348,10,67,0,68,84,1252,852,266,9,63,0,31,48,68.05,21.25,0.72,5.03,0.00,2.48,3.83
HENNEPIN - 001490,Hennepin,001490,Minneapolis W-3 P-7,3305,2817,110,7,196,0,140,110,3180,2732,101,5,187,0,120,96,85.91,3.18,0.16,5.88,0.00,3.77,3.02
MARTIN - 000005,Martin,000005,Cedar Twp,196,190,0,0,1,0,5,3,148,147,0,0,1,0,0,0,99.32,0.00,0.00,0.68,0.00,0.00,0.00
MARTIN - 000010,Martin,000010,Center Creek Twp,217,204,0,4,0,0,1,15,166,155,0,4,0,0,1,12,93.37,0.00,2.41,0.00,0.00,0.60,7.23
MARTIN - 000015,Martin,000015,Ceylon,303,280,0,1,0,0,20,10,231,218,0,1,0,0,10,5,94.37,0.00,0.43,0.00,0.00,4.33,2.16
MARTIN - 000020,Martin,000020,Dunnell,133,125,0,1,0,0,7,9,116,108,0,1,0,0,7,6,93.10,0.00,0.86,0.00,0.00,6.03,5.17
MARTIN - 000025,Martin,000025,East Chain Twp,276,256,0,0,0,0,13,17,211,197,0,0,0,0,7,13,93.36,0.00,0.00,0.00,0.00,3.32,6.16
MARTIN - 000030,Martin,000030,Elm Creek Twp,160,156,0,0,1,0,3,2,134,132,0,0,1,0,1,0,98.51,0.00,0.00,0.75,0.00,0.75,0.00
MARTIN - 000080,Martin,000080,Fairmont W-4 P-1,1330,1126,12,9,4,1,111,191,992,868,6,9,2,1,70,104,87.50,0.60,0.91,0.20,0.10,7.06,10.48
MARTIN - 000085,Martin,000085,Fairmont W-4 P-2,1350,1099,21,4,4,0,115,279,1025,869,9,3,2,0,71,183,84.78,0.88,0.29,0.20,0.00,6.93,17.85
MARTIN - 000035,Martin,000035,Fairmont W-1 P-1,1047,975,3,0,14,1,44,42,862,820,3,0,14,1,21,13,95.13,0.35,0.00,1.62,0.12,2.44,1.51
MARTIN - 000065,Martin,000065,Fairmont W-3 P-1,1261,1022,14,16,1,2,98,222,979,804,12,15,0,2,68,149,82.12,1.23,1.53,0.00,0.20,6.95,15.22
MARTIN - 000070,Martin,000070,Fairmont W-3 P-2,1338,1162,20,10,17,0,90,129,1036,927,8,9,16,0,50,79,89.48,0.77,0.87,1.54,0.00,4.83,7.63
MARTIN - 000050,Martin,000050,Fairmont W-2 P-1,1297,1172,12,4,7,0,41,103,969,878,7,2,6,0,28,74,90.61,0.72,0.21,0.62,0.00,2.89,7.64
MARTIN - 000055,Martin,000055,Fairmont W-2 P-2,1448,1372,8,4,22,0,22,43,1179,1128,7,1,17,0,17,22,95.67,0.59,0.08,1.44,0.00,1.44,1.87
MARTIN - 000040,Martin,000040,Fairmont W-1 P-2,1416,1368,5,0,12,0,25,29,1154,1119,3,0,9,0,17,16,96.97,0.26,0.00,0.78,0.00,1.47,1.39
MARTIN - 000100,Martin,000100,Fox Lake Twp,259,247,0,0,2,0,8,5,209,201,0,0,2,0,6,2,96.17,0.00,0.00,0.96,0.00,2.87,0.96
MARTIN - 000105,Martin,000105,Fraser Twp,271,263,0,2,2,0,0,7,209,203,0,2,0,0,0,5,97.13,0.00,0.96,0.00,0.00,0.00,2.39
MARTIN - 000110,Martin,000110,Galena Twp,211,197,2,0,1,0,11,13,169,161,2,0,1,0,5,5,95.27,1.18,0.00,0.59,0.00,2.96,2.96
MARTIN - 000115,Martin,000115,Granada,291,280,0,0,0,0,9,7,226,218,0,0,0,0,6,3,96.46,0.00,0.00,0.00,0.00,2.65,1.33
MARTIN - 000120,Martin,000120,Jay Twp,230,217,0,0,1,0,5,10,182,172,0,0,1,0,4,7,94.51,0.00,0.00,0.55,0.00,2.20,3.85
MARTIN - 000125,Martin,000125,Lake Belt Twp,190,180,0,1,1,0,7,3,152,149,0,1,0,0,1,1,98.03,0.00,0.66,0.00,0.00,0.66,0.66
MARTIN - 000130,Martin,000130,Lake Fremont Twp,155,140,4,2,1,0,8,7,127,117,0,2,1,0,7,7,92.13,0.00,1.57,0.79,0.00,5.51,5.51
MARTIN - 000135,Martin,000135,Manyaska Twp,308,305,0,0,0,0,3,3,251,248,0,0,0,0,3,0,98.80,0.00,0.00,0.00,0.00,1.20,0.00
MARTIN - 000140,Martin,000140,Nashville Twp,205,198,1,1,0,0,2,4,155,153,1,1,0,0,0,0,98.71,0.65,0.65,0.00,0.00,0.00,0.00
