year,office,district,party,candidate
2002,State Senate,47,GP,
2002,State Senate,47,ICP,
2002,State Senate,47,IND,
2002,State Senate,47,R,
2002,State Senate,48,CP,
2002,State Senate,48,DFL,
2002,State Senate,48,GP,
2002,State Senate,48,ICP,
2002,State Senate,48,IND,
2002,State Senate,48,R,
2002,State Senate,49,CP,
2002,State Senate,49,DFL,
2002,State Senate,49,GP,
2002,State Senate,49,ICP,
2002,State Senate,49,IND,
2002,State Senate,49,R,
2002,State Senate,5,CP,
2002,State Senate,5,DFL,
2002,State Senate,5,GP,
2002,State Senate,5,ICP,
2002,State Senate,5,IND,
2002,State Senate,5,R,
2002,State Senate,50,CP,
2002,State Senate,50,DFL,
2002,State Senate,50,GP,
2002,State Senate,50,ICP,
2002,State Senate,50,IND,
2002,State Senate,50,R,
2002,State Senate,51,CP,
2002,State Senate,51,DFL,
2002,State Senate,51,GP,
2002,State Senate,51,ICP,
2002,State Senate,51,IND,
2002,State Senate,51,R,
2002,State Senate,52,CP,
2002,State Senate,52,DFL,
2002,State Senate,52,GP,
2002,State Senate,52,ICP,
2002,State Senate,52,IND,
2002,State Senate,52,R,
2002,State Senate,53,CP,
2002,State Senate,53,DFL,
2002,State Senate,53,GP,
2002,State Senate,53,ICP,
2002,State Senate,53,IND,
2002,State Senate,53,R,
2002,State Senate,54,CP,
2002,State Senate,54,DFL,
2002,State Senate,54,GP,
2002,State Senate,54,ICP,
2002,State Senate,54,IND,
2002,State Senate,54,R,
2002,State Senate,55,CP,
2002,State Senate,55,DFL,
2002,State Senate,55,GP,
2002,State Senate,55,ICP,
2002,State Senate,55,IND,
2002,State Senate,55,R,
2002,State Senate,56,CP,
2002,State Senate,56,DFL,
2002,State Senate,56,GP,
2002,State Senate,56,ICP,
2002,State Senate,56,IND,
2002,State Senate,56,R,
2002,State Senate,57,CP,
2002,State Senate,57,DFL,
2002,State Senate,57,GP,
2002,State Senate,57,ICP,
2002,State Senate,57,IND,
2002,State Senate,57,R,
2002,State Senate,58,CP,
2002,State Senate,58,DFL,
2002,State Senate,58,GP,
2002,State Senate,58,ICP,
2002,State Senate,58,IND,
2002,State Senate,58,R,
2002,State Senate,59,CP,
2002,State Senate,59,DFL,
2002,State Senate,59,GP,
2002,State Senate,59,ICP,
2002,State Senate,59,IND,
2002,State Senate,59,R,
2002,State Senate,6,CP,
2002,State Senate,6,DFL,
2002,State Senate,6,GP,
2002,State Senate,6,ICP,
2002,State Senate,6,IND,
2002,State Senate,6,R,
2002,State Senate,60,CP,
2002,State Senate,60,DFL,
2002,State Senate,60,GP,
2002,State Senate,60,ICP,
2002,State Senate,60,IND,
2002,State Senate,60,R,
2002,State Senate,61,CP,
2002,State Senate,61,DFL,
2002,State Senate,61,GP,
2002,State Senate,61,ICP,
2002,State Senate,61,IND,
2002,State Senate,61,R,
2002,State Senate,62,CP,
2002,State Senate,62,DFL,
2002,State Senate,62,GP,
2002,State Senate,62,ICP,
2002,State Senate,62,IND,
2002,State Senate,62,R,
2002,State Senate,63,CP,
2002,State Senate,63,DFL,
2002,State Senate,63,GP,
2002,State Senate,63,ICP,
2002,State Senate,63,IND,
2002,State Senate,63,R,
2002,State Senate,64,CP,
2002,State Senate,64,DFL,
2002,State Senate,64,GP,
2002,State Senate,64,ICP,
2002,State Senate,64,IND,
2002,State Senate,64,R,
2002,State Senate,65,CP,
2002,State Senate,65,DFL,
2002,State Senate,65,GP,
2002,State Senate,65,ICP,
2002,State Senate,65,IND,
2002,State Senate,65,R,
2002,State Senate,66,CP,
2002,State Senate,66,DFL,
2002,State Senate,66,GP,
2002,State Senate,66,ICP,
2002,State Senate,66,IND,
2002,State Senate,66,R,
2002,State Senate,67,CP,
2002,State Senate,67,DFL,
2002,State Senate,67,GP,
2002,State Senate,67,ICP,
2002,State Senate,67,IND,
2002,State Senate,67,R,
2002,State Senate,7,CP,
2002,State Senate,7,DFL,
2002,State Senate,7,GP,
2002,State Senate,7,ICP,
2002,State Senate,7,IND,
2002,State Senate,7,R,
2002,State Senate,8,CP,
2002,State Senate,8,DFL,
2002,State Senate,8,GP,
2002,State Senate,8,ICP,
2002,State Senate,8,IND,
2002,State Senate,8,R,
2002,State Senate,9,CP,
2002,State Senate,9,DFL,
2002,State Senate,9,GP,
2002,State Senate,9,ICP,
2002,State Senate,9,IND,
2002,State Senate,9,R,
2002,U.S. House,1,DFL,
2002,U.S. House,1,GP,
2002,U.S. House,1,IND,
2002,U.S. House,1,NNT,
2002,U.S. House,1,R,
2002,U.S. House,2,DFL,
2002,U.S. House,2,GP,
2002,U.S. House,2,IND,
2002,U.S. House,2,NNT,
2002,U.S. House,2,R,
2002,U.S. House,3,DFL,
2002,U.S. House,3,GP,
2002,U.S. House,3,IND,
2002,U.S. House,3,NNT,
2002,U.S. House,3,R,
2002,U.S. House,4,DFL,
2002,U.S. House,4,GP,
2002,U.S. House,4,IND,
2002,U.S. House,4,NNT,
2002,U.S. House,4,R,
2002,U.S. House,5,DFL,
2002,U.S. House,5,GP,
2002,U.S. House,5,IND,
2002,U.S. House,5,NNT,
2002,U.S. House,5,R,
2002,U.S. House,6,DFL,
2002,U.S. House,6,GP,
2002,U.S. House,6,IND,
2002,U.S. House,6,NNT,
2002,U.S. House,6,R,
2002,U.S. House,7,DFL,
2002,U.S. House,7,GP,
2002,U.S. House,7,IND,
2002,U.S. House,7,NNT,
2002,U.S. House,7,R,
2002,U.S. House,8,DFL,
2002,U.S. House,8,GP,
2002,U.S. House,8,IND,
2002,U.S. House,8,NNT,
2002,U.S. House,8,R,
2002,U.S. Senate,NA,CP,
2002,U.S. Senate,NA,GP,
2004,President,NA,BL,
2004,President,NA,C,
2004,President,NA,CF,
2004,President,NA,SE,
2004,President,NA,SWP,
2004,State House,10A,DFL,
2004,State House,10A,GP,
2004,State House,10A,IND,
2004,State House,10A,R,
2004,State House,10B,DFL,
2004,State House,10B,GP,
2004,State House,10B,IND,
2004,State House,10B,R,
2004,State House,11A,DFL,
2004,State House,11A,GP,
2004,State House,11A,IND,
2004,State House,11A,R,
2004,State House,11B,DFL,
2004,State House,11B,GP,
2004,State House,11B,IND,
2004,State House,11B,R,
2004,State House,12A,DFL,
2004,State House,12A,GP,
2004,State House,12A,IND,
2004,State House,12A,R,
2004,State House,12B,DFL,
2004,State House,12B,GP,
2004,State House,12B,IND,
2004,State House,12B,R,
2004,State House,13A,DFL,
2004,State House,13A,GP,
2004,State House,13A,IND,
2004,State House,13A,R,
2004,State House,13B,DFL,
2004,State House,13B,GP,
2004,State House,13B,IND,
2004,State House,13B,R,
2004,State House,14A,DFL,
2004,State House,14A,GP,
2004,State House,14A,IND,
2004,State House,14A,R,
2004,State House,14B,DFL,
2004,State House,14B,GP,
2004,State House,14B,IND,
2004,State House,14B,R,
2004,State House,15A,DFL,
2004,State House,15A,GP,
2004,State House,15A,IND,
2004,State House,15A,R,
2004,State House,15B,DFL,
2004,State House,15B,GP,
2004,State House,15B,IND,
2004,State House,15B,R,
2004,State House,16A,DFL,
2004,State House,16A,GP,
2004,State House,16A,IND,
2004,State House,16A,R,
2004,State House,16B,DFL,
2004,State House,16B,GP,
2004,State House,16B,IND,
2004,State House,16B,R,
2004,State House,17A,DFL,
2004,State House,17A,GP,
2004,State House,17A,IND,
2004,State House,17A,R,
2004,State House,17B,DFL,
2004,State House,17B,GP,
2004,State House,17B,IND,
2004,State House,17B,R,
2004,State House,18A,DFL,
2004,State House,18A,GP,
2004,State House,18A,IND,
2004,State House,18A,R,
2004,State House,18B,DFL,
2004,State House,18B,GP,
2004,State House,18B,IND,
2004,State House,18B,R,
2004,State House,19A,DFL,
2004,State House,19A,GP,
2004,State House,19A,IND,
2004,State House,19A,R,
2004,State House,19B,DFL,
2004,State House,19B,GP,
2004,State House,19B,IND,
2004,State House,19B,R,
2004,State House,1A,DFL,
2004,State House,1A,GP,
2004,State House,1A,IND,
2004,State House,1A,R,
2004,State House,1B,DFL,
2004,State House,1B,GP,
2004,State House,1B,IND,
2004,State House,1B,R,
2004,State House,20A,DFL,
2004,State House,20A,GP,
2004,State House,20A,IND,
2004,State House,20A,R,
2004,State House,20B,DFL,
2004,State House,20B,GP,
2004,State House,20B,IND,
2004,State House,20B,R,
2004,State House,21A,DFL,
2004,State House,21A,GP,
2004,State House,21A,IND,
2004,State House,21A,R,
2004,State House,21B,DFL,
2004,State House,21B,GP,
2004,State House,21B,IND,
2004,State House,21B,R,
2004,State House,22A,DFL,
2004,State House,22A,GP,
2004,State House,22A,IND,
2004,State House,22A,R,
2004,State House,22B,DFL,
2004,State House,22B,GP,
2004,State House,22B,IND,
2004,State House,22B,R,
2004,State House,23A,DFL,
2004,State House,23A,GP,
2004,State House,23A,IND,
2004,State House,23A,R,
2004,State House,23B,DFL,
2004,State House,23B,GP,
2004,State House,23B,IND,
2004,State House,23B,R,
2004,State House,24A,DFL,
2004,State House,24A,GP,
2004,State House,24A,IND,
2004,State House,24A,R,
2004,State House,24B,DFL,
2004,State House,24B,GP,
2004,State House,24B,IND,
2004,State House,24B,R,
2004,State House,25A,DFL,
2004,State House,25A,GP,
2004,State House,25A,IND,
2004,State House,25A,R,
2004,State House,25B,DFL,
2004,State House,25B,GP,
2004,State House,25B,IND,
2004,State House,25B,R,
2004,State House,26A,DFL,
2004,State House,26A,GP,
2004,State House,26A,IND,
2004,State House,26A,R,
2004,State House,26B,DFL,
2004,State House,26B,GP,
2004,State House,26B,IND,
2004,State House,26B,R,
2004,State House,27A,DFL,
2004,State House,27A,GP,
2004,State House,27A,IND,
2004,State House,27A,R,
2004,State House,27B,DFL,
2004,State House,27B,GP,
2004,State House,27B,IND,
2004,State House,27B,R,
2004,State House,28A,DFL,
2004,State House,28A,GP,
2004,State House,28A,IND,
2004,State House,28A,R,
2004,State House,28B,DFL,
2004,State House,28B,GP,
2004,State House,28B,IND,
2004,State House,28B,R,
2004,State House,29A,DFL,
2004,State House,29A,GP,
2004,State House,29A,IND,
2004,State House,29A,R,
2004,State House,29B,DFL,
2004,State House,29B,GP,
2004,State House,29B,IND,
2004,State House,29B,R,
2004,State House,2A,DFL,
2004,State House,2A,GP,
2004,State House,2A,IND,
2004,State House,2A,R,
2004,State House,2B,DFL,
2004,State House,2B,GP,
2004,State House,2B,IND,
2004,State House,2B,R,
2004,State House,30A,DFL,
2004,State House,30A,GP,
2004,State House,30A,IND,
2004,State House,30A,R,
2004,State House,30B,DFL,
2004,State House,30B,GP,
2004,State House,30B,IND,
2004,State House,30B,R,
2004,State House,31A,DFL,
2004,State House,31A,GP,
2004,State House,31A,IND,
2004,State House,31A,R,
2004,State House,31B,DFL,
2004,State House,31B,GP,
2004,State House,31B,IND,
2004,State House,31B,R,
2004,State House,32A,DFL,
2004,State House,32A,GP,
2004,State House,32A,IND,
2004,State House,32A,R,
2004,State House,32B,DFL,
2004,State House,32B,GP,
2004,State House,32B,IND,
2004,State House,32B,R,
2004,State House,33A,DFL,
2004,State House,33A,GP,
2004,State House,33A,IND,
2004,State House,33A,R,
2004,State House,33B,DFL,
2004,State House,33B,GP,
2004,State House,33B,IND,
2004,State House,33B,R,
2004,State House,34A,DFL,
2004,State House,34A,GP,
2004,State House,34A,IND,
2004,State House,34A,R,
2004,State House,34B,DFL,
2004,State House,34B,GP,
2004,State House,34B,IND,
2004,State House,34B,R,
2004,State House,35A,DFL,
2004,State House,35A,GP,
2004,State House,35A,IND,
2004,State House,35A,R,
2004,State House,35B,DFL,
2004,State House,35B,GP,
2004,State House,35B,IND,
2004,State House,35B,R,
2004,State House,36A,DFL,
2004,State House,36A,GP,
2004,State House,36A,IND,
2004,State House,36A,R,
2004,State House,36B,DFL,
2004,State House,36B,GP,
2004,State House,36B,IND,
2004,State House,36B,R,
2004,State House,37A,DFL,
2004,State House,37A,GP,
2004,State House,37A,IND,
2004,State House,37A,R,
2004,State House,37B,DFL,
2004,State House,37B,GP,
2004,State House,37B,IND,
2004,State House,37B,R,
2004,State House,38A,DFL,
2004,State House,38A,GP,
2004,State House,38A,IND,
2004,State House,38A,R,
2004,State House,38B,DFL,
2004,State House,38B,GP,
2004,State House,38B,IND,
2004,State House,38B,R,
2004,State House,39A,DFL,
2004,State House,39A,GP,
2004,State House,39A,IND,
2004,State House,39A,R,
2004,State House,39B,DFL,
2004,State House,39B,GP,
2004,State House,39B,IND,
2004,State House,39B,R,
2004,State House,3A,DFL,
2004,State House,3A,GP,
2004,State House,3A,IND,
2004,State House,3A,R,
2004,State House,3B,DFL,
2004,State House,3B,GP,
2004,State House,3B,IND,
2004,State House,3B,R,
2004,State House,40A,DFL,
2004,State House,40A,GP,
2004,State House,40A,IND,
2004,State House,40A,R,
2004,State House,40B,DFL,
2004,State House,40B,GP,
2004,State House,40B,IND,
2004,State House,40B,R,
2004,State House,41A,DFL,
2004,State House,41A,GP,
2004,State House,41A,IND,
2004,State House,41A,R,
2004,State House,41B,DFL,
2004,State House,41B,GP,
2004,State House,41B,IND,
2004,State House,41B,R,
2004,State House,42A,DFL,
2004,State House,42A,GP,
2004,State House,42A,IND,
2004,State House,42A,R,
2004,State House,42B,DFL,
2004,State House,42B,GP,
2004,State House,42B,IND,
2004,State House,42B,R,
2004,State House,43A,DFL,
2004,State House,43A,GP,
2004,State House,43A,IND,
2004,State House,43A,R,
2004,State House,43B,DFL,
2004,State House,43B,GP,
2004,State House,43B,IND,
2004,State House,43B,R,
2004,State House,44A,DFL,
2004,State House,44A,GP,
2004,State House,44A,IND,
2004,State House,44A,R,
2004,State House,44B,DFL,
2004,State House,44B,GP,
2004,State House,44B,IND,
2004,State House,44B,R,
2004,State House,45A,DFL,
2004,State House,45A,GP,
2004,State House,45A,IND,
2004,State House,45A,R,
2004,State House,45B,DFL,
2004,State House,45B,GP,
2004,State House,45B,IND,
2004,State House,45B,R,
2004,State House,46A,DFL,
2004,State House,46A,GP,
2004,State House,46A,IND,
2004,State House,46A,R,
2004,State House,46B,DFL,
2004,State House,46B,GP,
2004,State House,46B,IND,
2004,State House,46B,R,
2004,State House,47A,DFL,
2004,State House,47A,GP,
2004,State House,47A,IND,
2004,State House,47A,R,
2004,State House,47B,DFL,
2004,State House,47B,GP,
2004,State House,47B,IND,
2004,State House,47B,R,
2004,State House,48A,DFL,
2004,State House,48A,GP,
2004,State House,48A,IND,
2004,State House,48A,R,
2004,State House,48B,DFL,
2004,State House,48B,GP,
2004,State House,48B,IND,
2004,State House,48B,R,
2004,State House,49A,DFL,
2004,State House,49A,GP,
2004,State House,49A,IND,
2004,State House,49A,R,
2004,State House,49B,DFL,
2004,State House,49B,GP,
2004,State House,49B,IND,
2004,State House,49B,R,
2004,State House,4A,DFL,
2004,State House,4A,GP,
2004,State House,4A,IND,
2004,State House,4A,R,
2004,State House,4B,DFL,
2004,State House,4B,GP,
2004,State House,4B,IND,
2004,State House,4B,R,
2004,State House,50A,DFL,
2004,State House,50A,GP,
2004,State House,50A,IND,
2004,State House,50A,R,
2004,State House,50B,DFL,
2004,State House,50B,GP,
2004,State House,50B,IND,
2004,State House,50B,R,
2004,State House,51A,DFL,
2004,State House,51A,GP,
2004,State House,51A,IND,
2004,State House,51A,R,
2004,State House,51B,DFL,
2004,State House,51B,GP,
2004,State House,51B,IND,
2004,State House,51B,R,
2004,State House,52A,DFL,
2004,State House,52A,GP,
2004,State House,52A,IND,
2004,State House,52A,R,
2004,State House,52B,DFL,
2004,State House,52B,GP,
2004,State House,52B,IND,
2004,State House,52B,R,
2004,State House,53A,DFL,
2004,State House,53A,GP,
2004,State House,53A,IND,
2004,State House,53A,R,
2004,State House,53B,DFL,
2004,State House,53B,GP,
2004,State House,53B,IND,
2004,State House,53B,R,
2004,State House,54A,DFL,
2004,State House,54A,GP,
2004,State House,54A,IND,
2004,State House,54A,R,
2004,State House,54B,DFL,
2004,State House,54B,GP,
2004,State House,54B,IND,
2004,State House,54B,R,
2004,State House,55A,DFL,
2004,State House,55A,GP,
2004,State House,55A,IND,
2004,State House,55A,R,
2004,State House,55B,DFL,
2004,State House,55B,GP,
2004,State House,55B,IND,
2004,State House,55B,R,
2004,State House,56A,DFL,
2004,State House,56A,GP,
2004,State House,56A,IND,
2004,State House,56A,R,
2004,State House,56B,DFL,
2004,State House,56B,GP,
2004,State House,56B,IND,
2004,State House,56B,R,
2004,State House,57A,DFL,
2004,State House,57A,GP,
2004,State House,57A,IND,
2004,State House,57A,R,
2004,State House,57B,DFL,
2004,State House,57B,GP,
2004,State House,57B,IND,
2004,State House,57B,R,
2004,State House,58A,DFL,
2004,State House,58A,GP,
2004,State House,58A,IND,
2004,State House,58A,R,
2004,State House,58B,DFL,
2004,State House,58B,GP,
2004,State House,58B,IND,
2004,State House,58B,R,
2004,State House,59A,DFL,
2004,State House,59A,GP,
2004,State House,59A,IND,
2004,State House,59A,R,
2004,State House,59B,DFL,
2004,State House,59B,GP,
2004,State House,59B,IND,
2004,State House,59B,R,
2004,State House,5A,DFL,
2004,State House,5A,GP,
2004,State House,5A,IND,
2004,State House,5A,R,
2004,State House,5B,DFL,
2004,State House,5B,GP,
2004,State House,5B,IND,
2004,State House,5B,R,
2004,State House,60A,DFL,
2004,State House,60A,GP,
2004,State House,60A,IND,
2004,State House,60A,R,
2004,State House,60B,DFL,
2004,State House,60B,GP,
2004,State House,60B,IND,
2004,State House,60B,R,
2004,State House,61A,DFL,
2004,State House,61A,GP,
2004,State House,61A,IND,
2004,State House,61A,R,
2004,State House,61B,DFL,
2004,State House,61B,GP,
2004,State House,61B,IND,
2004,State House,61B,R,
2004,State House,62A,DFL,
2004,State House,62A,GP,
2004,State House,62A,IND,
2004,State House,62A,R,
2004,State House,62B,DFL,
2004,State House,62B,GP,
2004,State House,62B,IND,
2004,State House,62B,R,
2004,State House,63A,DFL,
2004,State House,63A,GP,
2004,State House,63A,IND,
2004,State House,63A,R,
2004,State House,63B,DFL,
2004,State House,63B,GP,
2004,State House,63B,IND,
2004,State House,63B,R,
2004,State House,64A,DFL,
2004,State House,64A,GP,
2004,State House,64A,IND,
2004,State House,64A,R,
2004,State House,64B,DFL,
2004,State House,64B,GP,
2004,State House,64B,IND,
2004,State House,64B,R,
2004,State House,65A,DFL,
2004,State House,65A,GP,
2004,State House,65A,IND,
2004,State House,65A,R,
2004,State House,65B,DFL,
2004,State House,65B,GP,
2004,State House,65B,IND,
2004,State House,65B,R,
2004,State House,66A,DFL,
2004,State House,66A,GP,
2004,State House,66A,IND,
2004,State House,66A,R,
2004,State House,66B,DFL,
2004,State House,66B,GP,
2004,State House,66B,IND,
2004,State House,66B,R,
2004,State House,67A,DFL,
2004,State House,67A,GP,
2004,State House,67A,IND,
2004,State House,67A,R,
2004,State House,67B,DFL,
2004,State House,67B,GP,
2004,State House,67B,IND,
2004,State House,67B,R,
2004,State House,6A,DFL,
2004,State House,6A,GP,
2004,State House,6A,IND,
2004,State House,6A,R,
2004,State House,6B,DFL,
2004,State House,6B,GP,
2004,State House,6B,IND,
2004,State House,6B,R,
2004,State House,7A,DFL,
2004,State House,7A,GP,
2004,State House,7A,IND,
2004,State House,7A,R,
2004,State House,7B,DFL,
2004,State House,7B,GP,
2004,State House,7B,IND,
2004,State House,7B,R,
2004,State House,8A,DFL,
2004,State House,8A,GP,
2004,State House,8A,IND,
2004,State House,8A,R,
2004,State House,8B,DFL,
2004,State House,8B,GP,
2004,State House,8B,IND,
2004,State House,8B,R,
2004,State House,9A,DFL,
2004,State House,9A,GP,
2004,State House,9A,IND,
2004,State House,9A,R,
2004,State House,9B,DFL,
2004,State House,9B,GP,
2004,State House,9B,IND,
2004,State House,9B,R,
2004,U.S. House,1,DFL,
2004,U.S. House,1,GP,
2004,U.S. House,1,IND,
2004,U.S. House,1,R,
2004,U.S. House,2,DFL,
2004,U.S. House,2,GP,
2004,U.S. House,2,IND,
2004,U.S. House,2,R,
2004,U.S. House,3,DFL,
2004,U.S. House,3,GP,
2004,U.S. House,3,IND,
2004,U.S. House,3,R,
2004,U.S. House,4,DFL,
2004,U.S. House,4,GP,
2004,U.S. House,4,IND,
2004,U.S. House,4,R,
2004,U.S. House,5,DFL,
2004,U.S. House,5,GP,
2004,U.S. House,5,IND,
2004,U.S. House,5,R,
2004,U.S. House,6,DFL,
2004,U.S. House,6,GP,
2004,U.S. House,6,IND,
2004,U.S. House,6,R,
2004,U.S. House,7,DFL,
2004,U.S. House,7,GP,
2004,U.S. House,7,IND,
2004,U.S. House,7,R,
2004,U.S. House,8,DFL,
2004,U.S. House,8,GP,
2004,U.S. House,8,IND,
2004,U.S. House,8,R,
2006,State House,10A,DFL,
2006,State House,10A,IND,
2006,State House,10A,R,
2006,State House,10B,DFL,
2006,State House,10B,IND,
2006,State House,10B,R,
2006,State House,11A,DFL,
2006,State House,11A,IND,
2006,State House,11A,R,
2006,State House,11B,DFL,
2006,State House,11B,IND,
2006,State House,11B,R,
2006,State House,12A,DFL,
2006,State House,12A,IND,
2006,State House,12A,R,
2006,State House,12B,DFL,
2006,State House,12B,IND,
2006,State House,12B,R,
2006,State House,13A,DFL,
2006,State House,13A,IND,
2006,State House,13A,R,
2006,State House,13B,DFL,
2006,State House,13B,IND,
2006,State House,13B,R,
2006,State House,14A,DFL,
2006,State House,14A,IND,
2006,State House,14A,R,
2006,State House,14B,DFL,
2006,State House,14B,IND,
2006,State House,14B,R,
2006,State House,15A,DFL,
2006,State House,15A,IND,
2006,State House,15A,R,
2006,State House,15B,DFL,
2006,State House,15B,IND,
2006,State House,15B,R,
2006,State House,16A,DFL,
2006,State House,16A,IND,
2006,State House,16A,R,
2006,State House,16B,DFL,
2006,State House,16B,IND,
2006,State House,16B,R,
2006,State House,17A,DFL,
2006,State House,17A,IND,
2006,State House,17A,R,
2006,State House,17B,DFL,
2006,State House,17B,IND,
2006,State House,17B,R,
2006,State House,18A,DFL,
2006,State House,18A,IND,
2006,State House,18A,R,
2006,State House,18B,DFL,
2006,State House,18B,IND,
2006,State House,18B,R,
2006,State House,19A,DFL,
2006,State House,19A,IND,
2006,State House,19A,R,
2006,State House,19B,DFL,
2006,State House,19B,IND,
2006,State House,19B,R,
2006,State House,1A,DFL,
2006,State House,1A,IND,
2006,State House,1A,R,
2006,State House,1B,DFL,
2006,State House,1B,IND,
2006,State House,1B,R,
2006,State House,20A,DFL,
2006,State House,20A,IND,
2006,State House,20A,R,
2006,State House,20B,DFL,
2006,State House,20B,IND,
2006,State House,20B,R,
2006,State House,21A,DFL,
2006,State House,21A,IND,
2006,State House,21A,R,
2006,State House,21B,DFL,
2006,State House,21B,IND,
2006,State House,21B,R,
2006,State House,22A,DFL,
2006,State House,22A,IND,
2006,State House,22A,R,
2006,State House,22B,DFL,
2006,State House,22B,IND,
2006,State House,22B,R,
2006,State House,23A,DFL,
2006,State House,23A,IND,
2006,State House,23A,R,
2006,State House,23B,DFL,
2006,State House,23B,IND,
2006,State House,23B,R,
2006,State House,24A,DFL,
2006,State House,24A,IND,
2006,State House,24A,R,
2006,State House,24B,DFL,
2006,State House,24B,IND,
2006,State House,24B,R,
2006,State House,25A,DFL,
2006,State House,25A,IND,
2006,State House,25A,R,
2006,State House,25B,DFL,
2006,State House,25B,IND,
2006,State House,25B,R,
2006,State House,26A,DFL,
2006,State House,26A,IND,
2006,State House,26A,R,
2006,State House,26B,DFL,
2006,State House,26B,IND,
2006,State House,26B,R,
2006,State House,27A,DFL,
2006,State House,27A,IND,
2006,State House,27A,R,
2006,State House,27B,DFL,
2006,State House,27B,IND,
2006,State House,27B,R,
2006,State House,28A,DFL,
2006,State House,28A,IND,
2006,State House,28A,R,
2006,State House,28B,DFL,
2006,State House,28B,IND,
2006,State House,28B,R,
2006,State House,29A,DFL,
2006,State House,29A,IND,
2006,State House,29A,R,
2006,State House,29B,DFL,
2006,State House,29B,IND,
2006,State House,29B,R,
2006,State House,2A,DFL,
2006,State House,2A,IND,
2006,State House,2A,R,
2006,State House,2B,DFL,
2006,State House,2B,IND,
2006,State House,2B,R,
2006,State House,30A,DFL,
2006,State House,30A,IND,
2006,State House,30A,R,
2006,State House,30B,DFL,
2006,State House,30B,IND,
2006,State House,30B,R,
2006,State House,31A,DFL,
2006,State House,31A,IND,
2006,State House,31A,R,
2006,State House,31B,DFL,
2006,State House,31B,IND,
2006,State House,31B,R,
2006,State House,32A,DFL,
2006,State House,32A,IND,
2006,State House,32A,R,
2006,State House,32B,DFL,
2006,State House,32B,IND,
2006,State House,32B,R,
2006,State House,33A,DFL,
2006,State House,33A,IND,
2006,State House,33A,R,
2006,State House,33B,DFL,
2006,State House,33B,IND,
2006,State House,33B,R,
2006,State House,34A,DFL,
2006,State House,34A,IND,
2006,State House,34A,R,
2006,State House,34B,DFL,
2006,State House,34B,IND,
2006,State House,34B,R,
2006,State House,35A,DFL,
2006,State House,35A,IND,
2006,State House,35A,R,
2006,State House,35B,DFL,
2006,State House,35B,IND,
2006,State House,35B,R,
2006,State House,36A,DFL,
2006,State House,36A,IND,
2006,State House,36A,R,
2006,State House,36B,DFL,
2006,State House,36B,IND,
2006,State House,36B,R,
2006,State House,37A,DFL,
2006,State House,37A,IND,
2006,State House,37A,R,
2006,State House,37B,DFL,
2006,State House,37B,IND,
2006,State House,37B,R,
2006,State House,38A,DFL,
2006,State House,38A,IND,
2006,State House,38A,R,
2006,State House,38B,DFL,
2006,State House,38B,IND,
2006,State House,38B,R,
2006,State House,39A,DFL,
2006,State House,39A,IND,
2006,State House,39A,R,
2006,State House,39B,DFL,
2006,State House,39B,IND,
2006,State House,39B,R,
2006,State House,3A,DFL,
2006,State House,3A,IND,
2006,State House,3A,R,
2006,State House,3B,DFL,
2006,State House,3B,IND,
2006,State House,3B,R,
2006,State House,40A,DFL,
2006,State House,40A,IND,
2006,State House,40A,R,
2006,State House,40B,DFL,
2006,State House,40B,IND,
2006,State House,40B,R,
2006,State House,41A,DFL,
2006,State House,41A,IND,
2006,State House,41A,R,
2006,State House,41B,DFL,
2006,State House,41B,IND,
2006,State House,41B,R,
2006,State House,42A,DFL,
2006,State House,42A,IND,
2006,State House,42A,R,
2006,State House,42B,DFL,
2006,State House,42B,IND,
2006,State House,42B,R,
2006,State House,43A,DFL,
2006,State House,43A,IND,
2006,State House,43A,R,
2006,State House,43B,DFL,
2006,State House,43B,IND,
2006,State House,43B,R,
2006,State House,44A,DFL,
2006,State House,44A,IND,
2006,State House,44A,R,
2006,State House,44B,DFL,
2006,State House,44B,IND,
2006,State House,44B,R,
2006,State House,45A,DFL,
2006,State House,45A,IND,
2006,State House,45A,R,
2006,State House,45B,DFL,
2006,State House,45B,IND,
2006,State House,45B,R,
2006,State House,46A,DFL,
2006,State House,46A,IND,
2006,State House,46A,R,
2006,State House,46B,DFL,
2006,State House,46B,IND,
2006,State House,46B,R,
2006,State House,47A,DFL,
2006,State House,47A,IND,
2006,State House,47A,R,
2006,State House,47B,DFL,
2006,State House,47B,IND,
2006,State House,47B,R,
2006,State House,48A,DFL,
2006,State House,48A,IND,
2006,State House,48A,R,
2006,State House,48B,DFL,
2006,State House,48B,IND,
2006,State House,48B,R,
2006,State House,49A,DFL,
2006,State House,49A,IND,
2006,State House,49A,R,
2006,State House,49B,DFL,
2006,State House,49B,IND,
2006,State House,49B,R,
2006,State House,4A,DFL,
2006,State House,4A,IND,
2006,State House,4A,R,
2006,State House,4B,DFL,
2006,State House,4B,IND,
2006,State House,4B,R,
2006,State House,50A,DFL,
2006,State House,50A,IND,
2006,State House,50A,R,
2006,State House,50B,DFL,
2006,State House,50B,IND,
2006,State House,50B,R,
2006,State House,51A,DFL,
2006,State House,51A,IND,
2006,State House,51A,R,
2006,State House,51B,DFL,
2006,State House,51B,IND,
2006,State House,51B,R,
2006,State House,52A,DFL,
2006,State House,52A,IND,
2006,State House,52A,R,
2006,State House,52B,DFL,
2006,State House,52B,IND,
